EntrezID	Length	MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1
105246	2407	899
71164	1301	3
72948	5090	682
74470	3632	48
105243	2490	4
211446	4596	799
11624	4732	4
18570	1524	1373
66945	2859	2551
67433	8615	715
432779	2746	14
238722	1629	10
100042547	1796	51
235956	1383	32
80898	4014	2205
12380	2894	1259
18548	2516	12
751556	96	3883
192657	3652	2598
93692	1327	356
73296	4937	411
75571	1053	6
218341	2906	82
238725	2146	0
77041	3657	350
218343	5381	1322
238726	1434	0
78771	4289	26
105377	3742	329
72371	5633	174
382823	991	179
68675	4070	686
75507	1395	1
73093	4100	0
13865	2432	10
320174	2305	1
105171	4089	778
100043074	2220	0
319983	1407	1
110789	19328	2
80289	3128	1357
67486	3060	53
72852	3881	127
100502757	4628	17
12626	1013	1082
100628621	59	0
17260	6565	844
100502774	419	34
320203	1368	0
723967	72	0
72677	1102	0
553095	531	0
320919	2348	0
72745	2746	384
66671	1976	342
218397	5101	3322
12867	449	35
667230	483	1
13612	5358	6
12950	5055	1
13003	14689	6061
100042940	2690	26
108138	1547	241
66074	10809	469
435376	1176	0
66475	555	2571
66795	1609	131
100042959	1243	1041
320297	2807	21
66970	6656	1052
373852	5617	8
74156	3049	5
69085	1532	399
76722	1486	0
19418	7235	166
17686	3945	433
13361	5290	442
218440	3940	18
73942	1383	62
218441	5451	510
79401	1602	0
218442	5319	870
21828	3202	49
382793	6275	259
76469	11850	42
100502942	907	0
408254	2990	0
100715	1873	237
26556	5716	3369
57748	8780	2917
619883	348	51
12116	2071	0
64918	2090	0
74129	2979	0
105364	950	0
11881	3989	1373
218454	4348	1288
107767	3588	1977
328309	2177	31
11774	4020	1586
21371	503	897
18420	1182	0
218460	3063	340
218461	4931	11
100504102	1498	0
72114	1894	311
100316813	104	0
100217450	126	0
66549	3198	1492
12919	1681	0
268686	300	0
14063	2768	3061
14062	3296	1832
544963	5771	1394
14064	2464	4
75209	4252	8
67463	3033	216
271144	3315	10
27015	4226	321
68018	5363	1392
15357	4430	1977
218476	5095	170
66479	1140	3
320557	4590	159
59050	2686	864
320806	5367	292
15212	1905	877
13803	4743	5616
100039691	3161	2
328314	1297	0
403201	558	0
110596	6259	966
105372	4071	893
68558	1750	203
218490	1129	3761
100504225	1542	6
15229	2461	11
70090	1186	0
68344	2252	0
380863	1155	0
218503	5119	2072
238799	5519	2427
432798	447	2430
69382	476	0
69603	718	0
238803	2758	19
68927	1675	137
218506	1848	222
320893	1721	1
17755	11852	6285
27220	874	2
78038	2124	369
544971	9921	2450
20365	589	289
20595	1404	391
17948	4823	6
17951	5293	9
17952	6705	8
17940	5361	0
100862307	951	28
23894	1707	240
18260	3192	100
218518	3382	95
19356	2847	488
108143	2126	1389
76041	2705	100
12572	7598	606
66128	716	164
26886	1239	145
268697	2316	129
69048	3179	1508
544973	411	403
619937	648	12
328324	2439	3
71174	1285	9
78136	405	0
18708	7380	6223
17079	2326	0
328329	10671	2782
76624	677	0
621312	932	131
432800	1455	73
218543	4063	1427
59079	6592	8381
75805	3780	725
218544	2716	323
66975	4833	629
81003	4258	318
238831	2367	358
60411	1832	71
108154	4822	13
667518	407	2306
67285	1884	372
67288	1688	167
77803	1310	0
52882	5828	36
66763	2157	0
71816	3785	63
15550	4441	0
76582	4282	618
100504500	997	9
66254	2545	259
16563	4208	879
100040322	1898	30
621156	605	150
105120	5610	0
72257	622	0
67263	5458	1735
75616	1864	625
75597	680	233
71991	2107	221
74559	5439	117
218581	2530	8
238871	7049	1099
100862401	2397	0
100124489	81	0
100316683	80	0
67295	8500	0
100504609	444	0
238875	2055	0
20620	2802	10018
73129	938	1
238880	2737	0
73274	3624	3368
100504654	415	2003
218613	5277	2628
26401	6963	1024
100504675	1799	6
77318	3577	1
16195	5452	13831
218624	3680	0
13206	2849	0
268706	8913	183
19012	1536	1337
72198	3309	1503
218629	4098	800
218630	1876	352
622408	2354	0
735309	109	0
100190765	80	0
723868	91	0
100038414	2943	9
69590	1016	535
238896	1704	0
14938	878	1
14945	792	0
71690	2103	57
408066	8162	697
70917	2567	1
100861641	604	0
170625	4447	1442
56534	781	0
218639	3361	731
319803	3687	8
17993	1534	854
14313	2337	11280
75161	1412	0
17434	1889	1088
16398	4218	612
109700	5984	1178
105083	1572	287
670198	1269	19
100038421	958	0
623174	354	96
16392	2526	1
52552	3088	1232
623312	1622	0
13723	2622	2113
100861680	606	0
15165	7911	3
71100	922	0
59054	1590	559
75890	994	0
14165	4572	10
18115	3526	1354
218693	4709	1915
67392	2700	1129
791300	2659	101
67304	1128	9
633640	2318	345
56838	3740	38
73480	547	0
208715	3283	3222
245269	4103	25
72465	2965	6726
100040377	1236	274
380878	886	0
52673	831	0
54382	857	0
333467	925	0
673151	1658	77
100861977	1664	60
100861753	1669	134
100861986	1596	733
639910	1426	0
236546	881	0
100038937	708	0
638189	506	0
625360	1659	0
236219	878	0
100040657	657	0
100040671	2174	122
100040682	865	21
544990	957	0
320333	1413	2
73549	1702	0
100040697	780	10
100862064	742	2
100038846	993	0
666890	1990	25
100041840	1573	0
100862069	742	4
100040859	706	0
100040870	967	0
100040880	858	1
100040923	657	0
100040852	5217	12
100040897	1206	2
100041012	865	28
100041019	759	1
545007	1815	16
100041054	615	0
623078	780	14
100041076	615	0
100041119	977	2
554327	1885	22
100041139	1022	1
100041177	615	0
100169868	1376	14
100040928	732	0
666549	1239	1
100041262	780	2
665981	615	0
100041283	766	1
673676	666	1
100041317	615	0
100041306	519	1
100041336	657	0
666800	1206	1
100041374	732	4
108978	2065	4
666772	660	1
666765	615	0
666329	519	12
666750	657	0
100041678	875	371
100036571	1146	155
100036572	1465	245
666706	615	1
100041184	708	0
100041825	657	0
100036568	2738	22
100041515	780	0
622931	1294	0
100041598	615	0
100041279	618	0
100041651	765	13
622640	615	0
100042054	800	5
100041702	1146	4
100862207	759	3
100861615	2277	229
100861646	980	2
100861657	1674	3
544998	657	10
100041958	1155	19
100041964	615	2
100042024	732	44
100041664	618	0
100504200	657	2
100041151	684	40
666918	918	28
100504413	522	0
100504218	618	1
100042100	1410	40
100038847	1955	33
100042129	849	1
100042149	2139	13
626456	732	2
100042182	732	2
100042217	615	0
100042235	795	17
545013	997	0
68308	1293	0
100041874	2149	95
100042304	695	0
218695	1124	1
286940	9067	5785
13421	3702	1
66082	2018	153
67053	2467	396
218699	2840	698
68263	1485	1239
71393	1649	230
93732	2628	19
100861833	907	0
268709	3144	189
100504681	476	0
18300	1251	0
74430	2751	9
74859	1097	0
100041948	920	2114
14198	987	38
100042415	2774	128
19270	9190	4325
218734	2477	229
54713	2304	5
27062	5529	1
328354	1921	0
72003	2946	1
218739	1240	0
238939	2135	0
66231	1148	1285
246103	6853	2768
66413	1296	1394
258387	951	0
18330	954	0
16188	1394	53
218756	7389	1133
674895	3348	0
218763	1662	8
71147	3752	43
59007	2901	549
21974	5633	5072
218772	2775	61
21834	6555	185
353187	4640	2718
66480	1841	9857
69721	4592	133
22194	1386	494
100861885	364	0
218793	1374	263
100039452	657	0
432825	1004	0
18074	4884	113
68045	1510	706
14702	3826	88
67509	2304	97
16529	3364	751
74571	879	0
67725	2523	197
70601	3125	546
105428	3149	497
100504266	669	0
108671	1631	528
66242	566	351
76670	3800	32
11750	2965	2041
74843	1829	33
19056	3881	1730
75602	751	1
78787	6495	1201
100504278	1046	25
59011	1294	1
68760	3922	19
218811	4515	2903
73068	3344	396
76133	1088	24
66121	595	360
268721	6073	4241
17423	3907	418
12325	3703	1787
18792	2343	2435
22330	5229	15145
55946	4424	561
11534	1952	1897
54169	7337	1571
435391	1103	1
27389	1963	0
67630	6997	1007
22334	1662	2474
69156	2241	45
319486	2176	6
100861834	912	1
218820	4213	1467
76633	911	23
74896	976	0
791307	2731	0
268723	2791	100
16531	7827	427
620499	714	380
71228	7853	2059
105418	1492	0
218832	4683	516
20088	875	8343
70955	986	0
75862	774	0
432830	608	0
328365	7525	7387
100526533	85	0
77592	3858	1
105675	1549	761
68173	1777	225
74272	868	2
71918	4375	1749
11744	2395	1345
211623	451	35
66039	2355	408
105594	1653	0
278672	2010	89
100039484	870	0
100039175	1547	0
100039192	1732	37
100039213	1660	0
100039227	2334	17
100039503	870	0
100039246	1122	0
100039257	1732	0
100039280	1714	0
100039293	2334	3
71106	3387	84
83997	4501	4875
100039353	357	0
211922	5432	696
11843	2042	12676
211948	3529	4661
110083	10638	2
142687	2101	13
72993	6961	1881
15209	1138	0
171463	8220	245
665333	853	120
71704	3585	1677
218850	7577	747
320234	2951	425
238988	6083	3
100502956	629	0
100504469	1855	0
22418	4373	462
12294	3695	1
319476	7318	0
80795	1018	984
56249	2121	404
50905	2061	168
218865	5891	1381
12289	9252	1030
75901	5616	882
21881	3207	3175
100526475	60	0
18753	2775	3350
328370	2372	263
54650	8122	607
69179	3738	418
66175	1179	247
16427	3145	24
16426	2819	16
16424	3077	0
23955	2714	208
69019	1006	1534
76485	2521	407
30877	1884	5130
100217431	59	74
100217423	54	55
66923	8117	3485
66487	403	65
70021	1410	196
192187	7995	333
100861939	591	0
64652	5586	6198
21924	703	5
218877	3686	409
71838	1984	109
104416	3406	2054
110084	12872	150
12339	3562	1794
24056	2482	4455
67011	1905	412
74427	4238	1857
382864	2835	0
56794	2618	137
26363	1942	517
105522	5229	1342
320621	3897	0
78754	2341	115
105638	3016	842
218885	2062	485
17695	522	0
27057	3577	1051
53600	1162	541
26430	4391	812
239017	3449	7
67085	398	0
12647	2810	0
20508	2414	0
319955	8422	757
320321	2780	0
107751	1550	0
100504518	5547	0
69069	1473	3
105511	1694	0
320736	2743	26
545030	9681	1
67580	2717	2
622657	237	36
239027	2598	24
100862308	2257	0
26419	5756	1413
268729	4113	0
19256	3090	0
14560	2512	36
12165	2988	0
19661	5276	0
382867	4301	2
432838	1903	0
105518	1338	0
239029	2126	0
11752	1871	129
19065	1903	1
432839	1601	8
319508	4184	102
75698	3454	138
14661	3158	4407
100041231	632	385
69134	367	5
20618	732	213
105450	3935	678
12166	5332	3471
78243	778	1
24131	6016	37
30044	2869	0
218914	4585	2522
14803	3428	0
723847	98	0
239036	1162	0
218921	839	0
72972	7540	1906
57811	1659	0
239037	4317	0
239038	2781	0
170677	4304	141
70045	756	4
66092	3081	2719
18183	4036	0
75170	927	0
100503038	2706	0
73591	396	0
328381	1296	17
52588	2476	1014
100503457	841	1
70564	1537	50
71200	592	0
69496	995	0
11720	3208	4
20387	2775	0
17194	923	0
20390	1326	13
666186	504	0
100041722	613	0
100042114	654	0
666376	504	0
666207	504	0
666214	613	0
100503856	844	0
73553	912	0
666233	606	0
100040771	759	0
666253	873	0
666298	636	0
100504358	672	0
100042055	847	0
100504444	504	0
100042130	555	0
666420	672	0
100041106	1566	820
666485	504	0
71826	883	0
666502	549	0
100861719	549	0
100042342	836	0
666561	672	0
13586	713	0
53877	462	0
93725	471	0
503844	708	1
630952	444	0
13587	716	1
74954	1289	0
666647	621	0
666660	792	0
666675	792	0
666678	672	0
385138	899	0
666723	792	0
666744	1240	0
19214	3187	1
100124437	69	0
73895	2282	14
19217	3768	99
70561	4028	1012
70713	2444	10
50527	4418	2033
100503256	404	0
67089	1564	2180
100504523	569	3
56291	4258	776
54342	2536	374
218952	3243	6224
67651	735	0
114874	5198	750
100628600	93	0
320367	2557	0
666834	504	12
218963	703	8852
100041724	676	0
12159	1994	83
100502795	693	0
72391	773	20
12793	1484	963
63985	4171	540
328388	2919	1
68755	1202	293
74480	7422	1323
14528	2764	1174
218973	4174	188
67296	2154	442
218975	4493	2236
16854	1406	436
218977	4642	79
78938	3634	909
100504663	3451	432
16709	4485	3922
73961	825	0
93834	5849	423
624367	1599	3
218989	5218	317
18424	1737	0
606497	743	0
100041864	684	3057
66770	1629	0
218993	1115	0
105504	4659	1909
74385	3165	368
70646	4597	1821
67082	1167	1
75288	1881	0
67419	2748	47
258487	1582	0
259147	1006	0
258485	1006	0
100041975	219	1
258314	1110	0
258313	966	0
258316	1035	0
258039	936	0
258275	972	0
258486	957	0
258360	981	0
258659	1044	0
258657	994	0
258658	942	0
257909	1065	0
239081	3162	0
258660	939	0
258662	936	0
258663	930	0
258661	936	0
258233	1144	0
73889	600	0
258422	1120	0
219019	936	0
257884	972	0
258296	1175	0
258295	945	0
258264	955	0
258113	924	0
56858	1021	0
219022	3653	329
239083	1508	26
85029	325	2
11546	1788	524
21745	8163	563
546611	1602	4
328399	2046	4
66246	1608	375
11792	1307	340
219024	2753	430
18950	2941	3542
667034	1223	122
75019	1665	0
328401	1187	0
497113	579	0
497106	438	0
404319	1132	0
11727	1275	51
58809	1996	3503
219026	1257	1
78416	1072	0
19752	970	10
54159	759	0
11731	438	2
503847	462	0
93726	691	0
75377	1140	0
638695	1157	0
669149	2574	0
22301	2942	0
434459	1581	0
545047	851	0
219033	695	0
278676	1461	27
93719	713	0
52535	1623	363
214922	2334	3
29811	2157	1219
219038	628	0
497071	614	0
268739	5643	3456
100502764	713	79
69890	3317	1822
619301	1227	18
258420	936	2
15381	2844	7954
77945	5213	5
114741	4491	1757
67772	8190	2492
100217445	99	0
100861840	254	39
76338	2756	694
268741	4458	2750
56335	2021	327
50524	5336	132
258008	942	0
258424	942	0
258268	957	0
258423	1039	0
627171	332	0
57271	1010	0
57270	1868	0
57269	1679	0
100042372	330	0
667441	417	0
633740	343	0
667449	338	0
671652	337	0
436539	341	0
100042410	337	0
627394	338	0
100042419	335	0
277146	340	0
382180	341	0
667476	337	0
671927	336	0
667481	338	0
100101486	332	0
100042444	348	0
640196	343	0
627273	329	0
100043177	341	0
640931	323	0
630415	364	0
436468	349	0
100042470	338	0
328482	340	0
100042479	328	0
100043197	338	0
100038850	338	0
667542	342	0
667547	331	0
100043214	364	0
100101491	342	0
100043202	343	0
667574	220	0
195296	329	0
667583	346	0
385047	335	0
320734	334	0
667596	337	0
667604	337	0
547329	326	0
639655	338	0
634322	361	0
636127	340	0
279872	339	0
100126451	336	0
667626	333	0
620297	341	0
100042560	343	0
667635	329	0
100043218	341	0
100042568	331	0
100043204	364	0
100126452	352	0
100042574	334	0
667660	330	0
100042579	331	0
100126454	277	0
100043270	344	0
100043274	340	0
667681	347	0
100042593	331	0
193574	364	0
547424	352	0
100043282	343	0
279882	340	0
100042607	331	0
100042614	347	0
100126456	368	0
100126457	341	0
547328	337	0
100126458	337	0
100126459	350	0
100126460	331	0
100043308	361	0
634132	332	0
100126462	334	0
328483	338	0
547420	337	0
100126463	339	0
386450	341	0
674098	307	0
627324	337	0
100126464	338	0
667765	333	0
100126465	344	0
100126466	343	0
630061	329	0
630086	341	0
100126469	331	0
436467	364	0
386446	352	0
436479	330	0
100126471	328	0
100043322	344	0
654836	347	0
638566	331	0
667567	451	0
436545	349	0
320898	343	0
630461	338	0
100113414	331	0
21507	347	0
100113413	368	0
213480	341	1
432910	336	0
193587	337	0
195297	350	0
100113412	331	0
547330	361	0
211027	343	0
219060	328	0
627777	341	0
547427	328	0
547428	341	0
100101940	332	0
627813	337	0
100101942	348	0
320913	348	0
100114901	345	1
100114902	9	0
100114904	16	0
100115376	51	0
100118398	59	0
100123473	1105	0
626545	349	0
100124293	62	0
100124294	63	0
100124295	63	0
100124296	63	0
100124335	66	0
100124336	66	0
100124338	63	0
100124339	59	0
100124340	61	0
100124341	55	0
100124342	61	0
100124343	60	0
100124344	61	1
100124345	57	0
100124346	64	0
100124347	55	0
100124348	61	0
100124349	63	0
100124351	62	0
100124352	60	0
100124354	65	0
100124355	58	0
100124356	57	0
100124357	66	2
100124358	57	0
100124359	59	0
100124360	60	0
100124361	65	0
100124362	59	0
100124363	60	1
100124364	57	0
100124365	56	0
100124366	60	0
100124367	60	0
100124368	57	0
100124369	58	0
100124370	61	0
100124371	66	0
100124372	63	0
100124387	61	0
100124388	60	0
100124390	57	0
100124391	59	0
100124392	59	0
100124393	58	0
100124396	59	0
100124397	62	0
654839	62	0
100124398	63	0
100124399	66	0
654838	66	0
100101484	927	18
13135	3735	1873
105501	2749	2486
18348	1030	0
69089	2534	936
20540	2506	368
68836	412	788
17387	2597	5132
65107	3013	2430
140743	1887	1359
27374	2641	1259
219072	1587	272
16475	3503	1299
74359	2585	75
19173	871	538
751525	109	0
73902	4247	1
239096	2728	424
56215	4967	4589
75913	1461	92
58248	1889	564
110794	1238	1
50934	4034	208
239099	5827	44
105651	1852	18
12050	3461	1613
54196	1793	3342
59049	2294	665
13644	3571	1541
140806	1064	4
67272	890	8
17888	6079	2
387204	83	0
791403	828	0
140781	6054	1
100124433	77	0
68966	1201	1004
239102	8725	163
432855	2487	0
105663	2839	194
11766	2673	309
319984	4489	40
71412	1273	0
667952	531	4257
28200	1658	430
268747	4598	74
12891	2289	0
18185	2468	0
100038376	4874	0
74551	3400	693
28199	2703	1602
68680	912	4
19186	977	1402
85308	805	31
19188	977	174
268749	3381	3056
16391	2688	3856
56739	2055	38
75751	3611	2658
74140	2516	2214
100861981	382	3
71099	1420	3
67881	1802	472
18002	602	710
105446	1544	836
28113	1739	1013
21816	3006	1879
56187	2547	665
52585	1471	564
67842	3828	774
12684	1176	2
57260	1439	54
16995	1392	59
104110	3395	301
56532	1965	544
73181	4019	470
277154	7413	443
56410	4723	2
219094	3876	1777
654795	1227	912
17228	1076	1
17223	793	0
545055	947	0
545056	1189	378
17224	1028	0
17232	2000	0
17225	971	0
17227	990	0
17231	839	0
13035	1002	0
14942	923	0
14941	937	0
14944	910	0
245839	954	0
14943	909	0
14940	934	0
14939	1418	0
192113	3951	69
100038506	2719	2
30054	5148	0
219103	4363	188
328417	6391	962
75339	2939	1529
100503823	2171	252
66645	2375	1456
219105	5541	2360
100503842	1225	15
76007	6876	2858
432860	2385	0
14611	1411	0
14619	2404	38
14623	2476	3
68631	1410	238
668090	392	74
21821	3079	358
239114	1222	97
68043	836	182
67518	532	3
57258	3456	392
100862055	503	0
50523	5554	1106
20220	3458	2133
100526476	64	0
219114	2260	101
67840	2321	206
75965	5173	3119
68514	2310	1157
14180	4139	37
67932	1067	0
380907	626	0
71330	3903	337
628693	898	0
219131	1354	9
236451	1163	11
219132	2686	73
628705	1590	26
239122	3034	227
69008	3037	634
71891	4128	576
219134	3146	794
50769	3685	9
71844	2394	923
751526	110	0
219135	3837	1113
72125	2718	52
100862065	1269	10
219140	7517	325
239126	1903	169
100504019	351	0
70478	3582	450
29820	4777	151
50720	3343	18
24053	3515	0
100046950	1052	0
67355	798	0
219144	1482	0
68177	2077	275
16648	4167	1918
75349	677	0
66674	1690	453
66597	1699	197
668253	1694	38
328424	1832	12
100504051	1237	13
387134	93	0
387174	84	0
100316771	119	0
239133	1332	1
67153	1457	169
239134	2717	0
545062	725	29
629059	3557	37
319433	1402	47
18130	4998	6375
71000	891	2
268752	2011	243
432867	445	0
654465	359	0
654458	408	0
73670	1002	0
619548	614	0
72609	1746	0
13030	4743	12725
14137	2863	963
382913	1914	2
14463	3393	0
12143	2475	1
219148	4235	1537
58865	1881	1
210376	2408	431
219149	2538	6
100124452	79	0
72400	1351	150
20680	3266	460
67750	1033	0
271209	6759	2
71037	1015	0
100504162	959	0
78176	865	1
73382	1023	2
110265	1937	222
78271	3011	0
268755	4039	0
387233	85	0
100526520	87	0
16554	5603	573
219150	2931	625
210925	2709	369
54616	5978	1210
14365	12742	1425
50759	1229	7
380912	4229	945
18155	2157	2
74195	3042	826
100503545	2567	3
71145	5596	135
52033	1646	264
71988	2899	133
67179	2227	615
68584	1173	3
219151	3405	338
100504279	652	0
12759	1808	2066
268756	2265	5
11495	2551	0
13850	2035	31
110902	3527	1
19229	4034	224
100043676	4552	3
69303	771	1
66854	3684	1117
56471	1232	7
100504326	557	0
11549	4137	24
791407	1887	1
12934	4432	920
432870	2156	2
239157	4518	1
12177	3237	1479
71978	4037	2675
13592	4342	51
628416	2018	0
73977	776	0
100038671	1888	0
108912	3932	136
105440	3307	438
14714	522	10
68813	10335	400
18039	2009	2
18040	3230	5
100043072	1851	0
11500	3469	0
58860	2412	0
13522	3863	6
20855	3743	235
73554	569	1
18092	1156	0
18095	3137	36
67712	4162	1064
239167	3001	1
100504477	521	1
67464	3084	268
100504489	1650	2
100862072	2421	44
100862085	633	0
100504453	4540	0
100862375	3734	0
94352	5180	51
791405	3827	0
71843	1725	414
105513	2706	975
21933	3179	717
246710	5231	517
73523	1252	0
13655	1416	10054
57784	1727	300
219158	3705	850
268759	1986	22
213019	1651	91
20410	2914	716
19057	1948	276
213053	5208	2906
57746	4913	446
67065	2156	1502
723838	82	1
105653	2789	471
12153	4454	6121
20389	804	45
213469	3181	3
72549	1670	317
15460	5482	8142
213484	3716	288
239170	4034	573
13829	4910	151
14171	1687	20
100861616	887	0
328440	997	21
65246	15118	1631
13449	1717	13
73648	1357	0
14586	3462	4659
100043132	677	0
74667	1548	0
675947	4074	1
319448	6136	3761
668489	1288	8
70086	1802	1
105670	3857	698
19645	4625	1095
751541	89	0
67168	2468	612
16432	1773	12960
100504566	2920	14
67381	1304	369
214254	2592	16
20916	2108	1589
100503116	767	45
74425	1660	0
15558	2971	12
13885	1618	686
380916	4707	1950
100038618	1669	0
100043169	1456	0
271221	2651	0
70859	2519	0
18826	4337	88
100043176	932	0
56373	1477	0
67302	6151	1483
380918	905	0
67926	1836	0
75272	869	0
338337	4222	927
67554	1706	452
100043189	1363	31
22070	894	7564
100038852	313	9
100303751	112	138
68705	1467	1564
668504	1001	98
67516	3015	831
67467	5448	591
27275	3974	618
21807	5160	26405
100503222	1966	60
75789	1658	0
72661	1039	18
73272	868	0
210808	2419	104
108811	1721	63
239188	3555	57
100043755	514	4474
629678	1163	0
380920	1354	0
66148	648	319
108670	2322	3
100502638	2210	0
219170	2238	0
100316715	106	0
21943	2235	7
219181	9416	2013
380921	4161	240
219189	7195	1160
105590	2751	7
100861718	340	0
66214	914	223
66897	3875	309
211253	1862	44
211255	4529	888
432879	2982	31
22380	3452	653
13709	4217	5479
67955	1951	992
16840	1436	12
73989	1080	0
791080	98	0
18530	4003	27
100038734	3389	0
380924	1640	1
219228	9509	49
319903	2056	0
75155	622	0
56419	3516	259
219249	6139	915
219257	5237	2
328451	3224	1724
74967	1479	0
211712	5525	19
100502750	3774	0
66732	1156	0
93688	4048	0
13134	5225	137
76789	2256	843
77744	2293	321
72662	3722	1385
52023	4230	328
12224	1728	2855
546623	297	0
16597	5742	337
76627	1862	0
210789	6641	785
100502869	2500	24
66200	875	236
50933	930	360
380928	6104	742
239217	6057	1922
100628599	84	0
71264	1061	0
16365	2588	0
211286	2447	435
50789	4264	1802
105689	15233	5336
64929	3053	0
105439	2743	26
70898	3091	0
13618	4037	119
73877	3132	0
320671	4192	0
18996	3801	5
72486	3456	98
320249	2663	0
100502987	3691	493
74213	4105	1394
76273	2432	1357
71362	1016	2
74864	602	0
380930	4956	352
24064	2087	1716
621364	684	0
212085	3083	0
73631	742	0
100043809	684	0
668736	684	0
668738	684	0
668739	684	0
621487	684	0
668743	684	0
100043811	684	0
621499	684	0
100043814	684	0
668742	684	0
76965	4252	1
239250	4242	2
622052	684	0
75409	4807	0
192885	2729	0
75822	1895	0
723905	84	1
387135	96	1
723891	82	3
387139	107	4
751527	87	2
75957	2339	447
751549	80	0
103978	2885	2
75088	561	0
23888	6762	1452
100503703	2730	1
13190	2263	0
76355	2265	176
58245	2877	413
223227	3798	42
668814	622	0
73306	893	0
239273	5895	400
58187	1446	66
66573	4476	807
100037258	5190	2627
66435	6514	963
50787	1784	8
75432	439	0
239283	3732	0
105559	4553	4670
100503814	770	1
76108	4174	1064
100862014	669	0
70572	4595	6339
223254	4857	1871
320268	5266	134
223255	2574	1795
56643	3123	6
105445	8881	2391
68889	2154	754
110168	1310	3
321019	2942	5
223262	915	2
319727	2711	32
68059	3062	3540
69634	1241	221
68245	468	0
328479	2541	0
65100	2383	0
69248	1149	0
22772	2967	0
100038380	1593	0
110821	2603	542
223267	1079	133
654799	3595	7
70551	3390	590
380934	2281	0
338370	7115	207
223272	2357	22
14169	3442	15
69393	423	0
20363	2216	3020
100039139	798	17
14600	4425	1082
106052	3446	270
106064	5084	987
328489	3526	6
414066	4622	27
67041	3482	4167
100862317	649	0
239318	1896	0
12274	2841	1
223825	5232	0
109828	2709	7
239319	4531	112
67281	867	239
100302529	60	65
105787	4655	1117
67515	1832	250
19219	2966	1735
71432	1166	0
13132	4631	545
12279	1767	0
23880	2677	6
78757	9314	1623
18414	4835	10823
16880	10333	6570
268780	4778	108
14573	3509	25
545085	2151	390
665556	741	1
170762	6404	770
73692	10469	1378
71175	8965	3598
20512	4206	174
223332	3961	1
68646	3732	476
27401	6197	164
320506	3046	565
100505224	608	2
105887	2250	0
223337	2196	0
75568	946	210
16197	3210	6
320277	2995	1
19116	13415	371
268782	1825	0
78244	2053	965
67832	2654	1467
19355	1500	38
100862295	541	0
75777	1931	1
75646	5009	1556
100038608	3468	6
75259	4350	14
100502601	870	0
81799	2569	21
17117	2575	112
22293	2983	0
239336	4252	0
239337	6234	130
110960	2636	1955
18162	6927	53
381002	757	2
73339	840	0
20024	3321	2832
22763	4596	2833
100316684	83	4
100040052	321	486
268783	4518	1297
66629	2608	5605
68070	13413	1192
100862396	1265	50
669751	207	0
77877	5474	284
14000	4571	1324
12563	2632	39
12565	2903	0
70886	2309	0
320873	3405	164
64833	1537	462
215654	5639	0
545091	1165	425
320865	2744	0
100040529	2057	0
223413	1941	0
100862086	485	0
70350	1855	61
432939	2882	1
17909	8098	2565
66270	3346	1852
52521	2803	1256
211147	1547	0
448987	4616	111
622531	2490	8
100038662	1406	2
11732	3498	1420
223431	1897	0
791293	3127	11
432940	1491	334
223433	3068	74
223435	11497	3967
328516	3433	1
110082	15616	6
100628607	74	0
18163	5947	1177
73784	804	0
223453	1481	1092
67434	8600	67
252967	910	6
223455	6236	2294
69574	1041	33
12465	1769	7381
68073	1166	101
57254	1006	0
100616095	1483	211
66835	88	5
20356	10809	2023
15529	3313	2274
54381	2013	600
73486	731	15
75880	1006	0
239364	4009	20
67154	3680	3051
100503407	1497	24
114128	1897	567
17181	3520	858
77358	572	0
19946	629	223
239368	2376	0
15473	994	299
67724	3393	144
223473	3825	1100
71637	1096	7
16539	4360	0
56274	2911	724
107587	1710	14
100126269	731	0
666173	13371	1551
100316736	88	0
100124469	78	0
12864	503	1532
626596	4008	0
78803	4035	2
17749	619	62
26942	3219	64
30945	4276	6025
68839	2480	490
66696	2695	0
18458	2820	21956
22631	3926	4302
100505062	1257	8
100038735	2047	0
100862212	488	0
68036	4417	1279
100503499	1130	117
252973	4947	2609
52589	4051	32
100503538	1826	0
74892	587	0
382985	4513	296
100041478	522	1107
70790	9790	6796
100503601	687	0
18285	1105	0
21847	3045	13356
54375	5028	13770
69679	621	0
66335	2098	607
118452	2315	1
14368	4140	762
68588	1164	26
69906	2945	295
223499	1542	491
116838	7940	5
75766	1993	0
64705	2884	0
100503072	2594	0
239393	4064	773
105976	1868	0
328531	2053	0
432945	1459	0
22762	4974	31
170719	5074	1792
100503540	2387	0
223513	1762	0
11600	4078	60
100503767	2214	0
239405	3340	0
16341	1541	2465
100038728	668	0
66736	1245	642
239408	1472	0
22045	3976	0
67429	3447	605
223527	2429	1194
192190	12750	23
55960	1564	267
319613	3602	11
69659	862	0
239410	3350	0
432950	342	32
67498	4496	0
71120	855	0
74726	1298	0
75281	1185	0
239420	13022	0
83925	10204	2766
100316685	90	4
100502643	1874	0
68135	1228	3166
78581	2917	147
19357	3605	3642
239435	1348	71
239436	1906	0
100039748	726	2731
69790	871	277
14042	3464	7748
100503094	3793	5
320679	934	15
100628567	75	0
665097	1222	0
18383	2818	548
383032	405	0
239447	4587	0
105853	2775	32
18133	2366	69
18606	3398	145
100862169	768	0
319944	5033	860
72107	1309	89
100503794	935	2
97998	3437	412
12818	6448	20233
