EntrezID	Length	MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1
26446	731	438
108083	5053	557
67480	3307	289
72215	624	25
65019	1062	2191
100302498	128	7
16796	3433	1619
68127	1189	33
72973	1681	9
72324	2905	257
217151	1563	213
12295	2455	347
19921	805	3252
217154	3049	7650
72194	8607	1373
19014	7590	1124
69131	8704	2010
100628613	57	0
18013	3137	0
19049	1666	2
69338	1389	0
59045	2083	270
21393	948	1
18948	888	1
320655	2424	152
13866	4998	352
103742	744	340
14786	2397	16
100862101	617	0
22780	4098	4
69376	1639	0
66612	2023	1012
192852	902	0
450219	1477	1
76758	1666	0
57911	2726	1
100502779	1542	4
22123	2147	1671
12985	1363	1050
23989	3410	422
21833	2246	1132
217166	2627	849
74026	4340	1458
100037262	1401	14
192160	3742	1135
268480	4163	215
68524	7589	820
23834	4701	33
19401	4131	1163
353155	837	0
21973	5217	508
16010	2069	3438
217169	4755	5171
12775	1975	4
100862109	465	0
57376	2919	707
268481	2735	2
75706	1689	0
70810	1651	0
320864	2600	2
16675	1539	0
70843	1489	1
16661	2094	118
100504165	903	0
268482	1854	1
66809	1930	65
94179	1539	2889
237934	1449	0
406221	1320	1
66380	732	0
66708	1031	0
69473	604	0
69664	1040	0
629873	1129	0
435273	879	0
75586	759	0
100041412	663	0
100041488	396	0
71453	830	0
100502803	807	0
665891	1011	0
68673	971	0
76444	978	0
546511	528	0
100040248	1018	0
68768	918	0
100040276	1200	0
665992	630	0
665998	1058	0
670464	618	0
670472	869	0
670482	777	0
69464	819	0
670496	691	0
100502865	919	0
435285	951	0
432600	1144	1
100415785	1096	0
16705	612	0
670533	1043	0
70831	971	0
670550	921	0
432602	935	0
435286	1077	0
100504183	1891	1
77914	761	180
71888	1679	4
16671	1581	2
16672	1605	3
16660	1581	21
16670	1673	179
53617	1722	5
16673	1666	2
16663	1314	5
16665	1720	35136
16669	1375	10011
107656	2580	16
16664	1660	109046
16666	1565	985
16667	1511	42934
68239	1547	222
20918	1213	12456
14459	455	0
15114	3706	128
16480	5009	13608
66180	1869	630
14230	2603	1505
68106	2025	804
66720	2012	5
217194	2436	204
104112	4427	3971
74407	2818	11
12799	2678	3903
56354	2312	1807
100502925	1599	28
71966	2013	315
278304	4090	3
80861	2412	59
14534	3048	543
75482	726	13
19345	1573	2522
380728	3784	0
15171	584	0
80860	2162	213
20851	5442	591
20850	3888	937
20848	4487	18764
19285	3218	21496
11975	4029	853
27419	2478	170
15485	1317	4
71743	2386	230
21428	1975	375
19183	972	185
67998	3306	1055
103733	1609	346
103768	1777	42
217198	3007	386
12777	1725	10
53321	5360	85
14055	4194	1327
54409	872	72
28084	1067	1138
69847	4148	163
52469	718	309
68107	2228	8
56208	2031	1539
19192	2620	929
237940	2540	203
11754	4396	8477
14377	2245	13
69684	1334	321
73635	1461	112
217201	3216	252
100862158	1321	0
19942	734	1693
70110	1360	673
26949	2732	1595
100862149	744	4
11858	684	107
12189	6648	20
17966	5133	2759
217203	2301	137
666331	472	0
66599	1098	238
19848	187	0
80981	1382	6577
217207	4319	331
18612	2336	168
17285	2208	89
73887	1185	0
74499	2066	0
72349	4204	1293
75437	698	0
13384	2848	9
52685	2732	213
50997	4087	171
19064	480	0
217212	499	0
217214	2113	7
76547	1576	106
268490	1224	284
68401	1543	677
15184	3798	3453
217216	2543	8
217217	1362	4
72053	2096	577
217218	3707	1997
21429	4806	2233
20533	4550	0
51799	3046	49
68066	1674	986
14824	2333	6768
217219	3099	174
16399	3437	399
237943	6830	884
100040792	677	174
57265	3628	354
77132	1334	14
268491	4573	2
52715	2307	249
11488	5102	24
14615	2906	67
75689	735	14
20624	3333	1129
73293	1800	7
66784	1563	0
14580	4072	26
70218	3337	14
23829	1246	0
69739	954	0
68087	1714	459
100862190	614	14
18107	1838	1019
72469	3031	435
67131	2076	1661
192231	3401	3318
71059	1951	12
57778	3873	38
69441	1214	74
328019	1112	4
53859	4173	931
100862195	840	0
544817	5627	418
653030	2731	0
353047	5128	616
237954	3645	0
380730	4576	0
69444	884	0
104582	1072	52
56494	3078	738
399609	3313	41
22412	4519	0
22415	3115	0
18195	3766	627
667631	721	33
11841	2659	2340
12921	2428	2
237958	2675	0
17762	5387	1205
100303739	1618	6
76719	5510	1236
100862243	916	0
217232	5783	1499
17896	883	60
629959	351	30
16416	5781	1537
70894	1744	23
52686	2619	343
73431	2414	133
24086	5475	1723
17534	5801	61
632687	3621	1
77097	11860	2372
13056	2474	257
11421	5102	172
192775	2853	0
71833	5750	977
70207	1337	39
26406	3161	1211
67803	2950	384
72149	2543	253
67163	3270	2111
72047	4012	1185
56095	2865	879
19184	1277	1560
83796	2869	771
75870	2985	3
100862279	314	0
14599	810	0
15985	1198	2
110880	6598	6
75573	789	0
15896	1142	43
78943	3976	642
100216537	73	18
21763	4942	809
18613	3305	536
380732	1320	9
50776	1577	75
13207	3520	42647
100526469	67	70
320162	2727	173
66313	5331	1776
16647	2038	506
69066	1100	13
207165	11488	4569
100503350	681	0
68979	3161	290
100503362	727	1
71795	6350	1074
100503397	876	39
66997	1723	1052
442842	948	2
78455	6218	833
12299	1203	4
54377	984	1
100503414	1145	1
140723	3834	5
18750	8369	1821
100862332	337	0
11818	1186	2
76380	3753	118
100503430	3012	0
12006	4260	70
268498	1078	0
19739	8531	26
67927	454	7
100036768	2765	39
14674	6197	2765
320509	2700	0
13929	3082	433
100503496	1776	4
104681	4509	19
74008	3396	70
52639	1817	501
19084	3323	8807
208659	2541	90
69324	1470	6
73257	389	0
27404	6178	12
217258	5616	40
217262	6268	20
76184	5720	22
100862355	581	0
217265	8269	1648
26399	2064	541
16517	4014	2
16518	5448	796
629967	696	0
217294	1952	558
20682	4146	7654
100038732	870	0
71203	1940	0
72386	1848	390
319871	2446	0
69806	2742	97
20606	1158	2
16834	3029	620
28081	2615	822
276852	2196	209
52670	1575	41
56699	3375	3440
237979	6604	2494
73536	395	0
319819	3402	1
67671	369	29
117160	3456	222
432611	2871	26
286942	3433	2
72014	2260	2
217302	1098	1
70355	4672	636
217303	4642	20
217304	2880	0
387565	690	0
217305	2440	1
140497	1139	1
629970	738	0
100043123	852	0
100043125	852	0
382551	738	0
217306	1949	0
58222	2806	8
246746	1885	0
26941	1922	591
66176	1130	112
320534	4566	181
14813	4895	4
14149	1866	65
328035	1239	2
237987	2335	0
16470	3183	0
69602	2422	6
217310	3237	110
237988	3700	845
68572	734	260
71679	574	622
70382	1766	182
432613	1932	2
100628623	100	0
217316	3020	0
276905	2249	68
50773	805	914
100503567	159	3
15374	1358	1306
170930	998	867
445007	2159	629
260302	3681	350
50529	1324	401
69674	1841	592
67283	2792	127
14784	2624	1257
100503586	416	69
100043184	483	128
71947	4996	2029
140721	4722	1654
76265	1972	424
217325	3614	334
217328	7820	21
100861625	875	5
170472	3986	191
66528	940	1
68528	975	1
57230	2086	485
100503650	2355	7
192897	6169	2133
100038636	2078	12
14635	1506	411
100503677	1644	7
15081	1993	47
217331	3715	236
70450	3967	107
22378	1795	1325
217333	2195	1175
338364	3050	38
60441	1411	240
217335	5373	716
11430	3987	1485
69535	902	340
69681	1427	15
14027	6398	51
217337	2526	919
14428	1940	17
53413	3344	787
15223	2578	205
217340	4655	10
319370	1482	461
217341	2162	21
67763	1868	1726
20698	2296	19201
217342	5192	1136
11298	1455	1
217344	3934	513
114886	2331	163
100038570	801	7
66293	1997	343
100216536	78	6
100216531	77	2
100216538	76	0
20446	2033	326
634720	1581	1
193217	3263	0
20445	2392	0
67622	1725	162
107817	1668	1412
74319	1039	94
20382	1903	5799
69900	3128	436
268510	4254	0
76972	600	48
74136	5574	2433
53860	4263	1261
78403	1344	1
217351	8726	1329
217353	3144	1205
217356	2908	110
77727	1078	0
20973	1524	484
21877	1369	35
71562	2332	56
11799	3416	26
546519	1820	0
71776	1840	61
100503754	1850	6
12702	2732	42418
100861684	757	0
74451	2298	790
69926	14889	59
791367	3181	7
100503797	2158	3
19157	3273	606
72344	5609	755
21858	3622	10685
58251	1978	38
100861706	1278	0
19039	2168	59
76025	3025	568
56745	4519	100
100126224	1648	0
217364	3922	56
52897	4545	58
238011	1370	0
12416	3740	21
30951	1393	53
12418	5197	1152
207592	6988	728
207607	4979	10
14387	3797	2233
192170	1463	583
170720	3958	10
27029	4324	263
268512	2692	203
100316690	90	0
672511	16939	2088
338371	5277	342
18164	5284	1403
100503830	1705	1
74370	6932	770
319454	1290	0
208092	1561	116
100861714	784	0
108100	3610	4613
11302	5743	411
723844	98	0
100526518	87	0
12009	3578	227
78777	2779	124
208501	494	126
72055	5413	2302
100861721	752	2
76377	1334	0
100042332	1707	38
268515	10727	384
100503912	575	6
100503938	878	1
11465	1894	2082
66838	619	36
238021	1718	60
71885	3175	353
217365	4685	1151
208634	2064	0
18588	899	0
66431	810	19
67291	2760	276
70317	2023	127
15239	2908	946
56282	949	157
100861766	1104	7
27376	4000	153
667716	844	0
14527	1929	1
192173	1205	608
68701	775	0
100504013	912	6
18453	2538	5289
192662	2732	3647
21681	1132	499
66156	3495	736
208990	549	7
68671	1835	844
209011	1715	303
17134	1639	821
100504040	1275	97
209027	2914	39
68515	2307	0
77583	2020	2
68938	1872	461
20892	636	174
217366	2464	949
170758	1078	298
67880	918	162
12409	1021	5215
111241	1599	784
19719	2118	704
209318	2071	888
68730	1909	304
100861787	1002	6
14104	9938	5924
71276	3390	95
80879	2577	92
104318	3749	5519
12516	1042	1
58210	2322	145
209588	1615	62
637008	1771	26
70956	2046	0
73679	1740	1
217369	1703	1
66179	1243	108
238023	2379	142
217370	2591	418
67608	4412	442
68837	5032	1249
66840	2344	1529
217371	1865	88
238024	2028	25
63828	4358	3
108903	3912	561
319530	3243	6
210004	2851	101
210029	2468	262
74675	3238	0
674842	3069	1
74173	1073	212
19325	3513	6541
16570	6849	753
100043040	3300	23
75302	8892	679
13528	2645	912
100503871	3331	1
13435	9852	2448
100038522	1385	0
18976	1007	2
668212	6547	35
217378	4713	397
104111	4730	495
52504	4343	77
69709	4013	306
17977	7329	3406
100041995	785	2
100042014	748	8
20403	6216	2301
74855	2833	5
207921	2886	8
382562	1306	0
626534	1343	2936
66055	1116	591
14226	980	80
238037	3180	72
432628	3125	26
217379	2511	816
320817	8102	1032
208439	7048	1543
72669	1258	45
672098	820	0
73575	339	0
238055	13909	0
68832	3082	590
238057	1399	2
58240	2958	101
724112	1216	1
11852	2228	10102
328059	2445	0
80913	6686	3873
208941	2647	5
20969	3057	1433
100862277	1032	0
319503	3869	1
17775	2130	13795
17182	3014	0
74682	4392	577
75516	1000	51
69420	476	0
23967	2011	680
70881	1855	0
105014	1472	192
238074	786	651
71457	736	0
238076	3059	3
56184	567	0
73304	744	0
209334	3283	76
67241	5603	1400
26950	1936	1037
74712	1935	0
209550	3175	9
628327	507	6
627110	704	126
76820	4850	3176
70858	1341	1
18109	2596	34
104721	2469	1662
71169	7240	1622
105005	3380	983
791361	2842	0
73972	806	0
217410	4198	103
14245	5725	608
18217	1547	0
268527	8260	3
50496	2496	392
19878	8012	5160
217430	2305	514
73667	1798	5
382571	4789	32
71853	2125	2490
68775	1597	67
217431	2986	554
100526470	83	0
100503365	328	0
18263	2547	3338
53602	1561	219
668525	1485	62
245297	3232	35
668539	972	0
100043324	724	207
236366	2542	5
668558	2349	4
668413	581	0
546524	2616	1
544848	509	0
629055	830	0
100042706	1104	0
100042727	1824	0
668605	564	0
100861711	1290	32
668455	738	18
100503846	632	0
675713	573	4
69513	1727	3
382686	632	3
100503913	896	1
211914	5679	951
16413	1874	566
54451	2560	626
67732	926	189
11491	4410	994
22630	2110	4413
100043407	885	45
628850	1263	11
434693	738	187
100043416	1176	3
69732	1407	10
100862386	525	0
668662	1886	12
100861601	1245	12
66808	2268	3
668714	971	2
21340	2019	320
195733	3530	32
194655	3982	1043
12879	1838	13
20135	2180	301
100861907	474	0
67216	2802	544
77480	7402	4254
15902	1272	1890
432641	1115	52
100502727	342	0
74930	550	0
108089	5163	171
58185	3785	45
22169	3189	63
100504347	1973	0
636791	2087	0
20666	8451	86
328069	2998	0
68511	1434	0
94041	1460	0
71693	1383	3
20115	961	600
19819	1457	141
104923	1676	504
217449	4259	676
380752	1692	233
100504402	1291	0
17933	7523	3
328075	3057	0
69675	6614	8888
22018	3282	3
268534	2337	117
69566	1547	0
211986	2958	568
100294583	1507	2
11431	3221	94
24057	1736	170
104943	2670	201
629667	210	0
16777	5778	13475
13382	2243	1560
13487	2628	0
104836	4007	201
23985	3083	0
12033	2008	585
71916	1768	31
238123	2997	428
73010	4587	0
73389	4240	2591
19088	3358	317
100504461	1076	0
30955	6954	0
100504475	298	3
72123	4155	159
59027	4547	3943
100504486	2804	100
74076	1633	10
19027	4689	2859
68764	2953	2
320046	1551	113
380753	4278	736
100504517	1831	0
75040	675	0
28071	2324	232
114712	886	0
22160	1630	19
100861990	2847	1
79221	4428	5
75456	1676	0
217463	6226	1409
100169866	1859	3
751520	87	1
11622	5494	1074
71581	1058	1
403205	819	33
23795	760	0
66109	1923	83
100862018	317	0
432649	1451	95
66912	1871	1999
217473	2446	554
71156	1323	0
66042	1751	1234
75847	2690	204
100628578	74	0
17286	2348	40
319660	2155	43
217480	5544	3
73867	919	0
14009	4223	315
11861	3807	476
20259	2999	16
380755	1213	9
15982	1816	19250
100316693	100	13
629820	401	2
246196	2454	261
238130	8072	307
93757	1177	48
16981	3185	47
27362	1865	4020
100039062	3025	93
67452	4406	1532
319504	7581	362
217517	4325	189
664883	7000	5
217536	1728	250
15228	3985	1
67293	854	0
620583	2931	0
69054	708	0
18760	3778	701
217558	6726	141
76983	2091	527
12810	2683	1
94186	4164	3329
11782	1113	450
207304	8988	4305
544864	3627	28
320487	7761	1143
328092	2564	77
14762	1388	0
76826	1193	61
11855	5197	8224
73278	304	0
238161	10263	70
27386	5879	454
67335	282	1
112407	2676	1384
665239	591	0
100038648	3622	1
104725	1363	862
100316682	80	0
66266	1043	448
72183	1879	1187
12632	2940	4078
217578	6179	1827
72658	1187	63
665137	778	72
24067	4264	2823
73385	3863	789
100039815	912	147
665155	3286	89
100101807	3863	97
100039830	912	17
100101806	2516	400
100503822	1075	125
59032	2395	275
66132	3117	151
26443	997	1635
18035	1579	7488
79459	1575	275
56856	3102	1
56784	7904	2117
52592	2566	692
100503961	1221	0
217588	1509	141
621837	231	592
104798	2288	0
21869	2865	0
97836	617	0
18094	1260	0
18511	2574	2
217593	2766	138
328099	4006	561
73490	1454	108
100504018	1480	1
100040044	1040	0
15375	3188	5
70846	1475	0
100504027	1426	0
100503562	3217	0
20605	3869	9
66864	4539	33
100504043	3093	2
20334	4108	1383
66603	1106	107
78232	1255	590
18949	3469	1084
338320	1628	0
217615	3082	1015
70611	3446	1311
100504078	1246	0
100504101	1089	0
238205	3726	32
73309	521	0
623046	3566	0
217648	1463	106
66689	2854	108
328108	6434	601
328110	4068	763
30795	945	145
104806	7775	260
217653	4017	17
70948	2228	8
238217	1023	0
320772	9834	1
100316870	12530	3
20090	390	288
69706	1501	4
66483	517	638
217664	2616	2254
109065	2639	140
414085	2546	59
18974	1695	187
271005	1949	122
69554	1946	1491
66244	3722	821
11845	3731	7021
76062	1037	5
207965	1027	143
20663	5612	1882
217666	3338	171
68055	1485	109
71091	1689	46
751538	110	0
74724	1421	2
399510	4454	2672
70934	1852	9
73991	2818	377
100040999	628	8
64010	2524	1767
18080	10344	903
791312	2278	3
100504285	1080	2
110095	2821	88
414124	1296	0
94090	7430	22
72736	2320	656
100861697	1220	2
319710	4662	13133
56444	4022	1228
19167	1434	268
73204	1589	111
238247	5780	1037
75266	596	1
30056	1117	178
76967	5763	258
59036	3761	281
67348	637	0
73815	767	0
208846	6004	3200
238252	1374	27
67217	1705	314
104771	1976	410
73936	2630	11
104001	3710	2880
78257	5247	19
67708	4420	337
66375	1304	450
19042	2789	1412
100861726	1074	0
75801	1910	0
20476	3956	0
20471	2849	1
20474	5572	45
17420	2505	399
76357	1669	52
625098	2959	154
380765	689	0
238257	3282	53
73644	1039	0
18755	3301	124
666385	682	0
15251	4761	7991
100504452	3947	13
277089	675	8
75627	2125	237
238266	2705	0
100504476	1161	0
74284	1046	2
386753	2995	1
238271	4061	0
80837	2358	3129
217674	1614	7
26932	4810	2599
72338	2981	10
665931	832	0
81535	3324	1078
319565	21718	5498
100628610	83	0
13983	3362	4
80384	2246	1
108156	3324	1302
238276	6685	50
109929	1777	82
268564	3987	1398
100504512	984	9
15512	2683	3392
210762	1453	14
100041694	893	1
100628604	79	0
263406	4955	484
100504549	540	0
20741	10394	76
211151	641	387
14776	1067	3
104886	3126	2194
110606	2560	386
17187	2005	987
53618	3982	790
626215	531	0
268566	3402	672
70897	1778	6
56217	5515	4337
73834	1410	742
13665	3152	994
27260	1551	406
268567	3961	968
211945	6439	66
110417	2353	144
11847	1417	72
53612	1281	656
17252	1574	1331
77974	1674	76
211978	9368	370
19363	2837	19
12192	2984	54205
69548	4845	280
109711	3739	18811
320808	5707	1040
100217447	124	0
97827	3323	466
69522	508	1
108760	3920	79
13877	812	418
328133	5230	808
68354	941	0
217682	3527	3
380768	4399	0
217684	5065	3254
67340	377	0
100504661	1142	0
20384	1653	6080
20493	2102	8
64075	3496	43
100526532	84	0
110893	5068	2
100042143	2865	0
214321	2496	10
11498	2330	8
66272	1997	227
100504690	622	0
24071	10398	1203
56622	2911	1
69792	1004	196
100504704	757	0
69480	2042	3
338372	11896	77
54604	12139	2723
217692	7701	793
50779	2626	11
791340	968	0
74283	1082	0
70127	1298	4
73828	2182	440
217695	3869	1024
67039	4244	2537
19164	3023	1337
170721	4375	1072
18222	1962	739
71952	2346	199
171210	2200	162
26897	1559	185
171282	2325	7
171281	2594	2
217698	1518	7
217700	1822	53
105000	5765	669
70481	2359	40
238317	7373	2514
100502697	3342	3
77219	3290	700
52708	5236	427
217705	3357	70
217707	1602	241
12499	4990	233
72873	2190	9
66381	1379	98
104776	3346	799
100861863	582	0
217708	2144	121
12677	3180	0
19300	2527	240
432677	3608	0
627191	2499	0
67963	3262	1414
74316	868	273
16997	6603	2855
100303738	3954	3
68497	5434	716
73736	716	163
56531	7034	1662
100502763	1133	3
73422	2682	18
78920	2767	2667
238323	2534	11
18654	1569	1467
217715	1573	254
217716	5428	299
66204	648	244
72350	4482	47
217718	5386	3243
100502783	668	0
68581	3526	1228
14281	2093	85813
81703	1881	1633
53314	904	31
217721	3435	39
58520	1185	265
320244	4841	410
21809	3385	3453
100861892	920	2
76411	809	858
328136	3160	0
70373	3919	797
26380	4621	2
238328	6189	787
68737	3850	78
627607	1949	0
238330	4112	2907
217732	4409	822
238331	792	1
217733	3335	3
64242	1616	8
217734	5059	316
14874	2108	462
382620	7179	946
238333	2066	9
71275	1412	32
104799	2701	332
217737	1320	1920
217738	1425	18
20773	3754	1678
211064	1949	194
100526546	79	2
654309	1170	4
380773	419	251
66354	2257	1071
666806	1872	0
193322	1812	0
100042776	998	20
100042786	689	21
100862206	930	5
100861908	435	0
100861898	530	0
544881	1851	0
100038992	222	31
100038982	4341	4
100039042	1766	0
100039052	1822	0
100039076	798	1
100039087	1899	0
100039100	435	0
100039162	435	0
100039129	435	0
667350	930	23
546543	222	0
100039315	1893	1
666862	435	0
435337	1842	0
633093	4204	1
266459	1641	0
100503047	438	0
72113	2287	273
71818	2283	7
18191	9782	1
13371	5815	42
75216	4807	166
71349	1023	0
22095	4874	0
83602	5806	253
108800	9896	4838
666955	2624	69
20338	6300	1279
399558	7099	14
100862089	695	0
69423	613	0
14420	3704	236
14744	2035	0
72258	2533	0
104871	2025	84
24000	5738	1233
75553	4184	1282
319670	10136	74
76260	2308	427
67639	1176	0
71375	2611	999
100503855	3630	1
100503812	646	0
73457	645	0
78767	2069	1
104884	2058	189
217826	3112	1
19179	1502	905
217827	3708	125
100038378	1982	2
12313	4001	9558
100861669	753	0
100038713	4791	18
104718	3442	2718
73086	4406	230
100040123	408	1796
217830	3229	15
667148	701	268
238377	3505	1
68339	6292	49
100038467	3405	0
100316805	121	0
68734	4594	1675
319760	3100	19
74947	3665	0
271036	3716	0
74413	2584	42
23876	5829	323
109181	6448	1253
100504056	2370	26
110616	5404	619
100040297	1174	785
51786	5315	674
238384	2092	4
217835	4007	384
19141	1874	280
27277	2902	908
12652	1882	1
217837	2856	693
100504113	601	0
100316812	93	0
100859931	3835	0
64113	3728	21
320351	1205	691
100233175	1162	169
66622	3247	426
238386	4306	1935
75483	476	0
217843	8870	401
170952	905	5
100504156	1406	13
65256	2690	2549
68149	3715	120
27225	3157	1485
52668	1053	3200
76933	463	47
217845	1093	11
74521	3683	49
217847	1570	0
12401	1462	0
194604	1346	0
68348	3158	0
20701	1425	25
20703	1442	3
20700	1939	2
20702	1424	0
20704	1374	0
380780	1489	0
71907	1694	0
68054	3690	0
321018	1353	0
268591	2162	0
74069	1864	2
271047	2070	0
16625	1690	3
238393	2290	816
20715	1949	670
546546	2051	5282
628900	2193	1392
238395	1999	8
20714	1652	7
100504264	762	0
20717	1659	1230
20716	2085	27320
14836	1174	3
791311	3002	0
192119	9851	1266
100504301	717	10
94040	11962	2013
212073	5532	133
69434	529	10
100306943	275	0
100526471	65	0
73046	930	1
100504315	801	0
27381	1009	0
27379	1026	0
27382	1041	0
27378	830	0
27380	1031	0
21432	1395	0
69952	3282	0
100040339	1575	0
268595	5786	9
12062	1680	17
12061	1338	0
76559	10173	1029
66787	2787	424
78801	3093	9
18789	4509	3604
100503099	2076	0
22367	3796	241
76639	1028	0
71033	1353	0
73160	999	0
74968	1443	0
58208	7923	48
100503150	980	0
52690	2725	1264
12454	2632	617
668158	1547	87
100861813	1116	0
214305	2605	0
13116	2118	69
68519	4201	1601
100504467	1549	8
14026	2698	532
723909	99	0
70059	3574	73
22632	2324	1721
214663	1964	80
100503195	604	9
723946	96	0
104910	1580	45
22375	2883	817
212198	2657	72
380785	2712	486
13386	4811	16
17263	12906	401
100316809	80	0
791079	94	0
751547	91	0
100124466	83	0
723843	97	0
723880	67	0
751555	94	0
100526472	89	0
100526519	89	0
353326	5235	1
723866	91	0
76880	1317	0
723937	124	0
387146	70	0
723867	94	0
100316735	75	0
100526473	80	0
387154	62	0
75745	3584	192
100316669	120	0
723854	79	0
449562	69	0
449561	67	0
100861570	71	2
100303647	30	3
100861571	72	0
100303646	71	0
100861572	71	0
100124461	77	0
723858	66	0
723936	82	0
723927	63	0
723859	61	0
100316751	120	0
723839	86	0
791071	81	0
723842	97	0
723878	85	0
751539	74	0
100316673	121	0
751521	99	0
723881	76	0
751522	63	0
751552	92	0
723856	86	0
100124453	84	0
723934	82	0
723855	68	0
723833	79	0
723935	75	0
723940	82	0
723917	74	0
100124450	78	0
723912	76	0
387152	71	0
751523	66	1
723875	73	0
100040724	1300	11
100124484	82	0
387172	66	0
751524	79	0
723857	68	0
723941	90	0
723862	79	0
723913	80	0
723933	79	0
723863	81	0
100499517	83	3
67280	1621	0
353504	1280	0
100526515	82	0
107585	1868	0
629595	385	817
26931	5591	2328
100503237	2404	15
319786	1306	5
13424	14398	10006
66323	954	26
100861856	712	4
15519	2850	13329
69641	2427	227
26448	1693	21
66709	1653	2
72805	3725	109
100041649	398	347
67236	2179	287
104859	7830	336
74251	2558	393
77878	1093	0
217864	2725	1599
22031	6975	936
93835	1685	7
100503323	1310	1
217866	6718	4168
380787	657	173
74190	2923	235
21928	3570	88
212539	1215	1
217869	3966	12275
100316932	122	92
100504687	1954	39
17169	3388	2740
12709	1478	9116
328162	2433	129
70369	2138	528
68020	1242	698
16593	3067	1601
74335	2422	62
68520	1310	196
21981	4333	735
77675	1729	2
70257	365	733
74691	4809	0
217874	761	0
104816	2732	4
100526547	85	0
387199	76	0
668303	6918	33
100504733	1752	0
100126692	3223	0
319942	2636	9
104885	2373	1
70435	4601	1228
11565	1791	88
30954	782	323
11651	2690	4379
382639	3478	341
217882	6640	5206
104759	1978	9
100041194	3572	48
100047183	10677	69
217887	1915	635
71963	2420	897
56696	2439	10
16450	4054	6009
66174	793	443
72308	2755	895
399566	2098	165
217893	5480	644
75671	1267	0
116870	2775	1203
100861919	848	0
68337	1439	3150
12925	447	347
104732	3355	30
69195	1601	5
238447	1225	1
380792	1480	0
404711	1007	0
16016	1222	0
16017	1478	0
380795	1201	0
380797	1008	0
16019	1491	1
777656	54	0
777655	48	0
777654	48	0
777648	53	0
777661	11	0
777662	16	0
777664	17	0
777667	17	0
777672	17	0
777675	17	0
777677	17	0
777679	17	0
777657	23	0
238405	2271	0
777681	17	0
238406	2507	0
777685	353	0
777686	350	0
777688	294	0
238412	293	0
777780	294	0
668389	293	0
544896	351	0
638605	293	0
668395	294	0
630486	291	0
641178	294	0
628098	294	0
791089	286	0
791090	293	0
629785	203	0
780793	350	0
780792	294	0
633568	294	0
780794	294	0
640046	292	0
780800	357	0
780801	294	0
780802	294	0
780803	294	0
780804	296	0
668421	340	0
780818	353	0
238418	351	0
629812	299	0
195180	294	0
629818	351	0
780825	351	0
629826	351	0
668438	350	0
632654	363	0
629833	299	0
633457	299	0
780828	300	0
780829	296	0
636260	294	0
780831	291	0
629842	300	0
435321	294	0
629845	299	0
628398	300	0
639510	300	0
238427	300	0
432701	300	0
629849	300	0
380808	357	0
432702	294	0
668469	294	0
380809	359	0
668474	294	0
780864	297	0
668478	294	0
629859	293	0
629860	294	0
629863	294	0
629865	294	0
629866	294	0
629871	294	0
668493	294	0
382692	294	0
668497	294	0
780883	294	0
780884	294	0
780885	294	0
629884	294	0
629893	294	0
628614	294	0
629897	294	0
668517	294	0
780891	294	0
629906	310	0
629908	294	0
629915	294	0
629919	293	0
629925	294	0
640506	301	0
780929	294	0
382696	294	0
780931	309	0
629930	301	0
211331	294	0
780932	309	0
382695	294	0
780938	297	0
780939	349	0
432708	457	0
674018	294	0
668544	282	0
100502704	1206	0
238448	294	0
668549	351	0
432709	302	0
780956	351	0
380823	309	0
636462	301	0
380824	294	0
435328	294	0
619833	309	0
780960	301	0
638634	294	0
619886	302	0
619916	294	0
100775172	301	0
668577	295	0
100775173	309	0
668582	301	0
622728	294	0
100775174	294	0
619994	294	0
213570	294	0
435331	294	0
668589	294	0
668591	294	0
100775175	294	0
620140	293	0
434609	351	0
668597	294	0
668599	296	0
56220	2068	158
22355	3385	6
217935	3725	350
52635	5541	5564
100502747	4161	2
319545	2892	202
76044	6604	230
19276	4688	0
627375	273	37
100038689	842	0
432713	449	0
387171	69	0
217944	3987	171
217946	2611	194
13411	14072	17
20688	5770	927
100384890	884	0
320145	4480	0
77706	3876	0
320910	3096	494
238455	3818	222
217951	1168	0
73266	979	0
100504487	1282	1
76937	585	5
73270	669	3
14569	2681	4219
105203	8338	1105
142688	2366	373
70405	1426	57
80796	915	0
494124	549	0
56349	3738	1935
238463	3096	0
83428	1478	0
105387	2445	13
105349	1172	3
27384	1232	6
432720	1242	0
111002	1043	11
622402	1231	2
83702	1359	0
116852	1306	0
77337	1209	0
56043	1713	216
432723	2462	0
71867	593	37
23849	4217	39069
69617	3543	1524
56421	3986	5389
100039532	333	126
94191	5456	0
207615	7990	561
319554	2867	576
100039655	684	0
320581	2243	0
69237	2579	1038
217980	4707	974
100039719	419	12
208440	8026	1813
66505	4114	5003
12671	3168	56
664793	832	0
20191	16813	47
328186	3772	349
238505	4486	488
100039826	507	386
11472	2985	59
432725	483	15
217995	6776	468
56048	2980	1353
171211	8103	108
67475	4239	386
664862	2941	259
18812	852	1
18811	790	0
107849	694	0
100039786	960	1127
630663	672	0
83924	2981	68
18073	6046	2171
17101	11806	694
14706	2968	4
97884	3681	1409
70430	1807	263
14593	2371	367
94246	6105	2403
94253	9460	0
100862358	659	0
75398	768	211
19166	946	1199
105351	2023	69
670994	509	433
100504070	2565	0
14634	8427	1777
71071	1123	0
328190	1538	0
