EntrezID	Length	MCL1-DL_BC2CTUACXX_ATCACG_L002_R1
171255	903	0
171258	909	0
171270	936	0
632793	909	0
171251	951	0
171250	939	0
432735	939	0
171252	927	0
432736	939	0
171269	921	0
171277	897	0
171275	1074	0
171249	1155	0
171248	1104	0
171253	903	0
171279	897	0
171273	897	0
171256	897	0
171272	939	0
171271	897	0
100312485	939	0
171274	927	0
100036518	1086	0
74061	1434	0
218100	4912	186
30946	4456	194
320842	617	8
100503351	492	2
12231	3449	489
238555	2983	2
100503366	456	0
69386	479	7
319173	393	0
97908	492	2
319182	381	3
260423	1003	1
319157	312	0
14957	2977	23
319151	411	2
319166	704	0
319181	615	46
319180	381	0
319165	393	1
319149	411	0
319156	312	0
319179	2510	34
50709	1931	27
319164	2493	8
68024	728	285
107970	912	0
319155	312	0
15216	1722	28
50708	1561	849
319148	480	0
100504109	380	0
319178	469	0
319172	506	0
319150	411	1
326620	312	0
326619	312	2
360198	534	2
80838	747	14
214158	1416	4
218103	2974	2
105355	4276	0
20504	2049	0
319848	2483	0
319177	384	0
319163	390	0
214189	1412	1
68732	5158	582
12763	9755	27
100503456	1683	0
76024	1116	61
193385	6968	2729
320489	3837	167
666145	873	9
57441	977	43
79555	2551	8937
66834	686	314
56196	1977	764
210108	4977	0
73326	690	0
214579	5647	105
14756	4659	393
380836	2035	313
195208	8042	11
22360	2137	0
100503530	583	0
73576	1641	0
15192	1994	0
19109	895	0
18775	878	0
215028	774	0
215029	774	0
27372	929	0
18776	936	0
67000	1282	0
19111	868	0
13529	911	1
66392	864	0
19112	862	0
74188	892	0
67310	934	0
73244	864	0
75596	925	0
19113	959	0
19114	1277	0
18814	997	0
67505	1016	0
56635	870	0
666317	706	0
19110	852	0
28078	1045	0
100862257	354	674
72518	2716	594
20677	2967	2330
77920	1415	18
68916	2538	345
13557	5097	202
218121	2881	7
11607	2284	39
66694	1313	930
75090	1136	0
105352	2768	262
16364	4683	23
66482	4250	598
100862264	410	0
210554	1186	0
73924	841	0
15220	2807	12
71307	714	0
100503631	1525	0
14238	2366	2
17300	3990	360
218138	1510	169
100503660	2763	0
238564	5641	0
78903	2642	824
100862286	426	0
66222	1918	2
380839	1599	0
20708	1859	1227
20723	3397	2085
20706	1930	2
100862294	471	0
282663	1718	5
20707	1955	3
20726	2101	0
20710	1921	0
20709	1912	0
544923	8413	0
93806	1925	0
238568	1467	0
435350	1494	0
97848	1328	9
20719	1888	2809
68808	777	36
18105	4045	312
19766	4495	6353
68021	1209	412
22151	1607	9621
432745	1033	3
73710	1922	273
100862316	823	0
69666	541	112
73102	6251	610
66895	1872	10970
108161	1315	2
19134	4466	2343
71864	2395	3
66761	1045	0
69123	1346	33
23986	1610	1070
100503727	648	0
100503742	1171	0
12593	3929	586
208366	2736	67
76487	2308	1
380840	1515	109
100042773	682	680
69955	2126	370
68404	1596	0
74145	3927	1
17084	997	1
100042802	1500	3
68750	13633	865
107513	9306	2023
100862351	869	0
71213	2858	56
71340	2744	389
109620	9592	20520
67797	1789	417
12161	2410	21
105245	2617	1821
17828	1769	165
66143	1039	226
108652	2214	473
218165	2816	1
791406	3005	0
21418	3268	822
14538	7039	4571
100628630	72	0
100862098	887	12
68083	1753	875
66154	952	968
17152	3565	8
107889	2879	0
637277	2037	0
54326	3837	25
108934	4483	508
18003	4712	3098
621976	7170	237
328231	1730	0
109254	2566	0
100038577	1696	0
110521	8753	2274
13614	2344	49
218194	5922	67
67046	1263	131
328232	6654	480
68346	1369	50
70078	1811	726
56705	3064	1348
76137	4356	248
328234	3456	10
622552	1270	0
12522	2145	5
328235	1204	0
100503592	1937	0
69491	565	0
16468	6158	1390
94245	1311	478
218203	2983	1212
66355	1554	144
20238	10608	2519
76000	722	86
791386	3153	0
380842	1363	6
666794	3224	873
67252	3658	263
97863	1381	368
218210	6021	2912
16553	6866	4558
105283	1428	2
105193	2294	107
22017	2715	70
218214	4281	598
110052	2602	2671
218215	4694	318
319467	2505	0
619327	3502	0
70971	2012	1
320614	3156	9
15904	1660	1294
320315	667	9
67911	4187	41
442803	789	2
387247	103	8
387252	89	4
387244	94	1
218232	4311	350
12022	1361	2
18676	5260	2151
218236	4919	5330
68128	1461	359
75607	6613	875
18081	1132	479
68480	804	239
66329	1436	0
30938	3110	15
76895	6351	2715
75678	2776	639
66336	1054	41
407800	3596	113
66695	2354	165
27047	1751	1
18295	2540	244
70930	4242	318
105148	4396	581
667488	1791	0
218244	3429	0
667503	3354	0
667507	3006	0
667552	3054	0
100502978	3253	0
380882	3152	0
69211	541	0
109082	1785	174
328250	2548	0
751559	109	0
100124649	109	0
380845	649	0
100503376	2471	0
667693	3109	0
71654	1185	0
667712	3558	0
77428	2990	11
20729	4479	1736
100862200	1571	0
75124	1163	10
667728	3480	622
13610	4484	176
20418	1537	0
66197	694	76
75420	2913	180
20354	4377	62
100502610	2646	0
23882	1081	5235
74050	3272	2
68203	4348	304
100040572	733	0
20963	5272	8
105404	2308	32
11992	1345	329
18030	1992	3711
26564	3970	312
100862222	607	0
268656	2570	397
100040421	2339	0
17702	2162	1
13488	3529	1
14057	2811	184
15466	2793	2
12890	4928	131
73666	2326	233
100040543	499	1450
319719	4793	832
97820	2674	1967
100503805	347	81
56795	1048	82
28126	1734	235
67044	613	841
74325	1576	2495
76577	4322	1347
105239	4410	2622
268663	4127	0
26913	4141	2
104069	1196	0
218268	1897	0
74257	1556	109
107448	3974	0
212032	3269	5
20184	2931	780
100504437	961	1
26919	3597	271
14186	3146	103
18193	12784	2509
19336	1865	951
66494	1089	1104
17121	1299	8
66890	4315	2121
51791	2356	6
20505	3081	3
75477	545	0
58992	1961	6
26385	3243	1279
432763	1360	915
56320	3047	994
67399	2987	7908
27261	1546	43
72935	2205	547
212483	4341	2077
100861617	496	0
67511	1454	1016
218271	1596	73
12328	1387	419
212880	5673	1666
78521	4652	3536
69672	1527	487
72562	546	115
76856	1352	2
18740	2448	0
26914	2053	1184
212937	3498	0
18014	1672	7
57266	1827	96874
100038494	1480	17
100040926	822	4
328258	1498	53
16198	536	0
213311	1965	33
16841	877	1
21810	2678	31
17129	7175	1895
26946	3339	0
20745	6673	0
100503085	2142	36
100124491	76	0
77134	2678	4008
75731	1511	175
56085	3686	1539
100503697	474	0
56278	1518	131
75050	4462	60
70153	2822	470
100503714	347	160
15387	1978	2516
723902	108	14
74386	3877	63
114304	4565	164
67585	1627	0
18212	9880	60
67269	4860	349
319469	3154	0
78689	2631	520
105348	3693	240
70900	3142	0
72219	4277	0
238662	4281	0
238663	3827	1
75223	1239	0
100861875	598	0
69046	1915	426
13996	3135	57
214290	5551	1658
100503743	346	0
328263	3732	24
14451	3131	15899
100503759	3604	2
69635	5935	2667
218275	1348	0
70202	1332	0
214639	1373	14
13025	1147	58
116913	710	0
13024	1394	128
21984	1372	0
100861903	332	0
26898	1274	0
104002	1330	0
56835	1335	0
58518	1323	0
56094	2493	0
116911	4221	0
56092	1493	0
64139	1204	0
117066	1442	0
100861626	801	0
100503368	912	0
623505	561	0
432812	1622	0
100861954	924	0
630579	3114	25
100503600	804	2
100041979	2919	16
100041986	816	6
71508	2472	130
77117	2439	24
665503	750	48
211378	2638	5
100861712	1596	17
435366	1316	5
751548	108	0
380850	3279	12
14120	1294	0
14121	1433	0
72061	3509	1931
100504114	2764	99
387217	74	9
100861722	1758	3615
387221	73	14
100526474	85	6
387142	68	0
14088	4292	138
19206	4305	340
76251	6045	597
15487	1286	0
70484	2276	35
238673	3490	233
56541	2567	533
218294	5993	209
66503	1802	16
66129	972	480
13039	1971	22011
105278	1827	188
68880	1097	0
238680	4868	0
78124	3233	0
238683	3390	0
218304	1170	0
66631	3472	981
100042311	207	1
258816	927	0
97895	3527	0
100862013	589	0
100038683	1203	0
170936	2869	230
665738	1905	0
544944	549	1
628648	549	2
628794	522	1
628746	917	346
628709	1890	0
100861707	1632	0
76803	515	0
100861733	1691	0
432768	579	256
67530	503	447
100038538	1652	9
66410	1486	438
19210	3424	719
71226	1061	0
78251	3970	15
432769	2634	9
432770	2981	10
268670	3482	12
380855	2046	16
218311	2712	12
238690	2289	45
100038627	3164	65
431706	2117	10
218314	3909	35
629016	4641	28
408065	4079	33
72807	2033	69
328274	3331	20
238692	2742	123
408067	1671	41
238693	2359	31
170763	2710	43
212276	4971	30
100416706	4835	140
212281	5179	96
100862130	1261	2
408068	4504	88
235907	3960	53
68271	2908	1
22746	2218	14
72958	3274	7
320163	2987	14
212569	2321	4
408058	598	95
666185	2884	6
102402	1576	0
666272	1575	0
210009	3692	196
69577	2362	190
69315	1808	3
210044	4211	0
210106	3997	803
210373	841	0
78925	2665	164
28114	4279	822
76980	2682	2
28077	862	263
67550	2122	0
74280	1044	0
75086	505	0
73584	682	0
218333	7675	1450
271127	4974	0
77166	869	0
16371	2062	2187
100503367	732	0
328287	5099	323
16372	2463	3163
78446	585	0
50916	2601	2768
407785	567	325
94066	902	0
100504662	867	0
432777	1306	24
210992	1605	132
13162	3456	23
218335	2378	1692
21752	3426	163
22598	4405	0
74338	2439	1
71390	1535	0
20499	5131	387
72293	3222	77
100862265	473	0
69716	2267	33
105246	2407	805
71164	1301	1
72948	5090	1460
74470	3632	59
105243	2490	0
211446	4596	729
11624	4732	2
18570	1524	845
66945	2859	2080
67433	8615	526
432779	2746	14
238722	1629	5
100042547	1796	72
235956	1383	64
80898	4014	1292
12380	2894	1570
18548	2516	2
751556	96	2064
192657	3652	1058
93692	1327	397
73296	4937	388
75571	1053	14
218341	2906	173
238725	2146	3
77041	3657	346
218343	5381	999
238726	1434	1
78771	4289	3
105377	3742	289
72371	5633	182
382823	991	139
68675	4070	725
75507	1395	0
73093	4100	1
13865	2432	3
320174	2305	3
105171	4089	519
100043074	2220	2
319983	1407	0
110789	19328	12
80289	3128	816
67486	3060	29
72852	3881	136
100502757	4628	13
12626	1013	1015
100628621	59	0
17260	6565	2425
100502774	419	83
320203	1368	0
723967	72	0
72677	1102	0
553095	531	0
320919	2348	5
72745	2746	223
66671	1976	289
218397	5101	1970
12867	449	31
667230	483	2
13612	5358	14
12950	5055	0
13003	14689	2737
100042940	2690	58
108138	1547	265
66074	10809	325
435376	1176	1
66475	555	1345
66795	1609	264
100042959	1243	584
320297	2807	72
66970	6656	1716
373852	5617	18
74156	3049	19
69085	1532	297
76722	1486	0
19418	7235	29
17686	3945	297
13361	5290	116
218440	3940	1
73942	1383	64
218441	5451	510
79401	1602	0
218442	5319	798
21828	3202	5
382793	6275	250
76469	11850	71
100502942	907	1
408254	2990	0
100715	1873	219
26556	5716	2629
57748	8780	5231
619883	348	20
12116	2071	0
64918	2090	0
74129	2979	1
105364	950	0
11881	3989	939
218454	4348	318
107767	3588	2074
328309	2177	50
11774	4020	1440
21371	503	707
18420	1182	0
218460	3063	360
218461	4931	15
100504102	1498	0
72114	1894	363
100316813	104	0
100217450	126	0
66549	3198	846
12919	1681	0
268686	300	0
14063	2768	542
14062	3296	559
544963	5771	182
14064	2464	0
75209	4252	1
67463	3033	214
271144	3315	19
27015	4226	358
68018	5363	1024
15357	4430	2718
218476	5095	26
66479	1140	0
320557	4590	43
59050	2686	706
320806	5367	276
15212	1905	780
13803	4743	3783
100039691	3161	7
328314	1297	0
403201	558	1
110596	6259	1080
105372	4071	247
68558	1750	215
218490	1129	2224
100504225	1542	12
15229	2461	3
70090	1186	0
68344	2252	0
380863	1155	1
218503	5119	2025
238799	5519	1569
432798	447	1413
69382	476	0
69603	718	0
238803	2758	16
68927	1675	121
218506	1848	143
320893	1721	1
17755	11852	688
27220	874	2
78038	2124	413
544971	9921	1499
20365	589	189
20595	1404	177
17948	4823	5
17951	5293	0
17952	6705	9
17940	5361	0
100862307	951	31
23894	1707	227
18260	3192	6
218518	3382	9
19356	2847	392
108143	2126	856
76041	2705	70
12572	7598	487
66128	716	121
26886	1239	13
268697	2316	15
69048	3179	1077
544973	411	375
619937	648	8
328324	2439	0
71174	1285	27
78136	405	0
18708	7380	11229
17079	2326	0
328329	10671	2825
76624	677	0
621312	932	37
432800	1455	110
218543	4063	1153
59079	6592	9305
75805	3780	378
218544	2716	214
66975	4833	666
81003	4258	297
238831	2367	187
60411	1832	17
108154	4822	5
667518	407	968
67285	1884	283
67288	1688	195
77803	1310	0
52882	5828	2
66763	2157	0
71816	3785	107
15550	4441	0
76582	4282	479
100504500	997	20
66254	2545	140
16563	4208	456
100040322	1898	40
621156	605	103
105120	5610	1
72257	622	0
67263	5458	1143
75616	1864	722
75597	680	146
71991	2107	94
74559	5439	28
218581	2530	3
238871	7049	553
100862401	2397	2
100124489	81	0
100316683	80	0
67295	8500	0
100504609	444	0
238875	2055	0
20620	2802	6811
73129	938	8
238880	2737	18
73274	3624	1933
100504654	415	1028
218613	5277	849
26401	6963	621
100504675	1799	8
77318	3577	1
16195	5452	22468
218624	3680	1
13206	2849	0
268706	8913	184
19012	1536	1092
72198	3309	1180
218629	4098	564
218630	1876	236
622408	2354	0
735309	109	0
100190765	80	0
723868	91	0
100038414	2943	7
69590	1016	494
238896	1704	0
14938	878	1
14945	792	0
71690	2103	3
408066	8162	694
70917	2567	2
100861641	604	0
170625	4447	2240
56534	781	0
218639	3361	460
319803	3687	2
17993	1534	702
14313	2337	2904
75161	1412	0
17434	1889	1980
16398	4218	1093
109700	5984	4894
105083	1572	265
670198	1269	31
100038421	958	0
623174	354	48
16392	2526	0
52552	3088	926
623312	1622	0
13723	2622	821
100861680	606	0
15165	7911	2
71100	922	0
59054	1590	309
75890	994	0
14165	4572	0
18115	3526	1223
218693	4709	1314
67392	2700	1000
791300	2659	92
67304	1128	19
633640	2318	184
56838	3740	33
73480	547	0
208715	3283	5554
245269	4103	28
72465	2965	5210
100040377	1236	225
380878	886	0
52673	831	0
54382	857	0
333467	925	0
673151	1658	51
100861977	1664	52
100861753	1669	179
100861986	1596	476
639910	1426	0
236546	881	0
100038937	708	0
638189	506	0
625360	1659	0
236219	878	0
100040657	657	0
100040671	2174	100
100040682	865	29
544990	957	0
320333	1413	1
73549	1702	0
100040697	780	14
100862064	742	5
100038846	993	0
666890	1990	37
100041840	1573	0
100862069	742	6
100040859	706	0
100040870	967	0
100040880	858	0
100040923	657	0
100040852	5217	9
100040897	1206	7
100041012	865	21
100041019	759	0
545007	1815	7
100041054	615	1
623078	780	10
100041076	615	0
100041119	977	0
554327	1885	13
100041139	1022	0
100041177	615	0
100169868	1376	13
100040928	732	0
666549	1239	2
100041262	780	0
665981	615	0
100041283	766	1
673676	666	0
100041317	615	0
100041306	519	2
100041336	657	0
666800	1206	0
100041374	732	2
108978	2065	2
666772	660	0
666765	615	0
666329	519	10
666750	657	0
100041678	875	333
100036571	1146	166
100036572	1465	231
666706	615	1
100041184	708	0
100041825	657	0
100036568	2738	28
100041515	780	0
622931	1294	0
100041598	615	0
100041279	618	0
100041651	765	3
622640	615	2
100042054	800	8
100041702	1146	2
100862207	759	2
100861615	2277	165
100861646	980	3
100861657	1674	3
544998	657	11
100041958	1155	13
100041964	615	2
100042024	732	36
100041664	618	0
100504200	657	0
100041151	684	31
666918	918	20
100504413	522	0
100504218	618	1
100042100	1410	33
100038847	1955	21
100042129	849	0
100042149	2139	16
626456	732	2
100042182	732	0
100042217	615	0
100042235	795	6
545013	997	0
68308	1293	0
100041874	2149	98
100042304	695	0
218695	1124	0
286940	9067	4758
13421	3702	1
66082	2018	139
67053	2467	298
218699	2840	672
68263	1485	821
71393	1649	137
93732	2628	18
100861833	907	0
268709	3144	28
100504681	476	0
18300	1251	2
74430	2751	1
74859	1097	0
100041948	920	830
14198	987	74
100042415	2774	98
19270	9190	5525
218734	2477	442
54713	2304	2
27062	5529	0
328354	1921	0
72003	2946	0
218739	1240	0
238939	2135	0
66231	1148	806
246103	6853	2228
66413	1296	1126
258387	951	0
18330	954	0
16188	1394	49
218756	7389	526
674895	3348	0
218763	1662	9
71147	3752	75
59007	2901	923
21974	5633	6108
218772	2775	174
21834	6555	769
353187	4640	1099
66480	1841	5344
69721	4592	121
22194	1386	310
100861885	364	0
218793	1374	370
100039452	657	0
432825	1004	1
18074	4884	154
68045	1510	733
14702	3826	138
67509	2304	123
16529	3364	303
74571	879	0
67725	2523	186
70601	3125	369
105428	3149	580
100504266	669	1
108671	1631	194
66242	566	275
76670	3800	12
11750	2965	2133
74843	1829	31
19056	3881	1996
75602	751	8
78787	6495	1098
100504278	1046	66
59011	1294	1
68760	3922	15
218811	4515	2746
73068	3344	378
76133	1088	7
66121	595	224
268721	6073	4707
17423	3907	283
12325	3703	2816
18792	2343	1699
22330	5229	23448
55946	4424	529
11534	1952	983
54169	7337	1721
435391	1103	0
27389	1963	0
67630	6997	749
22334	1662	1720
69156	2241	22
319486	2176	7
100861834	912	0
218820	4213	1248
76633	911	26
74896	976	0
791307	2731	0
268723	2791	513
16531	7827	2205
620499	714	196
71228	7853	2465
105418	1492	1
218832	4683	298
20088	875	3499
70955	986	0
75862	774	0
432830	608	1
328365	7525	4992
100526533	85	0
77592	3858	0
105675	1549	308
68173	1777	95
74272	868	0
71918	4375	1382
11744	2395	1880
211623	451	104
66039	2355	947
105594	1653	0
278672	2010	173
100039484	870	0
100039175	1547	2
100039192	1732	74
100039213	1660	0
100039227	2334	25
100039503	870	0
100039246	1122	0
100039257	1732	0
100039280	1714	0
100039293	2334	7
71106	3387	155
83997	4501	11872
100039353	357	0
211922	5432	918
11843	2042	7097
211948	3529	2850
110083	10638	5
142687	2101	8
72993	6961	1435
15209	1138	0
171463	8220	98
665333	853	89
71704	3585	528
218850	7577	829
320234	2951	434
238988	6083	1
100502956	629	0
100504469	1855	0
22418	4373	465
12294	3695	0
319476	7318	0
80795	1018	724
56249	2121	429
50905	2061	225
218865	5891	1088
12289	9252	1144
75901	5616	610
21881	3207	2884
100526475	60	0
18753	2775	2516
328370	2372	247
54650	8122	398
69179	3738	390
66175	1179	27
16427	3145	16
16426	2819	1
16424	3077	0
23955	2714	179
69019	1006	1289
76485	2521	294
30877	1884	1817
100217431	59	40
100217423	54	14
66923	8117	3297
66487	403	76
70021	1410	56
192187	7995	170
100861939	591	0
64652	5586	5889
21924	703	7
218877	3686	138
71838	1984	153
104416	3406	1274
110084	12872	81
12339	3562	1427
24056	2482	6139
67011	1905	228
74427	4238	932
382864	2835	0
56794	2618	232
26363	1942	583
105522	5229	485
320621	3897	0
78754	2341	40
105638	3016	870
218885	2062	466
17695	522	0
27057	3577	604
53600	1162	241
26430	4391	758
239017	3449	7
67085	398	0
12647	2810	0
20508	2414	0
319955	8422	393
320321	2780	0
107751	1550	0
100504518	5547	0
69069	1473	13
105511	1694	0
320736	2743	25
545030	9681	1
67580	2717	4
622657	237	30
239027	2598	34
100862308	2257	0
26419	5756	1041
268729	4113	0
19256	3090	0
14560	2512	5
12165	2988	0
19661	5276	0
382867	4301	10
432838	1903	3
105518	1338	7
239029	2126	1
11752	1871	274
19065	1903	6
432839	1601	64
319508	4184	26
75698	3454	135
14661	3158	3712
100041231	632	299
69134	367	0
20618	732	171
105450	3935	193
12166	5332	4164
78243	778	0
24131	6016	26
30044	2869	0
218914	4585	1858
14803	3428	1
723847	98	0
239036	1162	0
218921	839	0
72972	7540	1786
57811	1659	4
239037	4317	0
239038	2781	0
170677	4304	73
70045	756	4
66092	3081	2267
18183	4036	0
75170	927	0
100503038	2706	0
73591	396	0
328381	1296	10
52588	2476	799
100503457	841	0
70564	1537	95
71200	592	0
69496	995	0
11720	3208	6
20387	2775	0
17194	923	0
20390	1326	62
666186	504	0
100041722	613	0
100042114	654	0
666376	504	0
666207	504	0
666214	613	0
100503856	844	0
73553	912	0
666233	606	0
100040771	759	0
666253	873	0
666298	636	0
100504358	672	0
100042055	847	0
100504444	504	0
100042130	555	0
666420	672	0
100041106	1566	420
666485	504	0
71826	883	0
666502	549	0
100861719	549	0
100042342	836	0
666561	672	0
13586	713	0
53877	462	0
93725	471	0
503844	708	0
630952	444	0
13587	716	0
74954	1289	0
666647	621	0
666660	792	0
666675	792	0
666678	672	0
385138	899	0
666723	792	0
666744	1240	0
19214	3187	0
100124437	69	0
73895	2282	10
19217	3768	35
70561	4028	1003
70713	2444	9
50527	4418	1787
100503256	404	0
67089	1564	1572
100504523	569	1
56291	4258	448
54342	2536	199
218952	3243	10363
67651	735	1
114874	5198	382
100628600	93	0
320367	2557	0
666834	504	1
218963	703	6599
100041724	676	0
12159	1994	42
100502795	693	0
72391	773	8
12793	1484	972
63985	4171	419
328388	2919	0
68755	1202	336
74480	7422	1304
14528	2764	374
218973	4174	40
67296	2154	239
218975	4493	1345
16854	1406	43
218977	4642	12
78938	3634	367
100504663	3451	328
16709	4485	3410
73961	825	0
93834	5849	664
624367	1599	2
218989	5218	349
18424	1737	0
606497	743	0
100041864	684	1456
66770	1629	0
218993	1115	0
105504	4659	1538
74385	3165	443
70646	4597	1131
67082	1167	0
75288	1881	0
67419	2748	224
258487	1582	0
259147	1006	0
258485	1006	0
100041975	219	1
258314	1110	0
258313	966	0
258316	1035	0
258039	936	0
258275	972	0
258486	957	0
258360	981	0
258659	1044	0
258657	994	0
258658	942	0
257909	1065	0
239081	3162	0
258660	939	0
258662	936	0
258663	930	0
258661	936	0
258233	1144	0
73889	600	0
258422	1120	0
219019	936	0
257884	972	0
258296	1175	0
258295	945	0
258264	955	0
258113	924	0
56858	1021	0
219022	3653	300
239083	1508	3
85029	325	6
11546	1788	373
21745	8163	659
546611	1602	7
328399	2046	13
66246	1608	359
11792	1307	165
219024	2753	509
18950	2941	1636
667034	1223	62
75019	1665	1
328401	1187	0
497113	579	0
497106	438	0
404319	1132	0
11727	1275	61
58809	1996	4434
219026	1257	0
78416	1072	0
19752	970	2
54159	759	0
11731	438	0
503847	462	0
93726	691	0
75377	1140	0
638695	1157	0
669149	2574	0
22301	2942	0
434459	1581	0
545047	851	0
219033	695	0
278676	1461	12
93719	713	0
52535	1623	249
214922	2334	5
29811	2157	3001
219038	628	1
497071	614	0
268739	5643	2637
100502764	713	48
69890	3317	1267
619301	1227	10
258420	936	0
15381	2844	5212
77945	5213	0
114741	4491	933
67772	8190	1706
100217445	99	0
100861840	254	25
76338	2756	574
268741	4458	1583
56335	2021	206
50524	5336	96
258008	942	0
258424	942	0
258268	957	0
258423	1039	0
627171	332	0
57271	1010	0
57270	1868	0
57269	1679	0
100042372	330	0
667441	417	0
633740	343	0
667449	338	0
671652	337	0
436539	341	0
100042410	337	0
627394	338	0
100042419	335	0
277146	340	0
382180	341	0
667476	337	0
671927	336	0
667481	338	0
100101486	332	0
100042444	348	0
640196	343	0
627273	329	0
100043177	341	0
640931	323	0
630415	364	0
436468	349	0
100042470	338	0
328482	340	0
100042479	328	0
100043197	338	0
100038850	338	0
667542	342	0
667547	331	0
100043214	364	0
100101491	342	0
100043202	343	0
667574	220	0
195296	329	0
667583	346	0
385047	335	0
320734	334	0
667596	337	0
667604	337	0
547329	326	0
639655	338	0
634322	361	0
636127	340	0
279872	339	0
100126451	336	0
667626	333	0
620297	341	0
100042560	343	0
667635	329	0
100043218	341	0
100042568	331	0
100043204	364	0
100126452	352	0
100042574	334	0
667660	330	0
100042579	331	0
100126454	277	0
100043270	344	0
100043274	340	0
667681	347	0
100042593	331	0
193574	364	0
547424	352	0
100043282	343	0
279882	340	0
100042607	331	0
100042614	347	0
100126456	368	0
100126457	341	0
547328	337	0
100126458	337	0
100126459	350	0
100126460	331	0
100043308	361	0
634132	332	0
100126462	334	0
328483	338	0
547420	337	0
100126463	339	0
386450	341	0
674098	307	0
627324	337	0
100126464	338	0
667765	333	0
100126465	344	0
100126466	343	0
630061	329	0
630086	341	0
100126469	331	0
436467	364	0
386446	352	0
436479	330	0
100126471	328	0
100043322	344	0
654836	347	0
638566	331	0
667567	451	0
436545	349	0
320898	343	0
630461	338	0
100113414	331	0
21507	347	0
100113413	368	0
213480	341	0
432910	336	0
193587	337	0
195297	350	0
100113412	331	0
547330	361	0
211027	343	0
219060	328	0
627777	341	0
547427	328	0
547428	341	0
100101940	332	0
627813	337	0
100101942	348	0
320913	348	0
100114901	345	0
100114902	9	0
100114904	16	0
100115376	51	1
100118398	59	0
100123473	1105	0
626545	349	0
100124293	62	0
100124294	63	0
100124295	63	0
100124296	63	0
100124335	66	0
100124336	66	0
100124338	63	0
100124339	59	0
100124340	61	0
100124341	55	0
100124342	61	0
100124343	60	0
100124344	61	0
100124345	57	0
100124346	64	0
100124347	55	0
100124348	61	0
100124349	63	0
100124351	62	0
100124352	60	0
100124354	65	0
100124355	58	0
100124356	57	0
100124357	66	0
100124358	57	0
100124359	59	0
100124360	60	0
100124361	65	0
100124362	59	0
100124363	60	0
100124364	57	0
100124365	56	0
100124366	60	0
100124367	60	0
100124368	57	0
100124369	58	0
100124370	61	0
100124371	66	0
100124372	63	0
100124387	61	0
100124388	60	0
100124390	57	0
100124391	59	0
100124392	59	0
100124393	58	0
100124396	59	0
100124397	62	0
654839	62	0
100124398	63	0
100124399	66	0
654838	66	0
100101484	927	1
13135	3735	930
105501	2749	2571
18348	1030	0
69089	2534	1003
20540	2506	216
68836	412	352
17387	2597	4069
65107	3013	2235
140743	1887	1223
27374	2641	841
219072	1587	107
16475	3503	1260
74359	2585	95
19173	871	358
751525	109	0
73902	4247	0
239096	2728	86
56215	4967	3389
75913	1461	47
58248	1889	331
110794	1238	0
50934	4034	16
239099	5827	25
105651	1852	4
12050	3461	2300
54196	1793	2861
59049	2294	621
13644	3571	1100
140806	1064	1
67272	890	18
17888	6079	0
387204	83	0
791403	828	0
140781	6054	2
100124433	77	0
68966	1201	678
239102	8725	86
432855	2487	1
105663	2839	259
11766	2673	202
319984	4489	42
71412	1273	3
667952	531	6812
28200	1658	414
268747	4598	61
12891	2289	0
18185	2468	0
100038376	4874	0
74551	3400	758
28199	2703	1485
68680	912	3
19186	977	718
85308	805	57
19188	977	149
268749	3381	1823
16391	2688	2763
56739	2055	56
75751	3611	1007
74140	2516	1197
100861981	382	0
71099	1420	7
67881	1802	474
18002	602	564
105446	1544	727
28113	1739	466
21816	3006	1165
56187	2547	342
52585	1471	794
67842	3828	318
12684	1176	1
57260	1439	15
16995	1392	24
104110	3395	142
56532	1965	193
73181	4019	443
277154	7413	471
56410	4723	0
219094	3876	1520
654795	1227	904
17228	1076	0
17223	793	0
545055	947	0
545056	1189	185
17224	1028	0
17232	2000	0
17225	971	0
17227	990	0
17231	839	0
13035	1002	0
14942	923	0
14941	937	0
14944	910	0
245839	954	0
14943	909	0
14940	934	0
14939	1418	1
192113	3951	327
100038506	2719	1
30054	5148	0
219103	4363	177
328417	6391	981
75339	2939	967
100503823	2171	169
66645	2375	716
219105	5541	1119
100503842	1225	8
76007	6876	1776
432860	2385	0
14611	1411	0
14619	2404	28
14623	2476	9
68631	1410	215
668090	392	50
21821	3079	285
239114	1222	94
68043	836	127
67518	532	3
57258	3456	250
100862055	503	0
50523	5554	1796
20220	3458	1014
100526476	64	0
219114	2260	25
67840	2321	189
75965	5173	2589
68514	2310	1667
14180	4139	6
67932	1067	0
380907	626	0
71330	3903	358
628693	898	1
219131	1354	2
236451	1163	2
219132	2686	43
628705	1590	18
239122	3034	167
69008	3037	1028
71891	4128	792
219134	3146	574
50769	3685	4
71844	2394	577
751526	110	0
219135	3837	1477
72125	2718	6
100862065	1269	1
219140	7517	89
239126	1903	34
100504019	351	0
70478	3582	283
29820	4777	3
50720	3343	8
24053	3515	13
100046950	1052	0
67355	798	0
219144	1482	1
68177	2077	514
16648	4167	1125
75349	677	0
66674	1690	534
66597	1699	271
668253	1694	70
328424	1832	20
100504051	1237	12
387134	93	0
387174	84	0
100316771	119	0
239133	1332	0
67153	1457	94
239134	2717	1
545062	725	23
629059	3557	4
319433	1402	23
18130	4998	3889
71000	891	0
268752	2011	212
432867	445	0
654465	359	0
