EntrezID	Length	MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1
22095	4874	0
83602	5806	97
108800	9896	249
666955	2624	9
20338	6300	1192
399558	7099	4
100862089	695	0
69423	613	0
14420	3704	367
14744	2035	0
72258	2533	0
104871	2025	37
24000	5738	1465
75553	4184	1089
319670	10136	409
76260	2308	90
67639	1176	0
71375	2611	467
100503855	3630	0
100503812	646	0
73457	645	0
78767	2069	15
104884	2058	196
217826	3112	0
19179	1502	1499
217827	3708	251
100038378	1982	13
12313	4001	5062
100861669	753	0
100038713	4791	0
104718	3442	689
73086	4406	233
100040123	408	3448
217830	3229	38
667148	701	512
238377	3505	0
68339	6292	642
100038467	3405	1
100316805	121	0
68734	4594	2279
319760	3100	15
74947	3665	2
271036	3716	0
74413	2584	322
23876	5829	31
109181	6448	1036
100504056	2370	6
110616	5404	410
100040297	1174	1060
51786	5315	570
238384	2092	2
217835	4007	424
19141	1874	312
27277	2902	763
12652	1882	0
217837	2856	561
100504113	601	0
100316812	93	0
100859931	3835	0
64113	3728	3
320351	1205	430
100233175	1162	106
66622	3247	226
238386	4306	1025
75483	476	0
217843	8870	4
170952	905	0
100504156	1406	0
65256	2690	3
68149	3715	43
27225	3157	1396
52668	1053	1443
76933	463	3
217845	1093	0
74521	3683	12
217847	1570	0
12401	1462	0
194604	1346	0
68348	3158	0
20701	1425	3
20703	1442	1
20700	1939	0
20702	1424	0
20704	1374	0
380780	1489	3
71907	1694	0
68054	3690	0
321018	1353	0
268591	2162	0
74069	1864	0
271047	2070	0
16625	1690	0
238393	2290	19
20715	1949	9
546546	2051	134
628900	2193	37
238395	1999	0
20714	1652	2
100504264	762	0
20717	1659	4
20716	2085	154
14836	1174	1
791311	3002	0
192119	9851	908
100504301	717	15
94040	11962	2094
212073	5532	185
69434	529	8
100306943	275	0
100526471	65	0
73046	930	0
100504315	801	0
27381	1009	0
27379	1026	0
27382	1041	0
27378	830	0
27380	1031	0
21432	1395	0
69952	3282	0
100040339	1575	0
268595	5786	0
12062	1680	0
12061	1338	2
76559	10173	1622
66787	2787	109
78801	3093	2
18789	4509	2453
100503099	2076	0
22367	3796	324
76639	1028	0
71033	1353	0
73160	999	0
74968	1443	0
58208	7923	2
100503150	980	0
52690	2725	1116
12454	2632	851
668158	1547	99
100861813	1116	0
214305	2605	1
13116	2118	58
68519	4201	43
100504467	1549	0
14026	2698	684
723909	99	0
70059	3574	101
22632	2324	2065
214663	1964	54
100503195	604	1
723946	96	0
104910	1580	24
22375	2883	656
212198	2657	46
380785	2712	10
13386	4811	2
17263	12906	15
100316809	80	0
791079	94	0
751547	91	0
100124466	83	0
723843	97	0
723880	67	0
751555	94	0
100526472	89	0
100526519	89	0
353326	5235	0
723866	91	0
76880	1317	0
723937	124	0
387146	70	0
723867	94	0
100316735	75	0
100526473	80	0
387154	62	0
75745	3584	6
100316669	120	0
723854	79	0
449562	69	0
449561	67	0
100861570	71	0
100303647	30	0
100861571	72	0
100303646	71	0
100861572	71	0
100124461	77	0
723858	66	0
723936	82	0
723927	63	0
723859	61	0
100316751	120	0
723839	86	0
791071	81	0
723842	97	0
723878	85	0
751539	74	0
100316673	121	0
751521	99	0
723881	76	0
751522	63	0
751552	92	0
723856	86	0
100124453	84	0
723934	82	0
723855	68	0
723833	79	0
723935	75	0
723940	82	0
723917	74	0
100124450	78	0
723912	76	0
387152	71	0
751523	66	0
723875	73	0
100040724	1300	0
100124484	82	0
387172	66	0
751524	79	0
723857	68	0
723941	90	0
723862	79	0
723913	80	0
723933	79	0
723863	81	0
100499517	83	0
67280	1621	1
353504	1280	0
100526515	82	0
107585	1868	0
629595	385	1424
26931	5591	1707
100503237	2404	13
319786	1306	12
13424	14398	6415
66323	954	7
100861856	712	1
15519	2850	7066
69641	2427	314
26448	1693	24
66709	1653	1
72805	3725	173
100041649	398	860
67236	2179	359
104859	7830	414
74251	2558	159
77878	1093	1
217864	2725	1059
22031	6975	891
93835	1685	14
100503323	1310	1
217866	6718	2611
380787	657	1
74190	2923	44
21928	3570	2081
212539	1215	53
217869	3966	11531
100316932	122	198
100504687	1954	96
17169	3388	2744
12709	1478	65
328162	2433	239
70369	2138	385
68020	1242	375
16593	3067	571
74335	2422	85
68520	1310	130
21981	4333	1160
77675	1729	2
70257	365	1476
74691	4809	1
217874	761	0
104816	2732	84
100526547	85	0
387199	76	3
668303	6918	21
100504733	1752	0
100126692	3223	0
319942	2636	4
104885	2373	0
70435	4601	288
11565	1791	96
30954	782	112
11651	2690	5234
382639	3478	646
217882	6640	5308
104759	1978	2
100041194	3572	0
100047183	10677	0
217887	1915	218
71963	2420	1340
56696	2439	2
16450	4054	57
66174	793	247
72308	2755	1238
399566	2098	156
217893	5480	876
75671	1267	1
116870	2775	887
100861919	848	0
68337	1439	4151
12925	447	277
104732	3355	213
69195	1601	3
238447	1225	0
380792	1480	0
404711	1007	0
16016	1222	0
16017	1478	0
380795	1201	0
380797	1008	0
16019	1491	1
777656	54	0
777655	48	0
777654	48	0
777648	53	0
777661	11	0
777662	16	0
777664	17	0
777667	17	0
777672	17	0
777675	17	0
777677	17	0
777679	17	0
777657	23	0
238405	2271	0
777681	17	0
238406	2507	0
777685	353	0
777686	350	0
777688	294	0
238412	293	0
777780	294	0
668389	293	0
544896	351	0
638605	293	0
668395	294	0
630486	291	0
641178	294	0
628098	294	0
791089	286	0
791090	293	0
629785	203	0
780793	350	0
780792	294	0
633568	294	0
780794	294	0
640046	292	0
780800	357	0
780801	294	0
780802	294	0
780803	294	0
780804	296	0
668421	340	0
780818	353	0
238418	351	0
629812	299	0
195180	294	0
629818	351	0
780825	351	0
629826	351	0
668438	350	0
632654	363	0
629833	299	0
633457	299	0
780828	300	0
780829	296	0
636260	294	0
780831	291	0
629842	300	0
435321	294	0
629845	299	0
628398	300	0
639510	300	0
238427	300	0
432701	300	0
629849	300	0
380808	357	0
432702	294	0
668469	294	0
380809	359	0
668474	294	0
780864	297	0
668478	294	0
629859	293	0
629860	294	0
629863	294	0
629865	294	0
629866	294	0
629871	294	0
668493	294	0
382692	294	0
668497	294	0
780883	294	0
780884	294	0
780885	294	0
629884	294	0
629893	294	0
628614	294	0
629897	294	0
668517	294	0
780891	294	0
629906	310	0
629908	294	0
629915	294	0
629919	293	0
629925	294	0
640506	301	0
780929	294	0
382696	294	0
780931	309	0
629930	301	0
211331	294	0
780932	309	0
382695	294	0
780938	297	0
780939	349	0
432708	457	0
674018	294	0
668544	282	0
100502704	1206	0
238448	294	0
668549	351	0
432709	302	0
780956	351	0
380823	309	0
636462	301	0
380824	294	0
435328	294	0
619833	309	0
780960	301	0
638634	294	0
619886	302	0
619916	294	0
100775172	301	0
668577	295	0
100775173	309	0
668582	301	0
622728	294	0
100775174	294	0
619994	294	0
213570	294	0
435331	294	0
668589	294	0
668591	294	0
100775175	294	0
620140	293	0
434609	351	0
668597	294	0
668599	296	0
56220	2068	294
22355	3385	1
217935	3725	614
52635	5541	4624
100502747	4161	1
319545	2892	172
76044	6604	370
19276	4688	0
627375	273	48
100038689	842	0
432713	449	0
387171	69	0
217944	3987	1778
217946	2611	332
13411	14072	36
20688	5770	106
100384890	884	0
320145	4480	0
77706	3876	0
320910	3096	129
238455	3818	1050
217951	1168	0
73266	979	0
100504487	1282	0
76937	585	3
73270	669	0
14569	2681	5544
105203	8338	1095
142688	2366	695
70405	1426	156
80796	915	0
494124	549	0
56349	3738	431
238463	3096	0
83428	1478	0
105387	2445	11
105349	1172	0
27384	1232	13
432720	1242	0
111002	1043	5
622402	1231	5
83702	1359	0
116852	1306	0
77337	1209	0
56043	1713	171
432723	2462	0
71867	593	9
23849	4217	46626
69617	3543	1312
56421	3986	554
100039532	333	252
94191	5456	0
207615	7990	678
319554	2867	105
100039655	684	0
320581	2243	0
69237	2579	1829
217980	4707	2144
100039719	419	1
208440	8026	615
66505	4114	2110
12671	3168	2
664793	832	0
20191	16813	2
328186	3772	79
238505	4486	185
100039826	507	468
11472	2985	1
432725	483	37
217995	6776	1253
56048	2980	700
171211	8103	1
67475	4239	602
664862	2941	103
18812	852	0
18811	790	0
107849	694	0
100039786	960	489
630663	672	0
83924	2981	47
18073	6046	115
17101	11806	201
14706	2968	0
97884	3681	414
70430	1807	383
14593	2371	309
94246	6105	2051
94253	9460	0
100862358	659	0
75398	768	334
19166	946	1304
105351	2023	83
670994	509	647
100504070	2565	0
14634	8427	61
71071	1123	0
328190	1538	0
16323	1529	11
192136	1727	9
66308	2672	88
69562	7081	1771
100316665	121	3
56044	2662	982
67008	3436	184
73992	859	0
218030	2118	0
218035	3197	1057
218038	3195	2
21641	350	0
21638	419	0
21640	406	0
21639	341	0
100126431	60	0
107573	518	1
21637	353	0
100126432	60	0
107575	517	0
107574	503	0
100126433	60	0
21636	350	0
21632	347	0
100126434	61	0
107576	571	0
76205	1284	259
105298	2387	15
20379	1760	1
73412	2088	0
319293	2773	0
353346	3433	0
432730	1786	177
140580	5874	105
665386	340	37
27052	2915	0
258528	951	0
18341	954	0
258527	945	0
19720	4204	438
100862095	660	0
14780	1629	0
75512	1262	1
258526	951	0
22758	4418	25
72739	2602	431
319207	3580	16
432731	3990	555
100316752	81	0
66707	1455	4
544922	2458	36
100038371	934	2
93681	8900	80
258280	1054	0
404335	981	0
258533	945	0
258739	985	0
218066	942	0
258534	954	0
258536	980	0
258067	942	0
319185	381	9
319191	393	0
319152	488	0
319186	381	39
319159	312	8
319160	312	31
319169	393	1
319187	381	61
56702	672	5
319153	483	11
319170	393	2
319188	594	6
665596	2121	25
665433	514	1
100041230	405	1
319161	312	21
319171	393	0
665622	2121	104
100316716	132	0
193452	2703	55
195236	4975	0
54373	2152	112
193453	1159	0
319168	387	0
319184	381	4
319158	537	72
319167	473	0
319183	381	6
252912	927	0
252906	939	0
632534	897	0
252907	903	0
171259	960	0
626299	891	0
171257	1088	0
100312484	906	0
171278	897	0
171254	903	0
171247	1104	0
171246	939	0
171245	972	0
171255	903	0
171258	909	0
171270	936	0
632793	909	0
171251	951	0
171250	939	0
432735	939	0
171252	927	0
432736	939	0
171269	921	0
171277	897	0
171275	1074	0
171249	1155	0
171248	1104	0
171253	903	0
171279	897	0
171273	897	0
171256	897	0
171272	939	0
171271	897	0
100312485	939	0
171274	927	0
100036518	1086	0
74061	1434	0
218100	4912	126
30946	4456	326
320842	617	0
100503351	492	1
12231	3449	29442
238555	2983	101
100503366	456	0
69386	479	21
319173	393	0
97908	492	0
319182	381	5
260423	1003	5
319157	312	2
14957	2977	75
319151	411	3
319166	704	4
319181	615	62
319180	381	1
319165	393	1
319149	411	5
319156	312	3
319179	2510	41
50709	1931	53
319164	2493	6
68024	728	339
107970	912	2
319155	312	4
15216	1722	46
50708	1561	2054
319148	480	4
100504109	380	0
319178	469	0
319172	506	1
319150	411	1
326620	312	1
326619	312	3
360198	534	2
80838	747	5
214158	1416	2
218103	2974	0
105355	4276	0
20504	2049	0
319848	2483	0
319177	384	0
319163	390	0
214189	1412	0
68732	5158	1431
12763	9755	0
100503456	1683	0
76024	1116	1
193385	6968	16
320489	3837	2
666145	873	0
57441	977	93
79555	2551	4011
66834	686	551
56196	1977	344
210108	4977	0
73326	690	0
214579	5647	475
14756	4659	508
380836	2035	417
195208	8042	0
22360	2137	0
100503530	583	0
73576	1641	0
15192	1994	0
19109	895	0
18775	878	0
215028	774	0
215029	774	0
27372	929	0
18776	936	0
67000	1282	0
19111	868	6
13529	911	0
66392	864	0
19112	862	0
74188	892	0
67310	934	0
73244	864	0
75596	925	0
19113	959	0
19114	1277	0
18814	997	1
67505	1016	0
56635	870	0
666317	706	0
19110	852	0
28078	1045	0
100862257	354	1720
72518	2716	112
20677	2967	6177
77920	1415	3
68916	2538	297
13557	5097	500
218121	2881	376
11607	2284	162
66694	1313	2168
75090	1136	0
105352	2768	352
16364	4683	14
66482	4250	479
100862264	410	0
210554	1186	0
73924	841	0
15220	2807	291
71307	714	0
100503631	1525	0
14238	2366	0
17300	3990	1031
218138	1510	995
100503660	2763	1
238564	5641	0
78903	2642	510
100862286	426	0
66222	1918	1
380839	1599	0
20708	1859	20
20723	3397	98
20706	1930	0
100862294	471	0
282663	1718	0
20707	1955	3
20726	2101	2
20710	1921	1
20709	1912	0
544923	8413	0
93806	1925	0
238568	1467	0
435350	1494	0
97848	1328	1
20719	1888	433
68808	777	2
18105	4045	214
19766	4495	1776
68021	1209	367
22151	1607	9148
432745	1033	14
73710	1922	1081
100862316	823	0
69666	541	183
73102	6251	2148
66895	1872	1491
108161	1315	0
19134	4466	2893
71864	2395	0
66761	1045	0
69123	1346	78
23986	1610	2407
100503727	648	4
100503742	1171	0
12593	3929	385
208366	2736	94
76487	2308	0
380840	1515	141
100042773	682	1139
69955	2126	523
68404	1596	0
74145	3927	0
17084	997	0
100042802	1500	59
68750	13633	1583
107513	9306	3370
100862351	869	0
71213	2858	71
71340	2744	625
109620	9592	414
67797	1789	360
12161	2410	2
105245	2617	2625
17828	1769	132
66143	1039	423
108652	2214	511
218165	2816	0
791406	3005	0
21418	3268	778
14538	7039	1022
100628630	72	0
100862098	887	10
68083	1753	1315
66154	952	1360
17152	3565	5
107889	2879	0
637277	2037	8
54326	3837	6
108934	4483	424
18003	4712	4830
621976	7170	597
328231	1730	1
109254	2566	8
100038577	1696	0
110521	8753	1729
13614	2344	4787
218194	5922	384
67046	1263	108
328232	6654	129
68346	1369	135
70078	1811	952
56705	3064	1232
76137	4356	832
328234	3456	3
622552	1270	0
12522	2145	11
328235	1204	0
100503592	1937	0
69491	565	5
16468	6158	1616
94245	1311	356
218203	2983	344
66355	1554	50
20238	10608	418
76000	722	28
791386	3153	0
380842	1363	0
666794	3224	3
67252	3658	1
97863	1381	530
218210	6021	3323
16553	6866	1034
105283	1428	1
105193	2294	38
22017	2715	69
218214	4281	378
110052	2602	1466
218215	4694	2589
319467	2505	0
619327	3502	0
70971	2012	0
320614	3156	1
15904	1660	15
320315	667	0
67911	4187	33
442803	789	0
387247	103	6
387252	89	0
387244	94	0
218232	4311	30
12022	1361	0
18676	5260	1430
218236	4919	4755
68128	1461	149
75607	6613	229
18081	1132	666
68480	804	501
66329	1436	62
30938	3110	214
76895	6351	1659
75678	2776	1675
66336	1054	87
407800	3596	17
66695	2354	8
27047	1751	2
18295	2540	6
70930	4242	386
105148	4396	1757
667488	1791	0
218244	3429	0
667503	3354	0
667507	3006	0
667552	3054	0
100502978	3253	0
380882	3152	0
69211	541	0
109082	1785	62
328250	2548	0
751559	109	0
100124649	109	0
380845	649	0
100503376	2471	0
667693	3109	0
71654	1185	0
667712	3558	0
77428	2990	12
20729	4479	1038
100862200	1571	0
75124	1163	1
667728	3480	694
13610	4484	10
20418	1537	0
66197	694	137
75420	2913	418
20354	4377	965
100502610	2646	0
23882	1081	6897
74050	3272	0
68203	4348	1
100040572	733	0
20963	5272	1
105404	2308	11
11992	1345	278
18030	1992	474
26564	3970	2
100862222	607	0
268656	2570	1018
100040421	2339	0
17702	2162	32
13488	3529	0
14057	2811	632
15466	2793	0
12890	4928	107
73666	2326	558
100040543	499	31
319719	4793	184
97820	2674	1607
100503805	347	83
56795	1048	36
28126	1734	453
67044	613	1013
74325	1576	2062
76577	4322	708
105239	4410	1931
268663	4127	42
26913	4141	0
104069	1196	0
218268	1897	0
74257	1556	365
107448	3974	13
212032	3269	0
20184	2931	439
100504437	961	1
26919	3597	139
14186	3146	8
18193	12784	1790
19336	1865	895
66494	1089	1800
17121	1299	8
66890	4315	2472
51791	2356	34
20505	3081	0
75477	545	0
58992	1961	4
26385	3243	871
432763	1360	36
56320	3047	133
67399	2987	734
27261	1546	15
72935	2205	928
212483	4341	2045
100861617	496	0
67511	1454	2534
218271	1596	120
12328	1387	496
212880	5673	1645
78521	4652	1088
69672	1527	460
72562	546	142
76856	1352	2
18740	2448	0
26914	2053	1754
212937	3498	1
18014	1672	0
57266	1827	109
100038494	1480	0
100040926	822	0
328258	1498	390
16198	536	1
213311	1965	3
16841	877	0
21810	2678	12
17129	7175	875
26946	3339	0
20745	6673	86
100503085	2142	7
100124491	76	0
77134	2678	3263
75731	1511	188
56085	3686	4856
100503697	474	0
56278	1518	288
75050	4462	14
70153	2822	465
100503714	347	178
15387	1978	2856
723902	108	12
74386	3877	56
114304	4565	16083
67585	1627	0
18212	9880	4
67269	4860	341
319469	3154	1
78689	2631	698
105348	3693	876
70900	3142	0
72219	4277	0
238662	4281	0
238663	3827	0
75223	1239	0
100861875	598	0
69046	1915	545
13996	3135	60
214290	5551	2284
100503743	346	0
328263	3732	0
14451	3131	46
100503759	3604	10
69635	5935	4601
218275	1348	0
70202	1332	2
214639	1373	6
13025	1147	27
116913	710	0
13024	1394	50
21984	1372	0
100861903	332	0
26898	1274	0
104002	1330	0
56835	1335	9
58518	1323	0
56094	2493	0
116911	4221	0
56092	1493	0
64139	1204	0
117066	1442	0
100861626	801	0
100503368	912	0
623505	561	4
432812	1622	0
100861954	924	0
630579	3114	12
100503600	804	0
100041979	2919	2
100041986	816	1
71508	2472	107
77117	2439	16
665503	750	122
211378	2638	6
100861712	1596	5
435366	1316	3
751548	108	0
380850	3279	1
14120	1294	13
14121	1433	1
72061	3509	414
100504114	2764	90
387217	74	1
100861722	1758	649
387221	73	0
100526474	85	1
387142	68	0
14088	4292	97
19206	4305	144
76251	6045	378
15487	1286	0
70484	2276	87
238673	3490	346
56541	2567	267
218294	5993	289
66503	1802	7
66129	972	529
13039	1971	11001
105278	1827	48
68880	1097	0
238680	4868	2
78124	3233	0
238683	3390	0
218304	1170	5
66631	3472	1812
100042311	207	3
258816	927	0
97895	3527	0
100862013	589	0
100038683	1203	0
170936	2869	117
665738	1905	0
544944	549	4
628648	549	0
628794	522	2
628746	917	476
628709	1890	0
100861707	1632	0
76803	515	0
100861733	1691	0
432768	579	533
67530	503	646
100038538	1652	12
66410	1486	327
19210	3424	1320
71226	1061	1
78251	3970	7
432769	2634	6
432770	2981	5
268670	3482	6
380855	2046	21
218311	2712	5
238690	2289	21
100038627	3164	7
431706	2117	8
218314	3909	16
629016	4641	12
408065	4079	24
72807	2033	81
328274	3331	35
238692	2742	88
408067	1671	36
238693	2359	14
170763	2710	58
212276	4971	108
100416706	4835	185
212281	5179	141
100862130	1261	2
408068	4504	48
235907	3960	83
68271	2908	6
22746	2218	6
72958	3274	4
320163	2987	3
212569	2321	9
408058	598	37
666185	2884	3
102402	1576	0
666272	1575	0
210009	3692	163
69577	2362	151
69315	1808	0
210044	4211	0
210106	3997	1017
210373	841	0
78925	2665	110
28114	4279	2668
76980	2682	0
28077	862	476
67550	2122	0
74280	1044	0
75086	505	0
73584	682	1
218333	7675	963
271127	4974	0
77166	869	0
16371	2062	3895
100503367	732	0
328287	5099	628
16372	2463	6261
78446	585	0
50916	2601	9
407785	567	501
94066	902	1
100504662	867	0
432777	1306	0
210992	1605	792
13162	3456	1
218335	2378	2314
21752	3426	91
22598	4405	42
74338	2439	13
71390	1535	0
20499	5131	554
72293	3222	6
100862265	473	0
69716	2267	49
105246	2407	633
71164	1301	0
72948	5090	112
74470	3632	44
105243	2490	0
211446	4596	546
11624	4732	2
18570	1524	2101
66945	2859	3956
67433	8615	373
432779	2746	7
238722	1629	7
100042547	1796	38
235956	1383	39
80898	4014	1706
12380	2894	1235
18548	2516	2
751556	96	3832
192657	3652	4468
93692	1327	1923
73296	4937	275
75571	1053	14
218341	2906	56
238725	2146	0
77041	3657	250
218343	5381	477
238726	1434	0
78771	4289	4
105377	3742	151
72371	5633	78
382823	991	204
68675	4070	381
75507	1395	0
73093	4100	1
13865	2432	0
320174	2305	0
105171	4089	2707
100043074	2220	0
319983	1407	0
110789	19328	4
80289	3128	1070
67486	3060	48
72852	3881	39
100502757	4628	21
12626	1013	503
100628621	59	0
17260	6565	7
100502774	419	0
320203	1368	0
723967	72	0
72677	1102	0
553095	531	0
320919	2348	3
72745	2746	389
66671	1976	203
218397	5101	1589
12867	449	77
667230	483	3
13612	5358	0
12950	5055	0
13003	14689	39
100042940	2690	0
108138	1547	128
66074	10809	694
435376	1176	0
66475	555	2635
66795	1609	116
100042959	1243	775
320297	2807	0
66970	6656	186
373852	5617	3
74156	3049	1
69085	1532	564
76722	1486	0
19418	7235	2
17686	3945	308
13361	5290	163
218440	3940	3
73942	1383	28
218441	5451	316
79401	1602	0
218442	5319	2777
21828	3202	4
382793	6275	177
76469	11850	38
100502942	907	0
408254	2990	0
100715	1873	229
26556	5716	523
57748	8780	2223
619883	348	51
12116	2071	0
64918	2090	0
74129	2979	0
105364	950	0
11881	3989	363
218454	4348	432
107767	3588	1858
328309	2177	19
11774	4020	1549
21371	503	1038
18420	1182	0
218460	3063	401
218461	4931	24
100504102	1498	0
72114	1894	167
100316813	104	0
100217450	126	0
66549	3198	877
12919	1681	0
268686	300	0
14063	2768	1318
14062	3296	534
544963	5771	345
14064	2464	1
75209	4252	27
67463	3033	91
271144	3315	6
27015	4226	81
68018	5363	1204
15357	4430	646
218476	5095	4
66479	1140	0
320557	4590	37
59050	2686	703
320806	5367	455
15212	1905	49
13803	4743	52
100039691	3161	0
328314	1297	0
403201	558	0
110596	6259	510
105372	4071	467
68558	1750	58
218490	1129	3513
100504225	1542	17
15229	2461	0
70090	1186	0
68344	2252	0
380863	1155	0
218503	5119	1034
238799	5519	1581
432798	447	2823
69382	476	0
69603	718	0
238803	2758	2
68927	1675	176
218506	1848	146
320893	1721	2
17755	11852	547
27220	874	1
78038	2124	422
544971	9921	1657
20365	589	253
20595	1404	278
17948	4823	14
17951	5293	15
17952	6705	10
17940	5361	1
100862307	951	30
23894	1707	156
18260	3192	2073
218518	3382	1193
19356	2847	283
108143	2126	1087
76041	2705	46
12572	7598	344
66128	716	134
26886	1239	86
268697	2316	50
69048	3179	1127
544973	411	298
619937	648	11
328324	2439	0
71174	1285	0
78136	405	0
18708	7380	4723
17079	2326	0
328329	10671	7139
76624	677	4
621312	932	74
432800	1455	4
218543	4063	1127
59079	6592	4525
75805	3780	645
218544	2716	47
66975	4833	621
81003	4258	129
238831	2367	165
60411	1832	17
108154	4822	2
667518	407	2826
67285	1884	325
67288	1688	130
77803	1310	2
52882	5828	0
66763	2157	0
71816	3785	5
15550	4441	0
76582	4282	395
100504500	997	6
66254	2545	56
16563	4208	519
100040322	1898	7
621156	605	255
105120	5610	2
72257	622	1
67263	5458	999
75616	1864	375
75597	680	189
71991	2107	171
74559	5439	1135
218581	2530	4
238871	7049	411
100862401	2397	3
100124489	81	0
100316683	80	0
67295	8500	0
100504609	444	0
238875	2055	0
20620	2802	10498
73129	938	0
238880	2737	0
73274	3624	3260
100504654	415	2310
218613	5277	719
26401	6963	1093
100504675	1799	19
77318	3577	2
16195	5452	3951
218624	3680	0
13206	2849	0
268706	8913	261
19012	1536	36
72198	3309	1179
218629	4098	357
218630	1876	20
622408	2354	0
735309	109	0
100190765	80	0
723868	91	0
100038414	2943	0
69590	1016	21
238896	1704	0
14938	878	4
14945	792	0
71690	2103	82
408066	8162	88
70917	2567	0
100861641	604	0
170625	4447	838
56534	781	0
218639	3361	238
319803	3687	2
17993	1534	1383
14313	2337	40
75161	1412	0
17434	1889	1203
16398	4218	154
109700	5984	65
105083	1572	269
670198	1269	19
100038421	958	0
623174	354	61
16392	2526	0
52552	3088	350
623312	1622	0
13723	2622	946
100861680	606	0
15165	7911	0
71100	922	0
59054	1590	526
75890	994	0
14165	4572	1
18115	3526	863
218693	4709	958
67392	2700	1000
791300	2659	124
67304	1128	2
633640	2318	224
56838	3740	24
73480	547	0
208715	3283	814
245269	4103	23
72465	2965	2350
100040377	1236	87
380878	886	0
52673	831	0
54382	857	0
333467	925	0
673151	1658	105
100861977	1664	32
100861753	1669	106
100861986	1596	952
639910	1426	0
236546	881	0
100038937	708	0
638189	506	0
625360	1659	0
236219	878	0
100040657	657	0
100040671	2174	7
100040682	865	23
544990	957	0
320333	1413	0
73549	1702	0
100040697	780	2
100862064	742	0
100038846	993	0
666890	1990	2
100041840	1573	0
100862069	742	0
100040859	706	0
100040870	967	0
100040880	858	0
100040923	657	0
100040852	5217	2
100040897	1206	0
100041012	865	0
100041019	759	0
545007	1815	0
100041054	615	0
623078	780	1
100041076	615	0
100041119	977	0
554327	1885	1
100041139	1022	0
100041177	615	0
100169868	1376	2
100040928	732	0
666549	1239	0
100041262	780	1
665981	615	0
100041283	766	0
673676	666	0
100041317	615	0
100041306	519	0
100041336	657	0
666800	1206	0
100041374	732	0
108978	2065	0
666772	660	0
666765	615	0
666329	519	0
666750	657	0
100041678	875	25
100036571	1146	8
100036572	1465	15
666706	615	1
100041184	708	0
100041825	657	0
100036568	2738	0
100041515	780	0
622931	1294	0
100041598	615	0
100041279	618	0
100041651	765	1
622640	615	0
100042054	800	1
100041702	1146	0
100862207	759	0
100861615	2277	13
100861646	980	0
100861657	1674	0
544998	657	4
100041958	1155	0
100041964	615	0
100042024	732	1
100041664	618	0
100504200	657	0
100041151	684	1
666918	918	2
100504413	522	0
100504218	618	0
100042100	1410	1
100038847	1955	1
100042129	849	2
100042149	2139	1
626456	732	0
100042182	732	0
100042217	615	0
100042235	795	0
545013	997	0
68308	1293	0
100041874	2149	5
100042304	695	1
218695	1124	22
286940	9067	5556
13421	3702	6
66082	2018	102
67053	2467	356
218699	2840	888
68263	1485	3092
71393	1649	240
93732	2628	44
100861833	907	0
268709	3144	37
100504681	476	0
18300	1251	18
74430	2751	37
74859	1097	0
100041948	920	970
14198	987	41
100042415	2774	52
19270	9190	1175
218734	2477	303
54713	2304	0
27062	5529	1
328354	1921	0
72003	2946	0
218739	1240	0
238939	2135	0
66231	1148	890
246103	6853	1762
66413	1296	1420
258387	951	0
18330	954	0
16188	1394	70
218756	7389	687
674895	3348	0
218763	1662	0
71147	3752	37
59007	2901	321
21974	5633	2566
218772	2775	8
21834	6555	524
353187	4640	1654
66480	1841	9694
69721	4592	66
22194	1386	435
100861885	364	0
218793	1374	109
100039452	657	0
432825	1004	0
18074	4884	6
68045	1510	738
14702	3826	3
67509	2304	74
16529	3364	3846
74571	879	16
67725	2523	148
70601	3125	614
105428	3149	260
100504266	669	0
108671	1631	247
66242	566	282
76670	3800	5
11750	2965	1529
74843	1829	49
19056	3881	1027
75602	751	2
78787	6495	1307
100504278	1046	28
59011	1294	0
68760	3922	12
218811	4515	3481
73068	3344	149
76133	1088	2
66121	595	450
268721	6073	2127
17423	3907	450
12325	3703	522
18792	2343	466
22330	5229	7237
55946	4424	632
11534	1952	1775
54169	7337	554
435391	1103	0
27389	1963	3
67630	6997	780
22334	1662	2549
69156	2241	51
319486	2176	12
100861834	912	0
218820	4213	317
76633	911	87
74896	976	0
791307	2731	0
268723	2791	2
16531	7827	2
620499	714	401
71228	7853	750
105418	1492	0
218832	4683	449
20088	875	7871
70955	986	0
75862	774	2
432830	608	0
328365	7525	2094
100526533	85	0
77592	3858	1
105675	1549	534
68173	1777	102
74272	868	0
71918	4375	39
11744	2395	1391
211623	451	2
66039	2355	688
105594	1653	0
278672	2010	4
100039484	870	0
100039175	1547	0
100039192	1732	52
100039213	1660	0
100039227	2334	0
100039503	870	0
100039246	1122	0
100039257	1732	0
100039280	1714	0
100039293	2334	0
71106	3387	242
83997	4501	7440
100039353	357	0
211922	5432	840
11843	2042	7695
211948	3529	917
110083	10638	4
142687	2101	8
72993	6961	843
15209	1138	0
171463	8220	36
665333	853	130
71704	3585	487
218850	7577	601
320234	2951	105
238988	6083	10
100502956	629	0
100504469	1855	0
22418	4373	46
12294	3695	8
319476	7318	0
80795	1018	734
56249	2121	308
50905	2061	21
218865	5891	583
12289	9252	48
75901	5616	752
21881	3207	12698
100526475	60	0
18753	2775	2713
328370	2372	242
54650	8122	356
69179	3738	662
66175	1179	31
16427	3145	26
16426	2819	5
16424	3077	0
