EntrezID	Length	MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1
71947	4996	1307
140721	4722	1471
76265	1972	418
217325	3614	445
217328	7820	66
100861625	875	8
170472	3986	184
66528	940	4
68528	975	1
57230	2086	694
100503650	2355	5
192897	6169	1254
100038636	2078	23
14635	1506	742
100503677	1644	10
15081	1993	65
217331	3715	235
70450	3967	41
22378	1795	1305
217333	2195	606
338364	3050	24
60441	1411	510
217335	5373	699
11430	3987	1850
69535	902	285
69681	1427	17
14027	6398	66
217337	2526	1291
14428	1940	23
53413	3344	821
15223	2578	728
217340	4655	24
319370	1482	676
217341	2162	56
67763	1868	2055
20698	2296	21041
217342	5192	1798
11298	1455	1
217344	3934	1043
114886	2331	300
100038570	801	6
66293	1997	685
100216536	78	14
100216531	77	10
100216538	76	0
20446	2033	282
634720	1581	0
193217	3263	0
20445	2392	0
67622	1725	136
107817	1668	2060
74319	1039	71
20382	1903	9842
69900	3128	352
268510	4254	0
76972	600	167
74136	5574	1953
53860	4263	2710
78403	1344	1
217351	8726	1379
217353	3144	1141
217356	2908	147
77727	1078	1
20973	1524	660
21877	1369	181
71562	2332	87
11799	3416	98
546519	1820	0
71776	1840	72
100503754	1850	10
12702	2732	28903
100861684	757	0
74451	2298	946
69926	14889	92
791367	3181	9
100503797	2158	1
19157	3273	912
72344	5609	2160
21858	3622	11762
58251	1978	66
100861706	1278	0
19039	2168	110
76025	3025	450
56745	4519	349
100126224	1648	1
217364	3922	71
52897	4545	93
238011	1370	0
12416	3740	54
30951	1393	59
12418	5197	1407
207592	6988	828
207607	4979	37
14387	3797	3017
192170	1463	1030
170720	3958	38
27029	4324	265
268512	2692	159
100316690	90	0
672511	16939	3658
338371	5277	354
18164	5284	3094
100503830	1705	7
74370	6932	1128
319454	1290	0
208092	1561	161
100861714	784	0
108100	3610	4201
11302	5743	777
723844	98	0
100526518	87	0
12009	3578	363
78777	2779	115
208501	494	174
72055	5413	2152
100861721	752	0
76377	1334	1
100042332	1707	27
268515	10727	463
100503912	575	5
100503938	878	2
11465	1894	2442
66838	619	56
238021	1718	46
71885	3175	411
217365	4685	1587
208634	2064	2
18588	899	0
66431	810	18
67291	2760	756
70317	2023	127
15239	2908	953
56282	949	411
100861766	1104	19
27376	4000	369
667716	844	0
14527	1929	2
192173	1205	787
68701	775	0
100504013	912	9
18453	2538	7982
192662	2732	4204
21681	1132	831
66156	3495	905
208990	549	8
68671	1835	540
209011	1715	211
17134	1639	1628
100504040	1275	196
209027	2914	109
68515	2307	0
77583	2020	7
68938	1872	564
20892	636	230
217366	2464	1071
170758	1078	382
67880	918	208
12409	1021	5607
111241	1599	2455
19719	2118	1091
209318	2071	1352
68730	1909	468
100861787	1002	13
14104	9938	7960
71276	3390	81
80879	2577	111
104318	3749	8359
12516	1042	16
58210	2322	188
209588	1615	191
637008	1771	33
70956	2046	0
73679	1740	0
217369	1703	1
66179	1243	191
238023	2379	177
217370	2591	371
67608	4412	386
68837	5032	1407
66840	2344	2406
217371	1865	86
238024	2028	27
63828	4358	4
108903	3912	627
319530	3243	99
210004	2851	158
210029	2468	352
74675	3238	0
674842	3069	1
74173	1073	270
19325	3513	8490
16570	6849	572
100043040	3300	38
75302	8892	776
13528	2645	1031
100503871	3331	12
13435	9852	2531
100038522	1385	0
18976	1007	2
668212	6547	50
217378	4713	522
104111	4730	553
52504	4343	73
69709	4013	323
17977	7329	3546
100041995	785	2
100042014	748	17
20403	6216	1787
74855	2833	2
207921	2886	25
382562	1306	4
626534	1343	3643
66055	1116	657
14226	980	58
238037	3180	99
432628	3125	33
217379	2511	920
320817	8102	959
208439	7048	2845
72669	1258	60
672098	820	0
73575	339	0
238055	13909	0
68832	3082	613
238057	1399	4
58240	2958	88
724112	1216	3
11852	2228	6759
328059	2445	0
80913	6686	5001
208941	2647	10
20969	3057	1858
100862277	1032	0
319503	3869	0
17775	2130	17669
17182	3014	3
74682	4392	468
75516	1000	69
69420	476	1
23967	2011	530
70881	1855	0
105014	1472	143
238074	786	857
71457	736	0
238076	3059	4
56184	567	0
73304	744	0
209334	3283	92
67241	5603	1753
26950	1936	278
74712	1935	0
209550	3175	13
628327	507	2
627110	704	90
76820	4850	1884
70858	1341	3
18109	2596	63
104721	2469	2122
71169	7240	1201
105005	3380	858
791361	2842	0
73972	806	0
217410	4198	212
14245	5725	842
18217	1547	0
268527	8260	26
50496	2496	697
19878	8012	6204
217430	2305	306
73667	1798	3
382571	4789	19
71853	2125	4511
68775	1597	477
217431	2986	854
100526470	83	0
100503365	328	0
18263	2547	9894
53602	1561	329
668525	1485	63
245297	3232	55
668539	972	0
100043324	724	235
236366	2542	3
668558	2349	7
668413	581	1
546524	2616	0
544848	509	1
629055	830	0
100042706	1104	1
100042727	1824	0
668605	564	0
100861711	1290	29
668455	738	48
100503846	632	0
675713	573	2
69513	1727	1
382686	632	2
100503913	896	3
211914	5679	888
16413	1874	457
54451	2560	787
67732	926	244
11491	4410	1138
22630	2110	4683
100043407	885	14
628850	1263	13
434693	738	471
100043416	1176	10
69732	1407	22
100862386	525	0
668662	1886	32
100861601	1245	7
66808	2268	7
668714	971	3
21340	2019	248
195733	3530	247
194655	3982	2225
12879	1838	19
20135	2180	1204
100861907	474	0
67216	2802	865
77480	7402	3911
15902	1272	2698
432641	1115	37
100502727	342	0
74930	550	0
108089	5163	373
58185	3785	35
22169	3189	72
100504347	1973	0
636791	2087	0
20666	8451	290
328069	2998	0
68511	1434	0
94041	1460	0
71693	1383	6
20115	961	1242
19819	1457	158
104923	1676	691
217449	4259	599
380752	1692	193
100504402	1291	0
17933	7523	3
328075	3057	0
69675	6614	10063
22018	3282	8
268534	2337	161
69566	1547	0
211986	2958	522
100294583	1507	4
11431	3221	114
24057	1736	134
104943	2670	258
629667	210	0
16777	5778	17500
13382	2243	2279
13487	2628	0
104836	4007	415
23985	3083	0
12033	2008	812
71916	1768	59
238123	2997	444
73010	4587	0
73389	4240	2187
19088	3358	456
100504461	1076	0
30955	6954	1
100504475	298	1
72123	4155	198
59027	4547	5524
100504486	2804	85
74076	1633	18
19027	4689	4147
68764	2953	0
320046	1551	184
380753	4278	939
100504517	1831	1
75040	675	0
28071	2324	600
114712	886	0
22160	1630	32
100861990	2847	0
79221	4428	3
75456	1676	0
217463	6226	1082
100169866	1859	0
751520	87	0
11622	5494	2417
71581	1058	5
403205	819	2
23795	760	0
66109	1923	104
100862018	317	0
432649	1451	178
66912	1871	3130
217473	2446	393
71156	1323	0
66042	1751	1151
75847	2690	205
100628578	74	0
17286	2348	21
319660	2155	51
217480	5544	9
73867	919	0
14009	4223	320
11861	3807	856
20259	2999	39
380755	1213	9
15982	1816	27019
100316693	100	23
629820	401	3
246196	2454	288
238130	8072	234
93757	1177	85
16981	3185	72
27362	1865	4039
100039062	3025	229
67452	4406	1579
319504	7581	314
217517	4325	250
664883	7000	9
217536	1728	342
15228	3985	0
67293	854	0
620583	2931	0
69054	708	0
18760	3778	632
217558	6726	214
76983	2091	498
12810	2683	3
94186	4164	3786
11782	1113	572
207304	8988	5431
544864	3627	68
320487	7761	957
328092	2564	86
14762	1388	0
76826	1193	92
11855	5197	4244
73278	304	0
238161	10263	48
27386	5879	414
67335	282	0
112407	2676	3433
665239	591	0
100038648	3622	2
104725	1363	1200
100316682	80	0
66266	1043	253
72183	1879	1249
12632	2940	3448
217578	6179	5053
72658	1187	115
665137	778	145
24067	4264	2986
73385	3863	541
100039815	912	136
665155	3286	109
100101807	3863	65
100039830	912	14
100101806	2516	401
100503822	1075	81
59032	2395	206
66132	3117	224
26443	997	1972
18035	1579	9654
79459	1575	374
56856	3102	0
56784	7904	2238
52592	2566	624
100503961	1221	0
217588	1509	134
621837	231	782
104798	2288	0
21869	2865	1
97836	617	0
18094	1260	0
18511	2574	3
217593	2766	67
328099	4006	1010
73490	1454	101
100504018	1480	1
100040044	1040	1
15375	3188	18
70846	1475	0
100504027	1426	0
100503562	3217	0
20605	3869	8
66864	4539	22
100504043	3093	3
20334	4108	1569
66603	1106	133
78232	1255	474
18949	3469	2292
338320	1628	11
217615	3082	1140
70611	3446	1496
100504078	1246	0
100504101	1089	0
238205	3726	65
73309	521	0
623046	3566	0
217648	1463	74
66689	2854	78
328108	6434	829
328110	4068	1093
30795	945	192
104806	7775	437
217653	4017	79
70948	2228	18
238217	1023	0
320772	9834	2
100316870	12530	2
20090	390	519
69706	1501	25
66483	517	1001
217664	2616	2351
109065	2639	161
414085	2546	75
18974	1695	199
271005	1949	76
69554	1946	1994
66244	3722	1083
11845	3731	10348
76062	1037	8
207965	1027	280
20663	5612	1623
217666	3338	467
68055	1485	120
71091	1689	21
751538	110	0
74724	1421	3
399510	4454	2311
70934	1852	7
73991	2818	241
100040999	628	9
64010	2524	1887
18080	10344	865
791312	2278	4
100504285	1080	0
110095	2821	45
414124	1296	0
94090	7430	0
72736	2320	889
100861697	1220	3
319710	4662	6262
56444	4022	1305
19167	1434	374
73204	1589	132
238247	5780	1000
75266	596	0
30056	1117	437
76967	5763	330
59036	3761	522
67348	637	0
73815	767	0
208846	6004	2423
238252	1374	70
67217	1705	514
104771	1976	374
73936	2630	15
104001	3710	2576
78257	5247	21
67708	4420	233
66375	1304	449
19042	2789	1618
100861726	1074	0
75801	1910	0
20476	3956	0
20471	2849	4
20474	5572	89
17420	2505	469
76357	1669	75
625098	2959	111
380765	689	3
238257	3282	111
73644	1039	0
18755	3301	269
666385	682	4
15251	4761	11504
100504452	3947	25
277089	675	6
75627	2125	247
238266	2705	2
100504476	1161	0
74284	1046	1
386753	2995	2
238271	4061	0
80837	2358	2221
217674	1614	4
26932	4810	2444
72338	2981	27
665931	832	0
81535	3324	1845
319565	21718	2155
100628610	83	0
13983	3362	7
80384	2246	0
108156	3324	1822
238276	6685	26
109929	1777	99
268564	3987	1668
100504512	984	5
15512	2683	2596
210762	1453	18
100041694	893	0
100628604	79	1
263406	4955	982
100504549	540	4
20741	10394	144
211151	641	326
14776	1067	6
104886	3126	2120
110606	2560	499
17187	2005	1521
53618	3982	491
626215	531	0
268566	3402	1005
70897	1778	5
56217	5515	4311
73834	1410	753
13665	3152	2012
27260	1551	734
268567	3961	1703
211945	6439	399
110417	2353	130
11847	1417	161
53612	1281	532
17252	1574	1551
77974	1674	50
211978	9368	273
19363	2837	44
12192	2984	48376
69548	4845	181
109711	3739	23456
320808	5707	1014
100217447	124	0
97827	3323	387
69522	508	0
108760	3920	234
13877	812	860
328133	5230	863
68354	941	1
217682	3527	2
380768	4399	1
217684	5065	5247
67340	377	0
100504661	1142	2
20384	1653	7817
20493	2102	5
64075	3496	47
100526532	84	0
110893	5068	1
100042143	2865	0
214321	2496	7
11498	2330	14
66272	1997	253
100504690	622	0
24071	10398	1045
56622	2911	2
69792	1004	229
100504704	757	0
69480	2042	22
338372	11896	163
54604	12139	2298
217692	7701	692
50779	2626	10
791340	968	0
74283	1082	0
70127	1298	3
73828	2182	388
217695	3869	684
67039	4244	3250
19164	3023	1627
170721	4375	925
18222	1962	725
71952	2346	490
171210	2200	742
26897	1559	1272
171282	2325	36
171281	2594	7
217698	1518	28
217700	1822	70
105000	5765	395
70481	2359	43
238317	7373	3857
100502697	3342	5
77219	3290	773
52708	5236	650
217705	3357	61
217707	1602	398
12499	4990	450
72873	2190	13
66381	1379	178
104776	3346	800
100861863	582	0
217708	2144	132
12677	3180	1
19300	2527	189
432677	3608	0
627191	2499	0
67963	3262	1583
74316	868	296
16997	6603	3819
100303738	3954	43
68497	5434	638
73736	716	164
56531	7034	1803
100502763	1133	3
73422	2682	11
78920	2767	3778
238323	2534	18
18654	1569	2028
217715	1573	406
217716	5428	204
66204	648	192
72350	4482	40
217718	5386	2286
100502783	668	0
68581	3526	1277
14281	2093	60784
81703	1881	1972
53314	904	30
217721	3435	113
58520	1185	330
320244	4841	371
21809	3385	3343
100861892	920	1
76411	809	848
328136	3160	0
70373	3919	725
26380	4621	5
238328	6189	1169
68737	3850	154
627607	1949	0
238330	4112	6352
217732	4409	868
238331	792	1
217733	3335	1
64242	1616	11
217734	5059	413
14874	2108	557
382620	7179	868
238333	2066	9
71275	1412	22
104799	2701	375
217737	1320	2815
217738	1425	84
20773	3754	2492
211064	1949	639
100526546	79	1
654309	1170	17
380773	419	272
66354	2257	1380
666806	1872	0
193322	1812	1
100042776	998	26
100042786	689	21
100862206	930	15
100861908	435	0
100861898	530	0
544881	1851	0
100038992	222	32
100038982	4341	7
100039042	1766	1
100039052	1822	0
100039076	798	1
100039087	1899	0
100039100	435	0
100039162	435	0
100039129	435	0
667350	930	46
546543	222	0
100039315	1893	0
666862	435	1
435337	1842	0
633093	4204	2
266459	1641	0
100503047	438	0
72113	2287	310
71818	2283	13
18191	9782	0
13371	5815	99
75216	4807	151
71349	1023	0
22095	4874	0
83602	5806	297
108800	9896	4814
666955	2624	48
20338	6300	1106
399558	7099	20
100862089	695	0
69423	613	0
14420	3704	317
14744	2035	7
72258	2533	0
104871	2025	74
24000	5738	1123
75553	4184	1681
319670	10136	122
76260	2308	369
67639	1176	2
71375	2611	804
100503855	3630	0
100503812	646	0
73457	645	1
78767	2069	9
104884	2058	316
217826	3112	3
19179	1502	1161
217827	3708	106
100038378	1982	3
12313	4001	9100
100861669	753	0
100038713	4791	7
104718	3442	1713
73086	4406	385
100040123	408	3064
217830	3229	7
667148	701	523
238377	3505	6
68339	6292	96
100038467	3405	1
100316805	121	0
68734	4594	2453
319760	3100	28
74947	3665	2
271036	3716	0
74413	2584	27
23876	5829	379
109181	6448	1300
100504056	2370	23
110616	5404	557
100040297	1174	968
51786	5315	914
238384	2092	18
217835	4007	460
19141	1874	479
27277	2902	877
12652	1882	3
217837	2856	951
100504113	601	0
100316812	93	1
100859931	3835	0
64113	3728	40
320351	1205	829
100233175	1162	240
66622	3247	496
238386	4306	2106
75483	476	0
217843	8870	168
170952	905	8
100504156	1406	7
65256	2690	1486
68149	3715	135
27225	3157	2533
52668	1053	2589
76933	463	24
217845	1093	10
74521	3683	51
217847	1570	0
12401	1462	0
194604	1346	0
68348	3158	0
20701	1425	25
20703	1442	3
20700	1939	4
20702	1424	0
20704	1374	0
380780	1489	0
71907	1694	0
68054	3690	1
321018	1353	0
268591	2162	0
74069	1864	1
271047	2070	1
16625	1690	3
238393	2290	847
20715	1949	687
546546	2051	5989
628900	2193	1616
238395	1999	5
20714	1652	3
100504264	762	0
20717	1659	977
20716	2085	21532
14836	1174	2
791311	3002	0
192119	9851	1399
100504301	717	12
94040	11962	1826
212073	5532	90
69434	529	15
100306943	275	0
100526471	65	0
73046	930	5
100504315	801	0
27381	1009	1
27379	1026	0
27382	1041	0
27378	830	0
27380	1031	0
21432	1395	0
69952	3282	0
100040339	1575	0
268595	5786	4
12062	1680	62
12061	1338	1
76559	10173	1328
66787	2787	301
78801	3093	40
18789	4509	4480
100503099	2076	0
22367	3796	386
76639	1028	0
71033	1353	0
73160	999	0
74968	1443	0
58208	7923	124
100503150	980	0
52690	2725	1158
12454	2632	792
668158	1547	143
100861813	1116	0
214305	2605	12
13116	2118	242
68519	4201	1385
100504467	1549	7
14026	2698	1238
723909	99	0
70059	3574	180
22632	2324	2678
214663	1964	83
100503195	604	11
723946	96	2
104910	1580	63
22375	2883	1158
212198	2657	82
380785	2712	942
13386	4811	124
17263	12906	253
100316809	80	0
791079	94	0
751547	91	0
100124466	83	0
723843	97	0
723880	67	0
751555	94	0
100526472	89	0
100526519	89	0
353326	5235	1
723866	91	0
76880	1317	0
723937	124	0
387146	70	0
723867	94	0
100316735	75	0
100526473	80	0
387154	62	0
75745	3584	115
100316669	120	0
723854	79	0
449562	69	0
449561	67	0
100861570	71	0
100303647	30	0
100861571	72	0
100303646	71	1
100861572	71	1
100124461	77	0
723858	66	0
723936	82	0
723927	63	0
723859	61	0
100316751	120	0
723839	86	0
791071	81	0
723842	97	0
723878	85	0
751539	74	0
100316673	121	0
751521	99	0
723881	76	0
751522	63	0
751552	92	0
723856	86	0
100124453	84	0
723934	82	0
723855	68	0
723833	79	0
723935	75	0
723940	82	0
723917	74	0
100124450	78	0
723912	76	0
387152	71	0
751523	66	0
723875	73	0
100040724	1300	16
100124484	82	0
387172	66	0
751524	79	0
723857	68	0
723941	90	0
723862	79	0
723913	80	0
723933	79	0
723863	81	0
100499517	83	0
67280	1621	1
353504	1280	0
100526515	82	0
107585	1868	6
629595	385	1461
26931	5591	2371
100503237	2404	7
319786	1306	12
13424	14398	9094
66323	954	26
100861856	712	1
15519	2850	15091
69641	2427	335
26448	1693	20
66709	1653	5
72805	3725	125
100041649	398	396
67236	2179	445
104859	7830	385
74251	2558	411
77878	1093	2
217864	2725	1933
22031	6975	1512
93835	1685	28
100503323	1310	1
217866	6718	3181
380787	657	277
74190	2923	506
21928	3570	264
212539	1215	18
217869	3966	17973
100316932	122	165
100504687	1954	69
17169	3388	2962
12709	1478	9905
328162	2433	518
70369	2138	839
68020	1242	722
16593	3067	1320
74335	2422	97
68520	1310	166
21981	4333	976
77675	1729	1
70257	365	1239
74691	4809	2
217874	761	0
104816	2732	1
100526547	85	0
387199	76	0
668303	6918	46
100504733	1752	0
100126692	3223	0
319942	2636	6
104885	2373	2
70435	4601	2009
11565	1791	214
30954	782	418
11651	2690	5851
382639	3478	170
217882	6640	6209
104759	1978	15
100041194	3572	37
100047183	10677	46
217887	1915	577
71963	2420	1318
56696	2439	11
16450	4054	7167
66174	793	448
72308	2755	1040
399566	2098	182
217893	5480	762
75671	1267	0
116870	2775	1489
100861919	848	0
68337	1439	2784
12925	447	285
104732	3355	100
69195	1601	9
238447	1225	0
380792	1480	0
404711	1007	0
16016	1222	0
16017	1478	0
380795	1201	0
380797	1008	0
16019	1491	2
777656	54	0
777655	48	0
777654	48	0
777648	53	0
777661	11	0
777662	16	0
777664	17	0
777667	17	0
777672	17	0
777675	17	0
777677	17	0
777679	17	0
777657	23	0
238405	2271	0
777681	17	0
238406	2507	0
777685	353	0
777686	350	0
777688	294	0
238412	293	0
777780	294	0
668389	293	0
544896	351	0
638605	293	0
668395	294	0
630486	291	0
641178	294	0
628098	294	0
791089	286	0
791090	293	0
629785	203	0
780793	350	0
780792	294	0
633568	294	0
780794	294	0
640046	292	0
780800	357	0
780801	294	0
780802	294	0
780803	294	0
780804	296	0
668421	340	0
780818	353	0
238418	351	0
629812	299	0
195180	294	0
629818	351	0
780825	351	0
629826	351	0
668438	350	0
632654	363	0
629833	299	0
633457	299	0
780828	300	0
780829	296	0
636260	294	0
780831	291	0
629842	300	0
435321	294	0
629845	299	0
628398	300	0
639510	300	0
238427	300	0
432701	300	0
629849	300	0
380808	357	0
432702	294	0
668469	294	0
380809	359	0
668474	294	0
780864	297	0
668478	294	0
629859	293	0
629860	294	0
629863	294	0
629865	294	0
629866	294	0
629871	294	0
668493	294	0
382692	294	0
668497	294	0
780883	294	0
780884	294	0
780885	294	0
629884	294	0
629893	294	0
628614	294	0
629897	294	0
668517	294	0
780891	294	0
629906	310	0
629908	294	0
629915	294	0
629919	293	0
629925	294	0
640506	301	0
780929	294	0
382696	294	0
780931	309	0
629930	301	0
211331	294	0
780932	309	0
382695	294	0
780938	297	0
780939	349	0
432708	457	0
674018	294	0
668544	282	0
100502704	1206	0
238448	294	0
668549	351	0
432709	302	0
780956	351	0
380823	309	0
636462	301	0
380824	294	0
435328	294	0
619833	309	0
780960	301	0
638634	294	0
619886	302	0
619916	294	0
100775172	301	0
668577	295	0
100775173	309	0
668582	301	0
622728	294	0
100775174	294	0
619994	294	0
213570	294	0
435331	294	0
668589	294	0
668591	294	0
100775175	294	0
620140	293	0
434609	351	0
668597	294	0
668599	296	0
56220	2068	139
22355	3385	1
217935	3725	420
52635	5541	5966
100502747	4161	2
319545	2892	255
76044	6604	569
19276	4688	2
627375	273	80
100038689	842	0
432713	449	0
387171	69	0
217944	3987	188
217946	2611	668
13411	14072	4
20688	5770	1215
100384890	884	0
320145	4480	0
77706	3876	0
320910	3096	343
238455	3818	247
217951	1168	0
73266	979	0
100504487	1282	0
76937	585	14
73270	669	3
14569	2681	4667
105203	8338	1859
142688	2366	440
70405	1426	234
80796	915	1
494124	549	0
56349	3738	2473
238463	3096	0
83428	1478	0
105387	2445	16
105349	1172	4
27384	1232	6
432720	1242	0
111002	1043	12
622402	1231	2
83702	1359	0
116852	1306	0
77337	1209	0
56043	1713	222
432723	2462	0
71867	593	23
23849	4217	26240
69617	3543	2036
56421	3986	4925
100039532	333	227
94191	5456	0
207615	7990	597
319554	2867	204
100039655	684	0
320581	2243	1
69237	2579	2522
217980	4707	1364
100039719	419	0
208440	8026	1612
66505	4114	5068
12671	3168	100
664793	832	0
20191	16813	13
328186	3772	242
238505	4486	300
100039826	507	351
11472	2985	5
432725	483	33
217995	6776	1335
56048	2980	1166
171211	8103	181
67475	4239	549
664862	2941	193
18812	852	0
18811	790	0
107849	694	0
100039786	960	1175
630663	672	0
83924	2981	46
18073	6046	2179
17101	11806	523
14706	2968	3
97884	3681	1529
70430	1807	295
14593	2371	362
94246	6105	3438
94253	9460	1
100862358	659	0
75398	768	333
19166	946	1542
105351	2023	66
670994	509	604
100504070	2565	0
14634	8427	1532
71071	1123	0
328190	1538	0
16323	1529	43
192136	1727	7
66308	2672	344
69562	7081	1431
100316665	121	6
56044	2662	936
67008	3436	357
73992	859	0
218030	2118	0
218035	3197	1129
218038	3195	5
21641	350	0
21638	419	0
21640	406	0
21639	341	0
100126431	60	0
107573	518	0
21637	353	0
100126432	60	0
107575	517	0
107574	503	0
100126433	60	0
21636	350	2
21632	347	0
100126434	61	0
107576	571	1
76205	1284	438
105298	2387	391
20379	1760	6
73412	2088	0
319293	2773	0
353346	3433	0
432730	1786	411
140580	5874	492
665386	340	61
27052	2915	1
258528	951	0
18341	954	0
258527	945	0
19720	4204	457
100862095	660	0
14780	1629	0
75512	1262	0
258526	951	0
22758	4418	48
72739	2602	465
319207	3580	170
432731	3990	378
100316752	81	0
66707	1455	3
544922	2458	34
100038371	934	2
93681	8900	161
258280	1054	0
404335	981	0
258533	945	0
258739	985	0
218066	942	0
258534	954	0
258536	980	0
258067	942	0
319185	381	4
319191	393	3
319152	488	0
319186	381	13
319159	312	1
319160	312	19
319169	393	0
319187	381	39
56702	672	0
319153	483	14
319170	393	2
319188	594	3
665596	2121	14
665433	514	1
100041230	405	1
319161	312	4
319171	393	2
665622	2121	38
100316716	132	0
193452	2703	48
195236	4975	6
54373	2152	174
193453	1159	0
319168	387	0
319184	381	0
319158	537	15
319167	473	2
319183	381	1
252912	927	0
252906	939	0
632534	897	0
252907	903	0
171259	960	0
626299	891	0
171257	1088	0
100312484	906	0
171278	897	0
171254	903	0
171247	1104	0
171246	939	0
171245	972	0
171255	903	0
171258	909	0
171270	936	0
632793	909	0
171251	951	0
171250	939	0
432735	939	0
171252	927	0
432736	939	0
171269	921	0
171277	897	0
171275	1074	0
171249	1155	0
171248	1104	0
171253	903	0
171279	897	0
171273	897	0
171256	897	0
171272	939	0
171271	897	0
100312485	939	0
171274	927	0
100036518	1086	0
74061	1434	0
218100	4912	178
30946	4456	473
320842	617	10
100503351	492	3
12231	3449	1209
238555	2983	3
100503366	456	0
69386	479	4
319173	393	0
97908	492	1
319182	381	1
260423	1003	2
319157	312	2
14957	2977	14
319151	411	3
319166	704	0
319181	615	19
319180	381	1
319165	393	0
319149	411	1
319156	312	2
319179	2510	25
50709	1931	13
319164	2493	5
68024	728	143
107970	912	0
319155	312	0
15216	1722	39
50708	1561	571
319148	480	1
100504109	380	0
319178	469	1
319172	506	0
319150	411	1
326620	312	2
326619	312	4
360198	534	1
80838	747	5
214158	1416	6
218103	2974	2
105355	4276	0
20504	2049	0
319848	2483	0
319177	384	0
319163	390	0
214189	1412	0
68732	5158	629
12763	9755	33
100503456	1683	1
76024	1116	63
193385	6968	2075
320489	3837	196
666145	873	0
57441	977	109
79555	2551	10237
66834	686	292
56196	1977	819
210108	4977	0
73326	690	0
214579	5647	165
14756	4659	456
380836	2035	291
195208	8042	12
22360	2137	0
100503530	583	0
73576	1641	0
15192	1994	0
19109	895	0
18775	878	0
215028	774	0
215029	774	0
27372	929	0
18776	936	0
67000	1282	0
19111	868	0
13529	911	1
66392	864	0
19112	862	0
74188	892	0
67310	934	0
73244	864	0
75596	925	0
19113	959	0
19114	1277	0
18814	997	0
67505	1016	0
56635	870	0
666317	706	0
19110	852	0
28078	1045	0
100862257	354	1517
72518	2716	377
20677	2967	8018
77920	1415	19
68916	2538	373
13557	5097	768
218121	2881	18
11607	2284	22
66694	1313	1671
75090	1136	0
105352	2768	214
16364	4683	11
66482	4250	652
100862264	410	0
210554	1186	0
73924	841	0
15220	2807	42
71307	714	0
100503631	1525	0
14238	2366	3
17300	3990	567
218138	1510	194
100503660	2763	0
238564	5641	0
78903	2642	888
100862286	426	0
66222	1918	3
380839	1599	0
20708	1859	684
20723	3397	1545
20706	1930	1
100862294	471	0
282663	1718	2
20707	1955	3
20726	2101	0
20710	1921	1
20709	1912	0
544923	8413	0
93806	1925	0
238568	1467	0
435350	1494	3
97848	1328	5
20719	1888	2027
68808	777	17
18105	4045	357
19766	4495	7545
68021	1209	492
22151	1607	8475
432745	1033	4
73710	1922	207
100862316	823	0
69666	541	244
73102	6251	533
66895	1872	11090
108161	1315	0
19134	4466	3409
71864	2395	1
66761	1045	1
69123	1346	36
23986	1610	1421
100503727	648	0
100503742	1171	0
12593	3929	419
208366	2736	92
76487	2308	3
380840	1515	133
100042773	682	890
69955	2126	498
68404	1596	1
74145	3927	2
17084	997	4
100042802	1500	4
68750	13633	627
107513	9306	3942
100862351	869	0
71213	2858	92
71340	2744	965
109620	9592	11325
67797	1789	707
12161	2410	28
105245	2617	3538
17828	1769	154
66143	1039	673
108652	2214	574
218165	2816	0
791406	3005	0
21418	3268	637
14538	7039	4289
100628630	72	0
100862098	887	30
68083	1753	1438
66154	952	1261
17152	3565	4
107889	2879	0
637277	2037	0
54326	3837	55
108934	4483	1058
18003	4712	8112
621976	7170	676
328231	1730	0
109254	2566	2
100038577	1696	0
110521	8753	2670
13614	2344	237
218194	5922	44
67046	1263	96
328232	6654	742
68346	1369	44
70078	1811	963
56705	3064	1819
76137	4356	368
328234	3456	1
622552	1270	0
12522	2145	52
328235	1204	0
100503592	1937	0
69491	565	0
16468	6158	1239
94245	1311	608
218203	2983	1092
66355	1554	172
20238	10608	4098
76000	722	184
791386	3153	0
380842	1363	1
666794	3224	961
67252	3658	278
97863	1381	313
218210	6021	5592
16553	6866	3460
105283	1428	3
105193	2294	186
22017	2715	89
218214	4281	522
110052	2602	4640
218215	4694	482
319467	2505	0
619327	3502	1
70971	2012	5
320614	3156	27
15904	1660	3213
320315	667	71
67911	4187	22
442803	789	2
387247	103	5
387252	89	1
387244	94	0
218232	4311	304
12022	1361	0
18676	5260	2031
218236	4919	7461
68128	1461	273
75607	6613	790
18081	1132	815
68480	804	262
66329	1436	2
30938	3110	17
76895	6351	2948
75678	2776	877
66336	1054	85
407800	3596	82
66695	2354	104
27047	1751	1
18295	2540	155
70930	4242	715
105148	4396	817
667488	1791	1
218244	3429	1
667503	3354	0
667507	3006	0
667552	3054	0
100502978	3253	0
380882	3152	0
69211	541	0
109082	1785	92
328250	2548	0
751559	109	0
100124649	109	0
380845	649	0
100503376	2471	0
667693	3109	0
71654	1185	0
667712	3558	0
77428	2990	7
20729	4479	2576
100862200	1571	0
75124	1163	21
667728	3480	871
13610	4484	261
20418	1537	1
66197	694	242
75420	2913	226
20354	4377	207
100502610	2646	0
23882	1081	5138
74050	3272	0
68203	4348	253
100040572	733	0
20963	5272	22
105404	2308	18
11992	1345	207
18030	1992	4646
26564	3970	469
100862222	607	0
268656	2570	310
100040421	2339	0
17702	2162	5
13488	3529	2
14057	2811	436
