EntrezID	Length	MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1
71998	1827	225
57785	794	58
237823	6369	321
100526545	105	0
68964	4167	298
20877	1957	165
71923	1802	113
66910	1265	34
100216530	137	0
22318	2164	551
18626	4701	4141
100038433	1573	1
84653	964	4
23801	2538	24
11686	2347	0
11688	3269	0
14919	8331	0
216846	3950	142
245828	745	201
16499	2537	32
80515	1779	23
216848	6168	2135
327951	762	44
78304	518	264
67020	1585	27
216850	6654	4704
327954	13704	12
13643	3215	1
216853	1896	51
22059	1868	229
11932	2959	14
20415	1407	0
69215	882	19
23879	2970	654
100316749	120	0
20670	1138	0
24070	1314	1196
100316840	83	0
12514	1008	47
13681	1880	1299
80886	2538	625
100503827	954	4
619441	2235	0
69583	1679	169
21944	1694	5
20020	5799	1755
56293	1500	1
75580	7824	284
11443	2149	113
14166	678	9
380705	1941	0
74341	2370	2
108803	1615	0
74288	1031	1
216856	5002	160
69186	431	391
70310	3152	177
83813	3220	305
100503361	531	1
216858	2722	85
216859	2482	27
70419	1674	35
216860	5203	473
56310	1220	323
276770	2017	8222
53422	1564	28
20528	2822	34
53624	1453	3293
54351	1437	446
67181	1615	813
56486	1122	1122
100861682	632	1
78246	2014	354
13543	2935	165
100861689	334	0
11370	2158	1500
723896	89	3
13385	3327	70
11889	1245	0
11890	1373	0
216864	1550	0
17312	1501	0
216867	1756	2
69309	2528	1
12029	3426	9
751537	84	0
387190	94	0
104457	913	165
52898	622	777
11684	2991	1
11685	2309	6
11687	2414	1
75273	3440	498
216869	1728	33
66172	890	108
66102	2448	791
574428	2801	30
75604	975	0
327956	672	0
216871	1203	0
19175	1036	1083
18806	3801	358
50932	4997	634
11448	1591	0
668433	653	0
14723	2732	1
67863	1869	1085
70510	1531	752
18643	870	2421
13808	1519	34
216873	1161	367
216874	4647	303
103844	1377	7
16562	6764	2819
193043	1823	17
327957	1055	0
54189	5423	143
100503922	2138	0
19069	2472	718
69723	1213	73
12261	1165	788
216877	5179	452
116891	3623	645
67139	2766	292
103712	1598	4
195046	4806	0
637515	6143	0
627984	3457	0
619299	2051	0
216881	2739	0
73816	787	0
114230	1575	0
109212	1466	43
327958	6666	284
74477	4332	122
52700	1446	673
67279	1161	93
75304	3313	4
237831	3269	0
73366	1358	0
327959	2598	20
628100	1711	0
21689	1406	0
276829	2624	3
71522	1825	8
18432	4117	1518
216892	3241	3134
77577	1819	77
100504005	518	0
67128	3837	507
11736	8034	650
192986	2376	64
195018	11150	981
53313	4606	76
18436	2441	0
55984	3459	18
66874	6284	217
16407	4572	13
14841	2811	38
94045	2288	70
66048	1436	776
76281	1417	596
83429	3010	575
74637	2781	151
193034	2520	1
246788	2440	3
11484	1534	6
380709	1274	0
258925	1062	0
258924	1210	0
258923	1248	0
258186	1281	0
259026	1080	0
259027	936	0
259024	936	0
258435	939	0
259025	939	0
193053	939	0
76390	3756	0
259011	1395	0
258344	936	0
258236	1120	0
259008	1069	0
259010	939	0
259009	933	0
259007	939	0
18321	978	0
258343	948	0
258705	945	0
259005	948	0
259006	1003	0
327963	4818	0
258701	948	0
258703	948	0
404316	942	0
258706	1092	0
258181	972	0
18359	1328	0
258702	948	0
258704	1049	0
258153	939	0
380711	6410	310
432582	4002	13
74148	5399	1707
18472	6176	1477
67493	2718	236
17428	4586	207
97761	4760	249
104662	3385	625
100217469	60	4
27364	3699	149
103677	5799	512
15248	4492	4
387208	91	2
387150	66	0
246257	2642	88
116905	2103	177
237847	3308	38
68275	3106	752
100861772	624	0
319822	3517	118
20317	1494	27
18816	2192	1
192652	6909	269
100042498	1766	175
387141	95	0
380712	1141	27
192159	7481	3112
280408	1489	85
380713	2884	132
215113	7232	777
100628624	83	0
18738	3724	2743
19062	2641	1538
17913	5662	2678
12928	3618	2298
22627	2078	6401
13447	4245	1601
380714	931	423
74230	921	5
76566	3512	490
68299	2816	948
116972	930	56
276919	3448	64
13168	575	2
67201	2523	644
67390	1492	29
18230	2728	578
56322	2813	400
109934	5801	1623
320522	1207	1
237858	3237	1
53334	4265	463
12874	9152	1301
66601	1366	0
104184	2355	652
15567	2747	3
237859	3114	119
751519	109	0
319634	4654	9
237860	9040	189
216961	1536	53
268445	3336	353
70057	1085	3
216963	3650	806
216964	1366	77
67477	3249	10
216965	12409	915
100861790	1378	0
68564	10399	1534
12957	683	0
360013	7304	1692
791303	2298	0
19193	1774	38
791423	3414	0
20370	4096	0
268448	4393	479
100504178	2435	29
70451	1744	178
14252	2700	341
387162	66	0
723870	72	0
57837	2014	218
216971	3884	138
22032	3016	1602
140859	2800	75
68385	1283	236
268449	560	1791
100529076	45	1
100216539	70	5
100529077	55	0
19376	1806	217
216974	1513	22
20926	6201	2323
20316	1268	823
72503	7443	5488
216976	1227	1
100042648	1715	0
54141	3822	576
11676	1702	14231
276846	2488	520
22248	1281	132
15218	2503	0
790911	3627	2
20500	2191	21
52466	1974	200
237868	5164	2
22370	1745	4
18292	1285	0
195040	1343	279
67811	1951	1128
21927	3709	916
55978	802	785
69071	1333	722
18099	4496	255
69109	1224	76
66274	5053	146
18126	3990	11
16859	1586	117
16706	4081	16
790910	3347	0
78889	3358	3389
791376	728	0
18015	11847	607
104522	1038	0
18377	2226	0
216984	3971	0
14017	2297	0
319377	2653	5
268451	3145	322
790912	2187	0
72218	357	0
387188	66	0
723853	112	1
100038730	1543	2
216987	3871	577
52615	4373	1345
54394	2354	73
237877	7272	229
68550	1287	30
216991	1597	8
71956	1959	61
59040	4356	466
246104	3767	29
70591	4536	129
22680	3723	1491
69077	1743	538
12569	4134	8
338367	5353	839
103743	1393	321
75622	814	0
11418	3789	2
237880	1038	0
71388	1838	0
20296	806	47
20306	801	3
20292	1073	18
20293	536	0
20307	511	0
20290	505	0
270893	4105	0
791422	2220	0
12467	1771	5
66983	3278	92
100503272	885	20
16882	5945	617
67338	4242	439
19364	7062	129
78919	2081	1
217011	1767	152
217012	3552	0
76392	574	0
327978	5989	26
237886	3856	314
276950	4011	30
668706	498	50
237887	3503	13
20556	1664	263
100504448	727	6
20555	1857	1
20558	3958	1
20557	1816	1
100043636	1408	0
237890	3704	0
613254	389	15
103729	1500	6
100302731	96	0
103737	2726	108
71770	5411	1757
276952	3481	0
237891	2610	0
66330	931	69
118453	2311	200
70439	2049	1223
629303	1875	0
20304	532	9
20308	3008	273
100504464	2221	4
20305	1436	20
20302	790	2
20303	660	2
100034251	469	1525
14038	544	46219
66107	438	0
217026	5673	206
21410	2741	0
78394	3166	210
217030	5130	503
100504496	3092	0
56405	1443	383
217031	2119	349
628813	1229	19
107476	9032	22289
56321	1800	335
16869	2750	0
78365	624	0
78471	384	6
217038	2477	97
192970	1421	176
74995	755	0
217039	2950	975
100504527	584	9
70325	2735	58
66196	3924	414
448850	983	203
12351	1300	2726
237898	6924	499
73634	975	0
66884	2407	438
654810	640	4
53892	2894	146
192197	3656	184
100316691	60	0
71489	3138	0
100628627	87	0
78420	658	0
69909	1255	0
21385	3562	5
21387	3257	1
629393	879	0
237911	6933	149
70422	5922	562
327987	11787	1982
76892	4434	589
72508	7889	1072
56427	2070	60
75909	2773	1525
387140	92	0
100504632	669	8370
217057	3133	215
67300	6144	6722
67487	3724	290
319269	3365	965
77864	4902	132
66569	2484	138
74133	3221	167
270906	3827	156
66140	1349	57
723834	86	0
68729	5631	318
320472	6315	0
114714	2954	40
83560	4888	2
19842	164	2
19858	215	9
19860	215	0
19861	218	0
19859	215	0
100503535	1611	0
18952	1636	25
170749	5692	479
327992	4158	1
207742	4311	450
68690	2705	7
20922	693	179
387160	64	0
207777	7616	4
17523	2546	6
76113	2927	2291
380718	2365	59
13861	2691	0
258406	936	0
258408	936	0
258407	1084	0
68097	2819	3225
110809	5262	1878
22344	4521	807
70393	1504	5
103841	3189	330
64656	1302	355
74297	1219	1
76626	6819	720
100628571	92	0
193280	1056	5
11640	3911	1176
73921	811	2
74617	2074	454
217066	812	5
72381	377	0
100504514	1427	0
12812	2607	39
217069	5563	926
56077	5208	124
414094	769	0
217071	581	0
18121	1922	3
214604	2665	0
382543	2238	0
18559	1971	31
67888	1764	0
67468	2661	27
217082	5665	2994
20913	6009	53
69802	2259	191
71943	2093	608
73922	649	0
73470	2270	0
72605	3336	0
217109	2613	265
103537	5231	926
18103	823	1929
18102	1235	846
100862001	398	0
70834	7779	1979
22057	2288	9240
278507	3392	1
67684	3296	582
71452	3763	635
76408	5002	52
12291	8223	0
217116	2589	0
71889	3884	197
104601	2928	80
237926	4151	45
264895	3069	65
12643	1653	2
98238	2780	5655
268465	2228	31
94064	730	171
217119	3424	111
432589	1681	0
217122	2693	6
544806	2187	0
544807	480	0
544808	1560	0
665174	489	0
432591	1357	0
100039739	1073	0
12842	4709	336
20391	1693	0
54388	796	0
217124	4330	1059
100504649	540	2
217125	3318	48
18604	2263	628
16400	4853	525
13393	2606	1
13394	1820	9
320453	1663	3
93670	1248	0
217127	5966	649
215512	2317	130
110172	1169	1911
20747	2882	1852
104079	2093	1
18053	3409	14
100862044	717	0
18673	1799	755
544809	2246	1
432396	537	0
320616	3188	0
268469	2667	291
237928	1910	0
66610	4075	4
14710	702	2
73906	1319	0
14422	4086	4
140486	8382	3
100526468	92	0
14607	649	0
27681	947	328
268470	3974	1449
11951	868	1276
76815	1556	1
237930	3206	0
15408	1313	0
432593	1945	0
193022	617	0
387191	102	0
15417	2701	2
15416	2645	0
15415	1269	1
15414	1322	1
15413	1896	1
723893	110	0
15412	2566	18
15410	3721	34
103889	1631	30
15407	2077	0
100038600	2063	0
78473	2190	2
69884	2495	0
74479	2581	433
12412	1274	497
629750	683	11
18023	4867	2492
56358	930	374
387170	73	0
80280	1875	976
100502635	2804	2
217138	1363	37
103711	2036	474
319371	2820	22
78912	3036	194
83395	3375	8
217140	1518	135
69297	1298	2
107732	1682	519
71240	3535	1278
57765	2552	2
73174	3335	251
16211	5909	2976
100502647	1392	0
19155	4143	792
67036	2431	222
217143	9276	13
192157	7015	530
58996	5450	233
100141474	1425	3
56013	6965	560
69729	612	0
103551	2330	618
246198	7271	371
217149	742	56
22658	2836	154
26446	731	395
108083	5053	367
67480	3307	295
72215	624	6
65019	1062	1688
100302498	128	4
16796	3433	1458
68127	1189	1
72973	1681	6
72324	2905	3
217151	1563	1
12295	2455	43
19921	805	2722
217154	3049	60
72194	8607	487
19014	7590	935
69131	8704	790
100628613	57	0
18013	3137	0
19049	1666	9
69338	1389	0
59045	2083	239
21393	948	0
18948	888	0
320655	2424	146
13866	4998	333
103742	744	1249
14786	2397	120
100862101	617	0
22780	4098	3
69376	1639	14
66612	2023	5648
192852	902	1
450219	1477	0
76758	1666	0
57911	2726	2
100502779	1542	5
22123	2147	2083
12985	1363	3464
23989	3410	717
21833	2246	215
217166	2627	1264
74026	4340	709
100037262	1401	7
192160	3742	759
268480	4163	80
68524	7589	261
23834	4701	124
19401	4131	280
353155	837	0
21973	5217	1362
16010	2069	32
217169	4755	13
12775	1975	0
100862109	465	0
57376	2919	177
268481	2735	2
75706	1689	0
70810	1651	2
320864	2600	0
16675	1539	0
70843	1489	0
16661	2094	85
100504165	903	0
268482	1854	0
66809	1930	0
94179	1539	3
237934	1449	0
406221	1320	0
66380	732	0
66708	1031	0
69473	604	0
69664	1040	0
629873	1129	0
435273	879	0
75586	759	0
100041412	663	0
100041488	396	0
71453	830	0
100502803	807	0
665891	1011	0
68673	971	0
76444	978	0
546511	528	0
100040248	1018	0
68768	918	0
100040276	1200	0
665992	630	0
665998	1058	0
670464	618	0
670472	869	0
670482	777	0
69464	819	0
670496	691	0
100502865	919	0
435285	951	1
432600	1144	0
100415785	1096	0
16705	612	0
670533	1043	0
70831	971	0
670550	921	0
432602	935	0
435286	1077	0
100504183	1891	0
77914	761	0
71888	1679	0
16671	1581	0
16672	1605	0
16660	1581	0
16670	1673	0
53617	1722	0
16673	1666	0
16663	1314	1
16665	1720	65
16669	1375	7507
107656	2580	0
16664	1660	202
16666	1565	9
16667	1511	80
68239	1547	2
20918	1213	3044
14459	455	0
15114	3706	209
16480	5009	3529
66180	1869	141
14230	2603	19
68106	2025	138
66720	2012	1
217194	2436	67
104112	4427	47452
74407	2818	412
12799	2678	533
56354	2312	859
100502925	1599	6
71966	2013	134
278304	4090	0
80861	2412	46
14534	3048	492
75482	726	0
19345	1573	1569
380728	3784	0
15171	584	0
80860	2162	193
20851	5442	1635
20850	3888	3194
20848	4487	7168
19285	3218	81
11975	4029	1879
27419	2478	287
15485	1317	1
71743	2386	632
21428	1975	794
19183	972	74
67998	3306	1344
103733	1609	536
103768	1777	15
217198	3007	258
12777	1725	9
53321	5360	66
14055	4194	342
54409	872	8
28084	1067	797
69847	4148	1488
52469	718	374
68107	2228	105
56208	2031	1179
19192	2620	1443
237940	2540	42
11754	4396	20
14377	2245	0
69684	1334	502
73635	1461	162
217201	3216	172
100862158	1321	0
19942	734	1459
70110	1360	725
26949	2732	981
100862149	744	1
11858	684	53
12189	6648	494
17966	5133	4391
217203	2301	70
666331	472	0
66599	1098	100
19848	187	1
80981	1382	1495
217207	4319	751
18612	2336	55
17285	2208	3
73887	1185	0
74499	2066	1
72349	4204	419
75437	698	0
13384	2848	3
52685	2732	28
50997	4087	130
19064	480	0
217212	499	0
217214	2113	0
76547	1576	115
268490	1224	272
68401	1543	352
15184	3798	1011
217216	2543	39
217217	1362	8
72053	2096	431
217218	3707	774
21429	4806	942
20533	4550	0
51799	3046	195
68066	1674	2025
14824	2333	1171
217219	3099	43
16399	3437	22
237943	6830	346
100040792	677	0
57265	3628	25
77132	1334	2
268491	4573	0
52715	2307	179
11488	5102	9
14615	2906	0
75689	735	0
20624	3333	846
73293	1800	0
66784	1563	0
14580	4072	2
70218	3337	202
23829	1246	0
69739	954	0
68087	1714	309
100862190	614	3
18107	1838	1310
72469	3031	326
67131	2076	203
192231	3401	548
71059	1951	4
57778	3873	4
69441	1214	3
328019	1112	0
53859	4173	191
100862195	840	0
544817	5627	375
653030	2731	2
353047	5128	1511
237954	3645	0
380730	4576	0
69444	884	0
104582	1072	15
56494	3078	1392
399609	3313	37
22412	4519	1
22415	3115	0
18195	3766	632
667631	721	18
11841	2659	705
12921	2428	10
237958	2675	0
17762	5387	5
100303739	1618	0
76719	5510	597
100862243	916	0
217232	5783	889
17896	883	17
629959	351	29
16416	5781	19
70894	1744	4
52686	2619	188
73431	2414	39
24086	5475	677
17534	5801	8
632687	3621	0
77097	11860	502
13056	2474	1426
11421	5102	596
192775	2853	0
71833	5750	627
70207	1337	110
26406	3161	475
67803	2950	457
72149	2543	90
67163	3270	2348
72047	4012	944
56095	2865	879
19184	1277	1242
83796	2869	1145
75870	2985	1
100862279	314	0
14599	810	0
15985	1198	1
110880	6598	2
75573	789	0
15896	1142	8
78943	3976	294
100216537	73	8
21763	4942	1187
18613	3305	94
380732	1320	0
50776	1577	53
13207	3520	10236
100526469	67	42
320162	2727	153
66313	5331	649
16647	2038	431
69066	1100	5
207165	11488	1089
100503350	681	0
68979	3161	290
100503362	727	0
71795	6350	489
100503397	876	7
66997	1723	1056
442842	948	0
78455	6218	602
12299	1203	2
54377	984	6
100503414	1145	0
140723	3834	0
18750	8369	73
100862332	337	0
11818	1186	0
76380	3753	10
100503430	3012	0
12006	4260	5
268498	1078	0
19739	8531	17
67927	454	0
100036768	2765	8
14674	6197	1040
320509	2700	1
13929	3082	358
100503496	1776	0
104681	4509	11
74008	3396	32
52639	1817	551
19084	3323	2020
208659	2541	5403
69324	1470	376
73257	389	0
27404	6178	50
217258	5616	12
217262	6268	5
76184	5720	4
100862355	581	0
217265	8269	284
26399	2064	40
16517	4014	0
16518	5448	51
629967	696	0
217294	1952	76
20682	4146	3249
100038732	870	0
71203	1940	0
72386	1848	33
319871	2446	1
69806	2742	1414
20606	1158	2
16834	3029	264
28081	2615	253
276852	2196	59
52670	1575	50
56699	3375	1431
237979	6604	3
73536	395	0
319819	3402	0
67671	369	13
117160	3456	73
432611	2871	0
286942	3433	8
72014	2260	13
217302	1098	0
70355	4672	776
217303	4642	7
217304	2880	0
387565	690	0
217305	2440	0
140497	1139	0
629970	738	0
100043123	852	0
100043125	852	0
382551	738	0
217306	1949	0
58222	2806	8
246746	1885	0
26941	1922	3400
66176	1130	125
320534	4566	246
14813	4895	2
14149	1866	110
328035	1239	64
237987	2335	0
16470	3183	0
69602	2422	1
217310	3237	4214
237988	3700	960
68572	734	320
71679	574	589
70382	1766	234
432613	1932	0
100628623	100	0
217316	3020	114
276905	2249	32
50773	805	146
100503567	159	2
15374	1358	613
170930	998	514
445007	2159	525
260302	3681	509
50529	1324	634
69674	1841	398
67283	2792	108
14784	2624	581
100503586	416	26
100043184	483	75
71947	4996	394
140721	4722	245
76265	1972	171
217325	3614	653
217328	7820	1
100861625	875	0
170472	3986	180
66528	940	2
68528	975	2
57230	2086	223
100503650	2355	1
192897	6169	530
100038636	2078	1
14635	1506	335
100503677	1644	18
15081	1993	23
217331	3715	258
70450	3967	33
22378	1795	1216
217333	2195	75
338364	3050	41
60441	1411	467
217335	5373	480
11430	3987	1904
69535	902	154
69681	1427	2
14027	6398	133
217337	2526	1773
14428	1940	7
53413	3344	253
15223	2578	32
217340	4655	9
319370	1482	492
217341	2162	0
67763	1868	300
20698	2296	851
217342	5192	351
11298	1455	0
217344	3934	1258
114886	2331	10
100038570	801	5
66293	1997	180
100216536	78	2
100216531	77	7
100216538	76	0
20446	2033	1782
634720	1581	21
193217	3263	11
20445	2392	4
67622	1725	8
107817	1668	434
74319	1039	55
20382	1903	4043
69900	3128	546
268510	4254	0
76972	600	39
74136	5574	2127
53860	4263	898
78403	1344	0
217351	8726	313
217353	3144	870
217356	2908	27
77727	1078	0
20973	1524	879
21877	1369	212
71562	2332	48
11799	3416	361
546519	1820	0
71776	1840	38
100503754	1850	4
12702	2732	2990
100861684	757	0
74451	2298	1393
69926	14889	33
791367	3181	9
100503797	2158	0
19157	3273	806
72344	5609	585
21858	3622	2037
58251	1978	10
100861706	1278	0
19039	2168	122
76025	3025	396
56745	4519	65
100126224	1648	0
217364	3922	150
52897	4545	1
238011	1370	0
12416	3740	21
30951	1393	47
12418	5197	381
207592	6988	125
207607	4979	4
14387	3797	1222
192170	1463	413
170720	3958	780
27029	4324	177
268512	2692	110
100316690	90	0
672511	16939	2559
338371	5277	175
18164	5284	2
100503830	1705	0
74370	6932	843
319454	1290	2
208092	1561	136
100861714	784	0
108100	3610	810
11302	5743	1
723844	98	0
100526518	87	0
12009	3578	152
78777	2779	125
208501	494	77
72055	5413	4510
100861721	752	9
76377	1334	0
100042332	1707	16
268515	10727	246
100503912	575	3
100503938	878	1
11465	1894	1073
66838	619	2
238021	1718	5
71885	3175	215
217365	4685	1521
208634	2064	1
18588	899	2
66431	810	7
67291	2760	182
70317	2023	36
15239	2908	534
56282	949	659
100861766	1104	12
27376	4000	3678
667716	844	0
14527	1929	0
192173	1205	465
68701	775	1
100504013	912	3
18453	2538	15653
192662	2732	2981
21681	1132	351
66156	3495	250
208990	549	2
68671	1835	1227
209011	1715	360
17134	1639	556
100504040	1275	48
209027	2914	384
68515	2307	0
77583	2020	0
68938	1872	435
20892	636	385
217366	2464	640
170758	1078	68
67880	918	303
12409	1021	166
111241	1599	453
19719	2118	580
209318	2071	897
68730	1909	599
100861787	1002	29
14104	9938	120727
71276	3390	103
80879	2577	1
104318	3749	1721
12516	1042	13
58210	2322	1015
209588	1615	3170
637008	1771	12
70956	2046	2
73679	1740	0
217369	1703	0
66179	1243	239
238023	2379	118
217370	2591	315
67608	4412	402
68837	5032	1043
66840	2344	733
217371	1865	41
238024	2028	73
63828	4358	170
108903	3912	379
319530	3243	698
210004	2851	85
210029	2468	100
74675	3238	0
674842	3069	2
74173	1073	121
19325	3513	2510
16570	6849	20
100043040	3300	18
75302	8892	510
13528	2645	679
100503871	3331	4
13435	9852	614
100038522	1385	0
18976	1007	1
668212	6547	13
217378	4713	55
104111	4730	7
52504	4343	80
69709	4013	249
17977	7329	645
100041995	785	0
100042014	748	7
20403	6216	881
74855	2833	1
207921	2886	5
382562	1306	2
626534	1343	813
66055	1116	352
14226	980	1
238037	3180	23
432628	3125	27
217379	2511	1477
320817	8102	668
208439	7048	189
72669	1258	38
672098	820	0
73575	339	0
238055	13909	0
68832	3082	932
238057	1399	0
58240	2958	60
724112	1216	0
11852	2228	2192
328059	2445	0
80913	6686	1846
208941	2647	3
20969	3057	485
100862277	1032	0
319503	3869	0
17775	2130	2839
17182	3014	0
74682	4392	71
75516	1000	170
69420	476	0
23967	2011	4
70881	1855	0
105014	1472	135
238074	786	205
71457	736	0
238076	3059	4
56184	567	0
73304	744	0
209334	3283	65
67241	5603	560
26950	1936	0
74712	1935	0
209550	3175	0
628327	507	2
627110	704	46
76820	4850	8
70858	1341	0
18109	2596	2
104721	2469	1791
71169	7240	1094
105005	3380	106
791361	2842	0
73972	806	1
217410	4198	98
14245	5725	15814
18217	1547	2
268527	8260	1
50496	2496	188
19878	8012	1036
217430	2305	26
73667	1798	1
382571	4789	1
71853	2125	4560
68775	1597	368
217431	2986	195
100526470	83	0
100503365	328	0
18263	2547	13795
53602	1561	79
668525	1485	22
245297	3232	8
668539	972	0
100043324	724	96
236366	2542	1
668558	2349	2
668413	581	0
546524	2616	0
544848	509	0
629055	830	0
100042706	1104	0
100042727	1824	0
668605	564	0
100861711	1290	8
668455	738	20
100503846	632	0
675713	573	0
69513	1727	0
382686	632	0
100503913	896	0
211914	5679	423
16413	1874	228
54451	2560	530
67732	926	157
11491	4410	604
22630	2110	979
100043407	885	10
628850	1263	0
434693	738	199
100043416	1176	1
69732	1407	2
100862386	525	0
668662	1886	4
100861601	1245	0
66808	2268	1
668714	971	1
21340	2019	135
195733	3530	794
194655	3982	270
12879	1838	0
20135	2180	1249
100861907	474	0
67216	2802	97
77480	7402	1370
15902	1272	641
432641	1115	1
100502727	342	0
74930	550	0
108089	5163	4
58185	3785	59
22169	3189	1065
100504347	1973	0
636791	2087	0
20666	8451	2
328069	2998	0
68511	1434	0
94041	1460	0
71693	1383	2
20115	961	409
19819	1457	117
104923	1676	679
217449	4259	319
380752	1692	200
100504402	1291	0
17933	7523	0
328075	3057	0
69675	6614	511
22018	3282	2
268534	2337	8
69566	1547	0
211986	2958	220
100294583	1507	0
11431	3221	61
24057	1736	68
104943	2670	204
629667	210	0
16777	5778	1098
13382	2243	2654
13487	2628	0
104836	4007	140
23985	3083	0
12033	2008	128
71916	1768	44
238123	2997	389
73010	4587	0
73389	4240	1399
19088	3358	138
100504461	1076	0
30955	6954	8
100504475	298	1
72123	4155	112
59027	4547	3009
100504486	2804	30
74076	1633	8
19027	4689	1744
68764	2953	0
320046	1551	2
380753	4278	229
100504517	1831	0
75040	675	0
28071	2324	191
114712	886	0
22160	1630	1
100861990	2847	0
79221	4428	0
75456	1676	0
217463	6226	805
100169866	1859	4
751520	87	0
11622	5494	160
71581	1058	0
403205	819	0
23795	760	5
66109	1923	483
100862018	317	2
432649	1451	115
66912	1871	1242
217473	2446	184
71156	1323	0
66042	1751	2
75847	2690	65
100628578	74	0
17286	2348	5
319660	2155	89
217480	5544	0
73867	919	0
14009	4223	1
11861	3807	1144
20259	2999	103
380755	1213	1
15982	1816	10869
100316693	100	36
629820	401	3
246196	2454	155
238130	8072	141
93757	1177	5
16981	3185	0
27362	1865	1416
100039062	3025	55
67452	4406	1261
319504	7581	24
217517	4325	258
664883	7000	0
217536	1728	222
15228	3985	0
67293	854	0
620583	2931	0
69054	708	0
18760	3778	28
217558	6726	429
76983	2091	1151
12810	2683	0
94186	4164	1089
11782	1113	257
207304	8988	3251
544864	3627	56
320487	7761	416
328092	2564	96
14762	1388	0
76826	1193	38
11855	5197	829
73278	304	0
238161	10263	0
27386	5879	12
67335	282	0
112407	2676	479
665239	591	0
100038648	3622	0
104725	1363	577
100316682	80	0
66266	1043	239
72183	1879	561
12632	2940	401
217578	6179	903
72658	1187	55
665137	778	21
24067	4264	4775
73385	3863	479
100039815	912	72
665155	3286	137
100101807	3863	70
100039830	912	7
100101806	2516	635
100503822	1075	67
59032	2395	138
66132	3117	192
26443	997	1108
18035	1579	9338
79459	1575	108
56856	3102	0
56784	7904	892
52592	2566	166
100503961	1221	0
217588	1509	68
621837	231	546
104798	2288	0
21869	2865	0
97836	617	0
18094	1260	0
18511	2574	0
217593	2766	0
328099	4006	535
73490	1454	29
100504018	1480	26
100040044	1040	6
15375	3188	234
70846	1475	6
100504027	1426	3
100503562	3217	22
20605	3869	0
66864	4539	4
100504043	3093	2
20334	4108	491
66603	1106	107
78232	1255	257
18949	3469	639
338320	1628	3
217615	3082	2433
70611	3446	380
100504078	1246	0
100504101	1089	0
238205	3726	0
73309	521	0
623046	3566	0
217648	1463	27
66689	2854	136
328108	6434	524
328110	4068	503
30795	945	237
104806	7775	258
217653	4017	143
70948	2228	14
238217	1023	0
320772	9834	2
100316870	12530	0
20090	390	239
69706	1501	30
66483	517	1337
217664	2616	1364
109065	2639	63
414085	2546	19
18974	1695	70
271005	1949	24
69554	1946	396
66244	3722	507
11845	3731	2742
76062	1037	17
207965	1027	145
20663	5612	450
217666	3338	278
68055	1485	34
71091	1689	0
751538	110	0
74724	1421	0
399510	4454	317
70934	1852	3
73991	2818	5
100040999	628	4
64010	2524	603
18080	10344	147
791312	2278	1
100504285	1080	0
110095	2821	320
414124	1296	0
94090	7430	0
72736	2320	792
100861697	1220	13
319710	4662	233
56444	4022	533
19167	1434	167
73204	1589	51
238247	5780	432
75266	596	0
30056	1117	169
76967	5763	173
59036	3761	5
67348	637	0
73815	767	0
208846	6004	722
238252	1374	9
67217	1705	30
104771	1976	196
73936	2630	0
104001	3710	2
78257	5247	0
67708	4420	56
66375	1304	527
19042	2789	595
100861726	1074	0
75801	1910	0
20476	3956	0
20471	2849	0
20474	5572	76
17420	2505	257
76357	1669	68
625098	2959	272
380765	689	0
238257	3282	700
73644	1039	2
18755	3301	428
666385	682	1
15251	4761	3183
100504452	3947	16
277089	675	1
75627	2125	67
238266	2705	0
100504476	1161	0
74284	1046	0
386753	2995	0
238271	4061	0
80837	2358	52
217674	1614	8
26932	4810	628
72338	2981	9
665931	832	0
81535	3324	760
319565	21718	280
100628610	83	0
13983	3362	3
80384	2246	0
108156	3324	852
238276	6685	0
109929	1777	39
268564	3987	245
100504512	984	1
15512	2683	102
210762	1453	9
100041694	893	0
100628604	79	0
263406	4955	569
100504549	540	14
20741	10394	894
211151	641	311
14776	1067	23
104886	3126	3436
110606	2560	331
17187	2005	437
53618	3982	656
626215	531	1
268566	3402	1219
70897	1778	4
56217	5515	1049
73834	1410	1192
13665	3152	925
27260	1551	120
268567	3961	117
211945	6439	67
110417	2353	59
11847	1417	560
53612	1281	487
17252	1574	739
77974	1674	0
211978	9368	328
19363	2837	24
12192	2984	2849
69548	4845	37
109711	3739	648
320808	5707	390
100217447	124	0
97827	3323	175
69522	508	0
108760	3920	1
13877	812	360
328133	5230	1250
68354	941	5
217682	3527	90
380768	4399	0
217684	5065	2163
67340	377	0
100504661	1142	9
20384	1653	2906
20493	2102	2
64075	3496	5
100526532	84	0
110893	5068	1
100042143	2865	0
214321	2496	6
11498	2330	8
66272	1997	358
100504690	622	0
24071	10398	504
56622	2911	0
69792	1004	128
100504704	757	0
69480	2042	12
338372	11896	251
54604	12139	1202
217692	7701	64
50779	2626	1
791340	968	0
74283	1082	0
70127	1298	52
73828	2182	784
217695	3869	364
67039	4244	1821
19164	3023	1140
170721	4375	45
18222	1962	466
71952	2346	203
171210	2200	441
26897	1559	535
171282	2325	40
171281	2594	16
217698	1518	44
217700	1822	375
105000	5765	122
70481	2359	12
238317	7373	4381
100502697	3342	7
77219	3290	476
52708	5236	697
217705	3357	21
217707	1602	231
12499	4990	436
72873	2190	9
