EntrezID	Length	MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1
104662	3385	1507
100217469	60	16
27364	3699	174
103677	5799	955
15248	4492	5
387208	91	3
387150	66	1
246257	2642	144
116905	2103	280
237847	3308	49
68275	3106	795
100861772	624	0
319822	3517	131
20317	1494	37
18816	2192	4
192652	6909	313
100042498	1766	606
387141	95	0
380712	1141	30
192159	7481	5493
280408	1489	81
380713	2884	182
215113	7232	2678
100628624	83	0
18738	3724	4999
19062	2641	2052
17913	5662	3682
12928	3618	5265
22627	2078	12500
13447	4245	1733
380714	931	114
74230	921	5
76566	3512	762
68299	2816	1338
116972	930	80
276919	3448	105
13168	575	3
67201	2523	1222
67390	1492	92
18230	2728	1104
56322	2813	601
109934	5801	896
320522	1207	0
237858	3237	0
53334	4265	519
12874	9152	2511
66601	1366	6
104184	2355	1272
15567	2747	2
237859	3114	225
751519	109	0
319634	4654	8
237860	9040	151
216961	1536	41
268445	3336	1029
70057	1085	9
216963	3650	2143
216964	1366	103
67477	3249	5
216965	12409	2361
100861790	1378	0
68564	10399	3161
12957	683	0
360013	7304	1954
791303	2298	7
19193	1774	67
791423	3414	0
20370	4096	2
268448	4393	786
100504178	2435	7
70451	1744	122
14252	2700	711
387162	66	0
723870	72	0
57837	2014	231
216971	3884	262
22032	3016	3796
140859	2800	79
68385	1283	180
268449	560	5558
100529076	45	6
100216539	70	17
100529077	55	9
19376	1806	622
216974	1513	41
20926	6201	5560
20316	1268	1585
72503	7443	6779
216976	1227	1
100042648	1715	1
54141	3822	246
11676	1702	4352
276846	2488	816
22248	1281	231
15218	2503	5
790911	3627	0
20500	2191	5
52466	1974	344
237868	5164	1
22370	1745	2
18292	1285	0
195040	1343	137
67811	1951	1485
21927	3709	2197
55978	802	916
69071	1333	410
18099	4496	363
69109	1224	87
66274	5053	155
18126	3990	3
16859	1586	99
16706	4081	141
790910	3347	0
78889	3358	7120
791376	728	0
18015	11847	786
104522	1038	0
18377	2226	0
216984	3971	0
14017	2297	3
319377	2653	10
268451	3145	971
790912	2187	1
72218	357	0
387188	66	0
723853	112	1
100038730	1543	28
216987	3871	850
52615	4373	1555
54394	2354	109
237877	7272	215
68550	1287	36
216991	1597	3
71956	1959	50
59040	4356	880
246104	3767	190
70591	4536	152
22680	3723	2810
69077	1743	1144
12569	4134	28
338367	5353	937
103743	1393	833
75622	814	0
11418	3789	2
237880	1038	0
71388	1838	0
20296	806	157
20306	801	37
20292	1073	34
20293	536	0
20307	511	0
20290	505	0
270893	4105	0
791422	2220	0
12467	1771	9
66983	3278	223
100503272	885	22
16882	5945	1097
67338	4242	684
19364	7062	152
78919	2081	2
217011	1767	390
217012	3552	10
76392	574	0
327978	5989	78
237886	3856	266
276950	4011	25
668706	498	146
237887	3503	15
20556	1664	455
100504448	727	5
20555	1857	1
20558	3958	19
20557	1816	0
100043636	1408	1
237890	3704	0
613254	389	9
103729	1500	5
100302731	96	0
103737	2726	124
71770	5411	3680
276952	3481	3
237891	2610	1
66330	931	25
118453	2311	32
70439	2049	2095
629303	1875	1
20304	532	18
20308	3008	517
100504464	2221	5
20305	1436	23
20302	790	2
20303	660	8
100034251	469	24
14038	544	65049
66107	438	1
217026	5673	401
21410	2741	0
78394	3166	638
217030	5130	574
100504496	3092	1
56405	1443	1561
217031	2119	466
628813	1229	2
107476	9032	10780
56321	1800	564
16869	2750	0
78365	624	0
78471	384	3
217038	2477	116
192970	1421	326
74995	755	1
217039	2950	2456
100504527	584	16
70325	2735	94
66196	3924	577
448850	983	134
12351	1300	29
237898	6924	1065
73634	975	1
66884	2407	1416
654810	640	7
53892	2894	328
192197	3656	486
100316691	60	0
71489	3138	0
100628627	87	0
78420	658	0
69909	1255	1
21385	3562	24
21387	3257	1
629393	879	0
237911	6933	136
70422	5922	642
327987	11787	5783
76892	4434	683
72508	7889	1525
56427	2070	41
75909	2773	2258
387140	92	0
100504632	669	22813
217057	3133	230
67300	6144	16639
67487	3724	577
319269	3365	3221
77864	4902	178
66569	2484	199
74133	3221	472
270906	3827	92
66140	1349	30
723834	86	0
68729	5631	522
320472	6315	1
114714	2954	37
83560	4888	4
19842	164	0
19858	215	9
19860	215	0
19861	218	1
19859	215	0
100503535	1611	0
18952	1636	28
170749	5692	785
327992	4158	1
207742	4311	395
68690	2705	3
20922	693	373
387160	64	0
207777	7616	8
17523	2546	2
76113	2927	270
380718	2365	85
13861	2691	1
258406	936	0
258408	936	0
258407	1084	0
68097	2819	6485
110809	5262	2723
22344	4521	2264
70393	1504	2
103841	3189	674
64656	1302	540
74297	1219	0
76626	6819	1322
100628571	92	3
193280	1056	9
11640	3911	1386
73921	811	4
74617	2074	953
217066	812	3
72381	377	0
100504514	1427	1
12812	2607	81
217069	5563	1850
56077	5208	329
414094	769	2
217071	581	0
18121	1922	23
214604	2665	0
382543	2238	0
18559	1971	95
67888	1764	2
67468	2661	140
217082	5665	1584
20913	6009	95
69802	2259	255
71943	2093	1213
73922	649	0
73470	2270	0
72605	3336	0
217109	2613	774
103537	5231	2590
18103	823	2636
18102	1235	1230
100862001	398	0
70834	7779	8598
22057	2288	7240
278507	3392	0
67684	3296	1165
71452	3763	743
76408	5002	22
12291	8223	8
217116	2589	4
71889	3884	857
104601	2928	225
237926	4151	103
264895	3069	180
12643	1653	3
98238	2780	10184
268465	2228	28
94064	730	334
217119	3424	146
432589	1681	0
217122	2693	5
544806	2187	0
544807	480	0
544808	1560	0
665174	489	0
432591	1357	0
100039739	1073	0
12842	4709	364
20391	1693	1
54388	796	0
217124	4330	1176
100504649	540	0
217125	3318	103
18604	2263	779
16400	4853	1805
13393	2606	12
13394	1820	5
320453	1663	12
93670	1248	0
217127	5966	1396
215512	2317	171
110172	1169	1595
20747	2882	2565
104079	2093	5
18053	3409	5
100862044	717	0
18673	1799	1260
544809	2246	1
432396	537	1
320616	3188	1
268469	2667	411
237928	1910	0
66610	4075	6
14710	702	4
73906	1319	3
14422	4086	3
140486	8382	19
100526468	92	0
14607	649	0
27681	947	497
268470	3974	4202
11951	868	1335
76815	1556	0
237930	3206	0
15408	1313	0
432593	1945	0
193022	617	2
387191	102	0
15417	2701	1
15416	2645	0
15415	1269	0
15414	1322	0
15413	1896	0
723893	110	0
15412	2566	7
15410	3721	40
103889	1631	13
15407	2077	0
100038600	2063	0
78473	2190	0
69884	2495	0
74479	2581	367
12412	1274	754
629750	683	21
18023	4867	5342
56358	930	389
387170	73	0
80280	1875	1346
100502635	2804	5
217138	1363	76
103711	2036	762
319371	2820	40
78912	3036	452
83395	3375	99
217140	1518	325
69297	1298	6
107732	1682	679
71240	3535	1830
57765	2552	1
73174	3335	331
16211	5909	6174
100502647	1392	0
19155	4143	2252
67036	2431	418
217143	9276	6
192157	7015	1118
58996	5450	1181
100141474	1425	4
56013	6965	847
69729	612	0
103551	2330	1635
246198	7271	1168
217149	742	60
22658	2836	592
26446	731	671
108083	5053	414
67480	3307	538
72215	624	16
65019	1062	5299
100302498	128	8
16796	3433	4043
68127	1189	2
72973	1681	5
72324	2905	2
217151	1563	5
12295	2455	151
19921	805	6673
217154	3049	394
72194	8607	702
19014	7590	2025
69131	8704	1725
100628613	57	1
18013	3137	0
19049	1666	23
69338	1389	0
59045	2083	524
21393	948	0
18948	888	141
320655	2424	413
13866	4998	1000
103742	744	1109
14786	2397	562
100862101	617	0
22780	4098	1
69376	1639	2
66612	2023	3128
192852	902	1
450219	1477	0
76758	1666	0
57911	2726	4
100502779	1542	21
22123	2147	3531
12985	1363	7519
23989	3410	2028
21833	2246	332
217166	2627	2071
74026	4340	1726
100037262	1401	9
192160	3742	2690
268480	4163	99
68524	7589	1015
23834	4701	140
19401	4131	155
353155	837	0
21973	5217	907
16010	2069	50
217169	4755	84
12775	1975	4
100862109	465	0
57376	2919	521
268481	2735	0
75706	1689	0
70810	1651	1
320864	2600	0
16675	1539	11
70843	1489	0
16661	2094	116
100504165	903	0
268482	1854	0
66809	1930	0
94179	1539	36
237934	1449	0
406221	1320	0
66380	732	0
66708	1031	0
69473	604	0
69664	1040	0
629873	1129	0
435273	879	0
75586	759	0
100041412	663	1
100041488	396	0
71453	830	0
100502803	807	1
665891	1011	0
68673	971	0
76444	978	0
546511	528	0
100040248	1018	1
68768	918	0
100040276	1200	0
665992	630	0
665998	1058	0
670464	618	0
670472	869	0
670482	777	0
69464	819	0
670496	691	0
100502865	919	0
435285	951	0
432600	1144	0
100415785	1096	0
16705	612	0
670533	1043	0
70831	971	0
670550	921	0
432602	935	0
435286	1077	0
100504183	1891	0
77914	761	12
71888	1679	0
16671	1581	0
16672	1605	0
16660	1581	1
16670	1673	2
53617	1722	0
16673	1666	0
16663	1314	0
16665	1720	121
16669	1375	28693
107656	2580	16
16664	1660	4812
16666	1565	172
16667	1511	301
68239	1547	2
20918	1213	8568
14459	455	0
15114	3706	362
16480	5009	10783
66180	1869	171
14230	2603	41
68106	2025	415
66720	2012	3
217194	2436	126
104112	4427	17077
74407	2818	154
12799	2678	414
56354	2312	1959
100502925	1599	32
71966	2013	241
278304	4090	0
80861	2412	83
14534	3048	1035
75482	726	1
19345	1573	2391
380728	3784	1
15171	584	0
80860	2162	312
20851	5442	1652
20850	3888	4189
20848	4487	20030
19285	3218	391
11975	4029	1204
27419	2478	290
15485	1317	1
71743	2386	996
21428	1975	682
19183	972	90
67998	3306	1609
103733	1609	486
103768	1777	9
217198	3007	538
12777	1725	7
53321	5360	48
14055	4194	402
54409	872	7
28084	1067	1223
69847	4148	533
52469	718	476
68107	2228	37
56208	2031	1832
19192	2620	3282
237940	2540	170
11754	4396	41
14377	2245	0
69684	1334	563
73635	1461	26
217201	3216	223
100862158	1321	0
19942	734	3270
70110	1360	804
26949	2732	1263
100862149	744	3
11858	684	47
12189	6648	352
17966	5133	3625
217203	2301	154
666331	472	0
66599	1098	159
19848	187	0
80981	1382	8104
217207	4319	1339
18612	2336	27
17285	2208	5
73887	1185	0
74499	2066	0
72349	4204	1384
75437	698	0
13384	2848	5
52685	2732	36
50997	4087	71
19064	480	0
217212	499	0
217214	2113	1
76547	1576	150
268490	1224	529
68401	1543	752
15184	3798	2078
217216	2543	120
217217	1362	14
72053	2096	623
217218	3707	1948
21429	4806	1859
20533	4550	1
51799	3046	179
68066	1674	3469
14824	2333	2791
217219	3099	149
16399	3437	68
237943	6830	758
100040792	677	0
57265	3628	39
77132	1334	1
268491	4573	3
52715	2307	361
11488	5102	13
14615	2906	2
75689	735	0
20624	3333	1731
73293	1800	0
66784	1563	0
14580	4072	1
70218	3337	113
23829	1246	0
69739	954	0
68087	1714	815
100862190	614	13
18107	1838	2068
72469	3031	472
67131	2076	260
192231	3401	1330
71059	1951	7
57778	3873	6
69441	1214	1
328019	1112	0
53859	4173	408
100862195	840	0
544817	5627	680
653030	2731	6
353047	5128	2283
237954	3645	0
380730	4576	0
69444	884	0
104582	1072	38
56494	3078	1733
399609	3313	40
22412	4519	1
22415	3115	0
18195	3766	658
667631	721	22
11841	2659	2174
12921	2428	0
237958	2675	0
17762	5387	21
100303739	1618	1
76719	5510	1530
100862243	916	0
217232	5783	870
17896	883	22
629959	351	23
16416	5781	36
70894	1744	1
52686	2619	572
73431	2414	81
24086	5475	1936
17534	5801	25
632687	3621	1
77097	11860	1045
13056	2474	1765
11421	5102	1736
192775	2853	0
71833	5750	1101
70207	1337	102
26406	3161	1016
67803	2950	1095
72149	2543	240
67163	3270	2655
72047	4012	2021
56095	2865	2546
19184	1277	2749
83796	2869	1654
75870	2985	3
100862279	314	0
14599	810	0
15985	1198	3
110880	6598	7
75573	789	1
15896	1142	23
78943	3976	774
100216537	73	46
21763	4942	1201
18613	3305	124
380732	1320	2
50776	1577	72
13207	3520	23455
100526469	67	70
320162	2727	193
66313	5331	1932
16647	2038	704
69066	1100	7
207165	11488	2748
100503350	681	0
68979	3161	656
100503362	727	3
71795	6350	622
100503397	876	3
66997	1723	1877
442842	948	1
78455	6218	1252
12299	1203	2
54377	984	9
100503414	1145	0
140723	3834	0
18750	8369	197
100862332	337	0
11818	1186	0
76380	3753	59
100503430	3012	0
12006	4260	55
268498	1078	0
19739	8531	133
67927	454	0
100036768	2765	18
14674	6197	1969
320509	2700	1
13929	3082	597
100503496	1776	3
104681	4509	15
74008	3396	44
52639	1817	432
19084	3323	4491
208659	2541	7513
69324	1470	512
73257	389	0
27404	6178	18
217258	5616	12
217262	6268	3
76184	5720	0
100862355	581	0
217265	8269	353
26399	2064	98
16517	4014	0
16518	5448	9
629967	696	0
217294	1952	1472
20682	4146	4963
100038732	870	0
71203	1940	0
72386	1848	122
319871	2446	3
69806	2742	1160
20606	1158	12
16834	3029	369
28081	2615	616
276852	2196	132
52670	1575	75
56699	3375	5258
237979	6604	5
73536	395	0
319819	3402	0
67671	369	28
117160	3456	73
432611	2871	0
286942	3433	2
72014	2260	8
217302	1098	1
70355	4672	707
217303	4642	8
217304	2880	0
387565	690	0
217305	2440	0
140497	1139	1
629970	738	0
100043123	852	0
100043125	852	0
382551	738	0
217306	1949	0
58222	2806	7
246746	1885	0
26941	1922	5715
66176	1130	206
320534	4566	182
14813	4895	4
14149	1866	137
328035	1239	30
237987	2335	0
16470	3183	0
69602	2422	0
217310	3237	2497
237988	3700	256
68572	734	393
71679	574	690
70382	1766	271
432613	1932	0
100628623	100	0
217316	3020	32
276905	2249	111
50773	805	590
100503567	159	8
15374	1358	1441
170930	998	1050
445007	2159	859
260302	3681	610
50529	1324	919
69674	1841	740
67283	2792	153
14784	2624	1352
100503586	416	47
100043184	483	216
71947	4996	757
140721	4722	243
76265	1972	281
217325	3614	1633
217328	7820	7
100861625	875	0
170472	3986	275
66528	940	22
68528	975	6
57230	2086	763
100503650	2355	3
192897	6169	1548
100038636	2078	17
14635	1506	688
100503677	1644	12
15081	1993	52
217331	3715	361
70450	3967	58
22378	1795	1601
217333	2195	735
338364	3050	69
60441	1411	1283
217335	5373	724
11430	3987	3673
69535	902	333
69681	1427	20
14027	6398	562
217337	2526	1951
14428	1940	15
53413	3344	503
15223	2578	72
217340	4655	3
319370	1482	1284
217341	2162	2
67763	1868	870
20698	2296	3512
217342	5192	999
11298	1455	1
217344	3934	3822
114886	2331	10
100038570	801	6
66293	1997	256
100216536	78	1
100216531	77	0
100216538	76	0
20446	2033	606
634720	1581	0
193217	3263	0
20445	2392	0
67622	1725	16
107817	1668	987
74319	1039	68
20382	1903	7222
69900	3128	610
268510	4254	0
76972	600	88
74136	5574	1795
53860	4263	3589
78403	1344	0
217351	8726	698
217353	3144	799
217356	2908	23
77727	1078	0
20973	1524	1752
21877	1369	143
71562	2332	77
11799	3416	295
546519	1820	0
71776	1840	71
100503754	1850	1
12702	2732	2617
100861684	757	0
74451	2298	1269
69926	14889	99
791367	3181	12
100503797	2158	0
19157	3273	1505
72344	5609	1912
21858	3622	5584
58251	1978	86
100861706	1278	0
19039	2168	301
76025	3025	588
56745	4519	2645
100126224	1648	4
217364	3922	163
52897	4545	6
238011	1370	0
12416	3740	48
30951	1393	75
12418	5197	439
207592	6988	164
207607	4979	2
14387	3797	2353
192170	1463	1031
170720	3958	743
27029	4324	234
268512	2692	242
100316690	90	0
672511	16939	3230
338371	5277	315
18164	5284	8
100503830	1705	0
74370	6932	1102
319454	1290	1
208092	1561	221
100861714	784	0
108100	3610	3120
11302	5743	4
723844	98	0
100526518	87	0
12009	3578	336
78777	2779	153
208501	494	159
72055	5413	3395
100861721	752	7
76377	1334	0
100042332	1707	25
268515	10727	432
100503912	575	2
100503938	878	1
11465	1894	2893
66838	619	27
238021	1718	24
71885	3175	506
217365	4685	2474
208634	2064	0
18588	899	3
66431	810	32
67291	2760	448
70317	2023	65
15239	2908	1274
56282	949	934
100861766	1104	7
27376	4000	3619
667716	844	0
14527	1929	1
192173	1205	1077
68701	775	1
100504013	912	1
18453	2538	13022
192662	2732	7194
21681	1132	715
66156	3495	435
208990	549	4
68671	1835	1022
209011	1715	562
17134	1639	1213
100504040	1275	154
209027	2914	249
68515	2307	0
77583	2020	6
68938	1872	1034
20892	636	390
217366	2464	1251
170758	1078	471
67880	918	1545
12409	1021	1473
111241	1599	4198
19719	2118	964
209318	2071	1239
68730	1909	880
100861787	1002	6
14104	9938	42276
71276	3390	150
80879	2577	9
104318	3749	6613
12516	1042	5
58210	2322	319
209588	1615	971
637008	1771	21
70956	2046	0
73679	1740	0
217369	1703	0
66179	1243	312
238023	2379	189
217370	2591	607
67608	4412	590
68837	5032	1248
66840	2344	1830
217371	1865	50
238024	2028	45
63828	4358	166
108903	3912	820
319530	3243	2434
210004	2851	106
210029	2468	403
74675	3238	0
674842	3069	2
74173	1073	271
19325	3513	4517
16570	6849	41
100043040	3300	10
75302	8892	980
13528	2645	1206
100503871	3331	2
13435	9852	909
100038522	1385	0
18976	1007	1
668212	6547	9
217378	4713	162
104111	4730	34
52504	4343	96
69709	4013	340
17977	7329	858
100041995	785	0
100042014	748	10
20403	6216	1331
74855	2833	7
207921	2886	9
382562	1306	2
626534	1343	1668
66055	1116	640
14226	980	6
238037	3180	13
432628	3125	53
217379	2511	1663
320817	8102	1106
208439	7048	227
72669	1258	32
672098	820	0
73575	339	0
238055	13909	0
68832	3082	1401
238057	1399	1
58240	2958	87
724112	1216	1
11852	2228	5959
328059	2445	2
80913	6686	3336
208941	2647	2
20969	3057	1125
100862277	1032	0
319503	3869	2
17775	2130	6068
17182	3014	0
74682	4392	93
75516	1000	164
69420	476	0
23967	2011	3
70881	1855	0
105014	1472	99
238074	786	427
71457	736	0
238076	3059	4
56184	567	0
73304	744	0
209334	3283	43
67241	5603	682
26950	1936	1
74712	1935	0
209550	3175	2
628327	507	10
627110	704	366
76820	4850	18
70858	1341	0
18109	2596	5
104721	2469	2562
71169	7240	1067
105005	3380	186
791361	2842	0
73972	806	0
217410	4198	1511
14245	5725	8454
18217	1547	1
268527	8260	1
50496	2496	627
19878	8012	3357
217430	2305	42
73667	1798	3
382571	4789	3
71853	2125	6104
68775	1597	3607
217431	2986	558
100526470	83	0
100503365	328	0
18263	2547	4775
53602	1561	217
668525	1485	50
245297	3232	76
668539	972	1
100043324	724	263
236366	2542	0
668558	2349	4
668413	581	1
546524	2616	0
544848	509	0
629055	830	0
100042706	1104	1
100042727	1824	0
668605	564	0
100861711	1290	23
668455	738	34
100503846	632	0
675713	573	1
69513	1727	1
382686	632	1
100503913	896	3
211914	5679	690
16413	1874	302
54451	2560	778
67732	926	217
11491	4410	988
22630	2110	2179
100043407	885	10
628850	1263	6
434693	738	458
100043416	1176	8
69732	1407	5
100862386	525	0
668662	1886	15
100861601	1245	0
66808	2268	6
668714	971	5
21340	2019	188
195733	3530	1678
194655	3982	1700
12879	1838	1
20135	2180	643
100861907	474	0
67216	2802	294
77480	7402	2157
15902	1272	1570
432641	1115	0
100502727	342	0
74930	550	0
108089	5163	5
58185	3785	36
22169	3189	177
100504347	1973	0
636791	2087	0
20666	8451	15
328069	2998	0
68511	1434	0
94041	1460	0
71693	1383	4
20115	961	1282
19819	1457	130
104923	1676	1185
217449	4259	494
380752	1692	305
100504402	1291	0
17933	7523	1
328075	3057	0
69675	6614	1505
22018	3282	1
268534	2337	6
69566	1547	0
211986	2958	228
100294583	1507	0
11431	3221	91
24057	1736	250
104943	2670	888
629667	210	0
16777	5778	1359
13382	2243	2797
13487	2628	0
104836	4007	406
23985	3083	0
12033	2008	222
71916	1768	47
238123	2997	425
73010	4587	0
73389	4240	1980
19088	3358	274
100504461	1076	0
30955	6954	13
100504475	298	2
72123	4155	539
59027	4547	3115
100504486	2804	26
74076	1633	5
19027	4689	2757
68764	2953	0
320046	1551	1
380753	4278	349
100504517	1831	0
75040	675	0
28071	2324	379
114712	886	0
22160	1630	4
100861990	2847	0
79221	4428	0
75456	1676	0
217463	6226	711
100169866	1859	2
751520	87	0
11622	5494	1181
71581	1058	1
403205	819	8
23795	760	2
66109	1923	167
100862018	317	0
432649	1451	165
66912	1871	2530
217473	2446	246
71156	1323	0
66042	1751	5
75847	2690	137
100628578	74	0
17286	2348	3
319660	2155	57
217480	5544	0
73867	919	0
14009	4223	3
11861	3807	791
20259	2999	282
380755	1213	7
15982	1816	26245
100316693	100	30
629820	401	2
246196	2454	467
238130	8072	208
93757	1177	35
16981	3185	0
27362	1865	935
100039062	3025	87
67452	4406	2567
319504	7581	10
217517	4325	401
664883	7000	0
217536	1728	338
15228	3985	0
67293	854	0
620583	2931	0
69054	708	0
18760	3778	69
217558	6726	332
76983	2091	1017
12810	2683	0
94186	4164	2049
11782	1113	502
207304	8988	7379
544864	3627	104
320487	7761	588
328092	2564	101
14762	1388	0
76826	1193	111
11855	5197	1547
73278	304	0
238161	10263	2
27386	5879	89
67335	282	0
112407	2676	1045
665239	591	0
100038648	3622	0
104725	1363	882
100316682	80	0
66266	1043	356
72183	1879	1247
12632	2940	1293
217578	6179	5440
72658	1187	75
665137	778	111
24067	4264	4451
73385	3863	1119
100039815	912	140
665155	3286	163
100101807	3863	97
100039830	912	25
100101806	2516	616
100503822	1075	100
59032	2395	347
66132	3117	766
26443	997	2969
18035	1579	18684
79459	1575	217
56856	3102	0
56784	7904	1732
52592	2566	188
100503961	1221	0
217588	1509	134
621837	231	680
104798	2288	0
21869	2865	0
97836	617	0
18094	1260	0
18511	2574	0
217593	2766	1
328099	4006	983
73490	1454	96
100504018	1480	9
100040044	1040	5
15375	3188	248
70846	1475	3
100504027	1426	1
100503562	3217	18
20605	3869	0
66864	4539	6
100504043	3093	2
20334	4108	778
66603	1106	135
78232	1255	282
18949	3469	1506
338320	1628	0
217615	3082	2768
70611	3446	740
100504078	1246	0
100504101	1089	0
238205	3726	0
73309	521	0
623046	3566	0
217648	1463	154
66689	2854	222
328108	6434	1020
328110	4068	1181
30795	945	635
104806	7775	314
217653	4017	98
70948	2228	18
238217	1023	0
320772	9834	3
100316870	12530	1
20090	390	517
69706	1501	17
66483	517	1711
217664	2616	1773
109065	2639	80
414085	2546	30
18974	1695	130
271005	1949	22
69554	1946	796
66244	3722	904
11845	3731	8088
76062	1037	18
207965	1027	202
20663	5612	716
217666	3338	378
68055	1485	87
71091	1689	2
751538	110	0
74724	1421	0
399510	4454	661
70934	1852	5
73991	2818	11
100040999	628	9
64010	2524	1325
18080	10344	376
791312	2278	3
100504285	1080	0
110095	2821	63
414124	1296	0
94090	7430	1
72736	2320	832
100861697	1220	14
319710	4662	2031
56444	4022	708
19167	1434	306
73204	1589	86
238247	5780	772
75266	596	1
30056	1117	283
76967	5763	173
59036	3761	17
67348	637	0
73815	767	0
208846	6004	1926
238252	1374	59
67217	1705	149
104771	1976	296
73936	2630	0
104001	3710	3
78257	5247	0
67708	4420	40
66375	1304	808
19042	2789	1566
100861726	1074	0
75801	1910	0
20476	3956	0
20471	2849	0
20474	5572	108
17420	2505	374
76357	1669	126
625098	2959	281
380765	689	0
238257	3282	696
73644	1039	4
18755	3301	1604
666385	682	2
15251	4761	3404
100504452	3947	5
277089	675	2
75627	2125	163
238266	2705	0
100504476	1161	0
74284	1046	0
386753	2995	0
238271	4061	0
80837	2358	74
217674	1614	2
26932	4810	1331
72338	2981	2
665931	832	0
81535	3324	874
319565	21718	535
100628610	83	0
13983	3362	1
80384	2246	0
108156	3324	893
238276	6685	2
109929	1777	49
268564	3987	619
100504512	984	2
15512	2683	194
210762	1453	19
100041694	893	0
100628604	79	0
263406	4955	1504
100504549	540	59
20741	10394	922
211151	641	521
14776	1067	11
104886	3126	6268
110606	2560	581
17187	2005	1328
53618	3982	472
626215	531	0
268566	3402	1719
70897	1778	14
56217	5515	2791
73834	1410	1491
13665	3152	1672
27260	1551	152
268567	3961	242
211945	6439	254
110417	2353	77
11847	1417	719
53612	1281	849
17252	1574	420
77974	1674	3
211978	9368	343
19363	2837	37
12192	2984	6824
69548	4845	95
109711	3739	2607
320808	5707	816
100217447	124	0
97827	3323	370
69522	508	0
108760	3920	9
13877	812	1110
328133	5230	1478
68354	941	2
217682	3527	6
380768	4399	0
217684	5065	3530
67340	377	0
100504661	1142	6
20384	1653	7053
20493	2102	2
64075	3496	318
100526532	84	0
110893	5068	1
100042143	2865	0
214321	2496	13
11498	2330	12
66272	1997	380
100504690	622	0
24071	10398	575
56622	2911	1
69792	1004	275
100504704	757	1
69480	2042	336
338372	11896	855
54604	12139	1581
217692	7701	158
50779	2626	0
791340	968	0
74283	1082	0
70127	1298	20
73828	2182	1080
217695	3869	860
67039	4244	3942
19164	3023	2253
170721	4375	271
18222	1962	790
71952	2346	306
171210	2200	4025
26897	1559	7855
171282	2325	127
171281	2594	45
217698	1518	114
217700	1822	238
105000	5765	124
70481	2359	15
238317	7373	3033
100502697	3342	8
77219	3290	592
52708	5236	1068
217705	3357	17
217707	1602	338
12499	4990	677
72873	2190	9
66381	1379	171
104776	3346	925
100861863	582	0
217708	2144	110
12677	3180	0
19300	2527	280
432677	3608	0
627191	2499	1
67963	3262	5299
74316	868	381
16997	6603	512
100303738	3954	7
68497	5434	943
73736	716	258
56531	7034	1044
100502763	1133	3
73422	2682	2
78920	2767	2983
238323	2534	17
18654	1569	13
217715	1573	718
217716	5428	106
66204	648	149
72350	4482	18
217718	5386	1707
100502783	668	0
68581	3526	1538
14281	2093	25936
81703	1881	3592
53314	904	20
217721	3435	81
58520	1185	398
320244	4841	473
21809	3385	2550
100861892	920	6
76411	809	440
328136	3160	0
70373	3919	298
26380	4621	119
238328	6189	172
68737	3850	339
627607	1949	0
238330	4112	3787
217732	4409	470
238331	792	0
217733	3335	0
64242	1616	5
217734	5059	351
14874	2108	630
382620	7179	153
238333	2066	0
71275	1412	4
104799	2701	352
217737	1320	1507
217738	1425	0
20773	3754	1758
211064	1949	358
100526546	79	0
654309	1170	6
380773	419	309
66354	2257	1448
666806	1872	0
193322	1812	2
100042776	998	15
100042786	689	24
100862206	930	4
100861908	435	0
100861898	530	0
544881	1851	0
100038992	222	40
100038982	4341	12
100039042	1766	0
100039052	1822	1
100039076	798	0
100039087	1899	0
100039100	435	0
100039162	435	0
100039129	435	0
667350	930	51
546543	222	0
100039315	1893	6
666862	435	1
435337	1842	0
633093	4204	1
266459	1641	4
100503047	438	1
72113	2287	365
71818	2283	7
18191	9782	0
13371	5815	34
75216	4807	112
71349	1023	0
22095	4874	0
83602	5806	94
108800	9896	257
666955	2624	14
20338	6300	1426
399558	7099	3
100862089	695	0
69423	613	0
14420	3704	393
14744	2035	8
72258	2533	0
104871	2025	53
24000	5738	1291
75553	4184	1139
319670	10136	523
76260	2308	134
67639	1176	0
71375	2611	373
100503855	3630	0
100503812	646	1
73457	645	0
78767	2069	7
104884	2058	278
217826	3112	1
19179	1502	1612
217827	3708	282
100038378	1982	12
12313	4001	5516
100861669	753	0
100038713	4791	0
104718	3442	486
73086	4406	319
100040123	408	3731
217830	3229	36
667148	701	612
238377	3505	1
68339	6292	857
100038467	3405	2
100316805	121	0
68734	4594	2538
319760	3100	14
74947	3665	3
271036	3716	0
74413	2584	283
23876	5829	31
109181	6448	1158
100504056	2370	6
110616	5404	469
100040297	1174	1166
51786	5315	756
238384	2092	1
217835	4007	377
19141	1874	320
27277	2902	835
12652	1882	0
217837	2856	606
100504113	601	0
100316812	93	0
100859931	3835	0
64113	3728	2
320351	1205	502
100233175	1162	140
66622	3247	324
238386	4306	1076
75483	476	0
217843	8870	1
170952	905	0
100504156	1406	0
65256	2690	3
68149	3715	62
27225	3157	1643
52668	1053	1300
76933	463	3
217845	1093	0
74521	3683	7
217847	1570	0
12401	1462	0
194604	1346	0
68348	3158	0
20701	1425	3
20703	1442	0
20700	1939	0
20702	1424	0
20704	1374	0
380780	1489	2
71907	1694	0
68054	3690	0
321018	1353	1
268591	2162	0
74069	1864	0
271047	2070	0
16625	1690	1
238393	2290	15
20715	1949	12
546546	2051	64
628900	2193	9
