EntrezID	Length	MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
100041019	759	1
545007	1815	9
100041054	615	1
623078	780	6
100041076	615	1
100041119	977	1
554327	1885	20
100041139	1022	1
100041177	615	3
100169868	1376	4
100040928	732	0
666549	1239	0
100041262	780	0
665981	615	0
100041283	766	1
673676	666	0
100041317	615	0
100041306	519	2
100041336	657	0
666800	1206	0
100041374	732	1
108978	2065	5
666772	660	0
666765	615	0
666329	519	4
666750	657	0
100041678	875	312
100036571	1146	78
100036572	1465	191
666706	615	23
100041184	708	0
100041825	657	0
100036568	2738	23
100041515	780	0
622931	1294	0
100041598	615	3
100041279	618	2
100041651	765	8
622640	615	8
100042054	800	7
100041702	1146	9
100862207	759	6
100861615	2277	99
100861646	980	11
100861657	1674	2
544998	657	191
100041958	1155	12
100041964	615	9
100042024	732	21
100041664	618	7
100504200	657	10
100041151	684	33
666918	918	11
100504413	522	4
100504218	618	2
100042100	1410	30
100038847	1955	12
100042129	849	3
100042149	2139	17
626456	732	2
100042182	732	0
100042217	615	0
100042235	795	7
545013	997	3
68308	1293	1
100041874	2149	49
100042304	695	11
218695	1124	17
286940	9067	3726
13421	3702	0
66082	2018	32
67053	2467	485
218699	2840	669
68263	1485	4615
71393	1649	199
93732	2628	36
100861833	907	0
268709	3144	21
100504681	476	0
18300	1251	1
74430	2751	5
74859	1097	0
100041948	920	415
14198	987	16
100042415	2774	20
19270	9190	146
218734	2477	180
54713	2304	0
27062	5529	1
328354	1921	0
72003	2946	0
218739	1240	0
238939	2135	0
66231	1148	576
246103	6853	612
66413	1296	952
258387	951	0
18330	954	1
16188	1394	11
218756	7389	851
674895	3348	0
218763	1662	0
71147	3752	129
59007	2901	607
21974	5633	1032
218772	2775	2
21834	6555	396
353187	4640	1229
66480	1841	4090
69721	4592	88
22194	1386	216
100861885	364	0
218793	1374	85
100039452	657	1
432825	1004	5
18074	4884	135
68045	1510	767
14702	3826	2
67509	2304	112
16529	3364	4095
74571	879	13
67725	2523	110
70601	3125	501
105428	3149	192
100504266	669	0
108671	1631	332
66242	566	217
76670	3800	2
11750	2965	772
74843	1829	10
19056	3881	822
75602	751	2
78787	6495	150
100504278	1046	15
59011	1294	0
68760	3922	6
218811	4515	2919
73068	3344	56
76133	1088	4
66121	595	394
268721	6073	1476
17423	3907	187
12325	3703	264
18792	2343	60
22330	5229	1082
55946	4424	853
11534	1952	921
54169	7337	425
435391	1103	0
27389	1963	0
67630	6997	298
22334	1662	1844
69156	2241	26
319486	2176	3
100861834	912	0
218820	4213	193
76633	911	36
74896	976	0
791307	2731	0
268723	2791	0
16531	7827	3
620499	714	188
71228	7853	311
105418	1492	0
218832	4683	341
20088	875	3391
70955	986	0
75862	774	0
432830	608	0
328365	7525	792
100526533	85	0
77592	3858	0
105675	1549	312
68173	1777	53
74272	868	0
71918	4375	49
11744	2395	494
211623	451	1
66039	2355	388
105594	1653	0
278672	2010	1
100039484	870	0
100039175	1547	0
100039192	1732	32
100039213	1660	0
100039227	2334	1
100039503	870	0
100039246	1122	0
100039257	1732	0
100039280	1714	0
100039293	2334	0
71106	3387	36
83997	4501	3228
100039353	357	0
211922	5432	679
11843	2042	5825
211948	3529	502
110083	10638	1
142687	2101	2
72993	6961	330
15209	1138	0
171463	8220	17
665333	853	69
71704	3585	377
218850	7577	382
320234	2951	91
238988	6083	14
100502956	629	0
100504469	1855	0
22418	4373	134
12294	3695	0
319476	7318	0
80795	1018	521
56249	2121	179
50905	2061	3
218865	5891	600
12289	9252	12
75901	5616	397
21881	3207	23270
100526475	60	0
18753	2775	941
328370	2372	248
54650	8122	584
69179	3738	1641
66175	1179	16
16427	3145	36
16426	2819	0
16424	3077	0
23955	2714	156
69019	1006	1309
76485	2521	196
30877	1884	1249
100217431	59	13
100217423	54	16
66923	8117	1385
66487	403	60
70021	1410	31
192187	7995	34
100861939	591	0
64652	5586	2247
21924	703	1
218877	3686	15
71838	1984	53
104416	3406	563
110084	12872	2
12339	3562	772
24056	2482	2646
67011	1905	128
74427	4238	1228
382864	2835	1
56794	2618	36
26363	1942	157
105522	5229	738
320621	3897	0
78754	2341	2
105638	3016	393
218885	2062	417
17695	522	0
27057	3577	106
53600	1162	748
26430	4391	532
239017	3449	4
67085	398	0
12647	2810	0
20508	2414	0
319955	8422	325
320321	2780	0
107751	1550	0
100504518	5547	0
69069	1473	1
105511	1694	2
320736	2743	1
545030	9681	0
67580	2717	8
622657	237	26
239027	2598	1
100862308	2257	0
26419	5756	463
268729	4113	0
19256	3090	0
14560	2512	0
12165	2988	0
19661	5276	2
382867	4301	2
432838	1903	0
105518	1338	82
239029	2126	26
11752	1871	67
19065	1903	0
432839	1601	1
319508	4184	2
75698	3454	68
14661	3158	1010
100041231	632	38
69134	367	6
20618	732	2
105450	3935	20
12166	5332	1581
78243	778	0
24131	6016	537
30044	2869	3
218914	4585	1837
14803	3428	1
723847	98	0
239036	1162	0
218921	839	0
72972	7540	449
57811	1659	0
239037	4317	0
239038	2781	0
170677	4304	425
70045	756	87
66092	3081	2358
18183	4036	0
75170	927	0
100503038	2706	0
73591	396	0
328381	1296	9
52588	2476	3773
100503457	841	1
70564	1537	848
71200	592	0
69496	995	0
11720	3208	10
20387	2775	0
17194	923	0
20390	1326	8912
666186	504	0
100041722	613	0
100042114	654	0
666376	504	0
666207	504	0
666214	613	0
100503856	844	0
73553	912	0
666233	606	0
100040771	759	0
666253	873	0
666298	636	0
100504358	672	0
100042055	847	0
100504444	504	0
100042130	555	0
666420	672	0
100041106	1566	317
666485	504	0
71826	883	0
666502	549	0
100861719	549	0
100042342	836	0
666561	672	0
13586	713	0
53877	462	0
93725	471	0
503844	708	5
630952	444	0
13587	716	0
74954	1289	0
666647	621	0
666660	792	0
666675	792	0
666678	672	0
385138	899	0
666723	792	0
666744	1240	0
19214	3187	2
100124437	69	0
73895	2282	106
19217	3768	145
70561	4028	497
70713	2444	17
50527	4418	964
100503256	404	0
67089	1564	901
100504523	569	2
56291	4258	161
54342	2536	422
218952	3243	1420
67651	735	0
114874	5198	464
100628600	93	0
320367	2557	0
666834	504	1
218963	703	2677
100041724	676	0
12159	1994	1
100502795	693	0
72391	773	55
12793	1484	643
63985	4171	660
328388	2919	7
68755	1202	338
74480	7422	2
14528	2764	352
218973	4174	210
67296	2154	240
218975	4493	813
16854	1406	149
218977	4642	93
78938	3634	192
100504663	3451	319
16709	4485	993
73961	825	1
93834	5849	54
624367	1599	0
218989	5218	133
18424	1737	0
606497	743	0
100041864	684	1908
66770	1629	0
218993	1115	0
105504	4659	816
74385	3165	241
70646	4597	359
67082	1167	0
75288	1881	0
67419	2748	1
258487	1582	0
259147	1006	0
258485	1006	0
100041975	219	1
258314	1110	0
258313	966	0
258316	1035	0
258039	936	0
258275	972	0
258486	957	0
258360	981	0
258659	1044	0
258657	994	0
258658	942	0
257909	1065	0
239081	3162	0
258660	939	0
258662	936	0
258663	930	0
258661	936	0
258233	1144	0
73889	600	0
258422	1120	0
219019	936	0
257884	972	0
258296	1175	0
258295	945	0
258264	955	0
258113	924	0
56858	1021	0
219022	3653	174
239083	1508	5
85029	325	7
11546	1788	242
21745	8163	480
546611	1602	1
328399	2046	0
66246	1608	154
11792	1307	222
219024	2753	636
18950	2941	1213
667034	1223	54
75019	1665	49
328401	1187	0
497113	579	0
497106	438	0
404319	1132	0
11727	1275	1
58809	1996	25
219026	1257	0
78416	1072	0
19752	970	69
54159	759	0
11731	438	1
503847	462	0
93726	691	0
75377	1140	0
638695	1157	0
669149	2574	0
22301	2942	0
434459	1581	0
545047	851	0
219033	695	4
278676	1461	31
93719	713	0
52535	1623	154
214922	2334	26
29811	2157	154
219038	628	0
497071	614	0
268739	5643	1885
100502764	713	62
69890	3317	278
619301	1227	6
258420	936	0
15381	2844	2382
77945	5213	74
114741	4491	656
67772	8190	1125
100217445	99	0
100861840	254	33
76338	2756	116
268741	4458	860
56335	2021	149
50524	5336	22
258008	942	0
258424	942	0
258268	957	2
258423	1039	0
627171	332	0
57271	1010	0
57270	1868	0
57269	1679	0
100042372	330	0
667441	417	0
633740	343	0
667449	338	0
671652	337	0
436539	341	0
100042410	337	0
627394	338	0
100042419	335	0
277146	340	0
382180	341	0
667476	337	0
671927	336	0
667481	338	0
100101486	332	0
100042444	348	0
640196	343	0
627273	329	0
100043177	341	0
640931	323	0
630415	364	0
436468	349	0
100042470	338	0
328482	340	0
100042479	328	0
100043197	338	0
100038850	338	0
667542	342	0
667547	331	0
100043214	364	0
100101491	342	0
100043202	343	0
667574	220	0
195296	329	0
667583	346	0
385047	335	0
320734	334	0
667596	337	0
667604	337	0
547329	326	3
639655	338	0
634322	361	0
636127	340	0
279872	339	0
100126451	336	0
667626	333	0
620297	341	0
100042560	343	0
667635	329	0
100043218	341	0
100042568	331	0
100043204	364	0
100126452	352	0
100042574	334	0
667660	330	0
100042579	331	0
100126454	277	0
100043270	344	0
100043274	340	0
667681	347	0
100042593	331	0
193574	364	0
547424	352	0
100043282	343	0
279882	340	0
100042607	331	0
100042614	347	0
100126456	368	0
100126457	341	0
547328	337	0
100126458	337	0
100126459	350	0
100126460	331	0
100043308	361	0
634132	332	0
100126462	334	0
328483	338	0
547420	337	0
100126463	339	0
386450	341	0
674098	307	0
627324	337	0
100126464	338	0
667765	333	0
100126465	344	0
100126466	343	0
630061	329	0
630086	341	0
100126469	331	0
436467	364	0
386446	352	0
436479	330	0
100126471	328	0
100043322	344	0
654836	347	0
638566	331	0
667567	451	1
436545	349	0
320898	343	0
630461	338	0
100113414	331	0
21507	347	0
100113413	368	0
213480	341	0
432910	336	0
193587	337	0
195297	350	0
100113412	331	0
547330	361	0
211027	343	0
219060	328	0
627777	341	0
547427	328	0
547428	341	0
100101940	332	0
627813	337	0
100101942	348	0
320913	348	0
100114901	345	0
100114902	9	0
100114904	16	0
100115376	51	0
100118398	59	0
100123473	1105	0
626545	349	0
100124293	62	0
100124294	63	0
100124295	63	0
100124296	63	0
100124335	66	0
100124336	66	0
100124338	63	0
100124339	59	0
100124340	61	0
100124341	55	0
100124342	61	0
100124343	60	0
100124344	61	0
100124345	57	0
100124346	64	0
100124347	55	0
100124348	61	0
100124349	63	0
100124351	62	0
100124352	60	0
100124354	65	0
100124355	58	0
100124356	57	0
100124357	66	0
100124358	57	0
100124359	59	0
100124360	60	0
100124361	65	0
100124362	59	0
100124363	60	0
100124364	57	0
100124365	56	0
100124366	60	0
100124367	60	0
100124368	57	0
100124369	58	0
100124370	61	0
100124371	66	0
100124372	63	0
100124387	61	0
100124388	60	0
100124390	57	0
100124391	59	0
100124392	59	0
100124393	58	0
100124396	59	0
100124397	62	0
654839	62	0
100124398	63	0
100124399	66	0
654838	66	0
100101484	927	1
13135	3735	2922
105501	2749	653
18348	1030	0
69089	2534	1128
20540	2506	421
68836	412	356
17387	2597	285
65107	3013	1868
140743	1887	111
27374	2641	739
219072	1587	199
16475	3503	29
74359	2585	33
19173	871	398
751525	109	0
73902	4247	0
239096	2728	39
56215	4967	1429
75913	1461	26
58248	1889	255
110794	1238	0
50934	4034	420
239099	5827	35
105651	1852	20
12050	3461	1696
54196	1793	1869
59049	2294	312
13644	3571	351
140806	1064	3
67272	890	11
17888	6079	1
387204	83	0
791403	828	0
140781	6054	0
100124433	77	0
68966	1201	390
239102	8725	179
432855	2487	10
105663	2839	250
11766	2673	452
319984	4489	1
71412	1273	0
667952	531	530
28200	1658	457
268747	4598	2
12891	2289	0
18185	2468	0
100038376	4874	0
74551	3400	332
28199	2703	1226
68680	912	1
19186	977	515
85308	805	40
19188	977	96
268749	3381	402
16391	2688	703
56739	2055	3
75751	3611	1248
74140	2516	2120
100861981	382	0
71099	1420	2
67881	1802	218
18002	602	417
105446	1544	347
28113	1739	531
21816	3006	3320
56187	2547	528
52585	1471	648
67842	3828	292
12684	1176	0
57260	1439	11
16995	1392	7
104110	3395	12
56532	1965	114
73181	4019	9
277154	7413	13
56410	4723	2
219094	3876	505
654795	1227	386
17228	1076	0
17223	793	7
545055	947	0
545056	1189	296
17224	1028	0
17232	2000	0
17225	971	0
17227	990	0
17231	839	0
13035	1002	0
14942	923	0
14941	937	0
14944	910	0
245839	954	0
14943	909	0
14940	934	0
14939	1418	10
192113	3951	85
100038506	2719	0
30054	5148	0
219103	4363	137
328417	6391	397
75339	2939	298
100503823	2171	90
66645	2375	393
219105	5541	486
100503842	1225	12
76007	6876	888
432860	2385	0
14611	1411	0
14619	2404	2118
14623	2476	622
68631	1410	220
668090	392	29
21821	3079	144
239114	1222	34
68043	836	140
67518	532	0
57258	3456	231
100862055	503	0
50523	5554	47
20220	3458	446
100526476	64	0
219114	2260	42
67840	2321	437
75965	5173	605
68514	2310	308
14180	4139	1
67932	1067	0
380907	626	0
71330	3903	252
628693	898	0
219131	1354	2
236451	1163	2
219132	2686	13
628705	1590	22
239122	3034	117
69008	3037	778
71891	4128	265
219134	3146	29
50769	3685	8
71844	2394	486
751526	110	0
219135	3837	336
72125	2718	0
100862065	1269	0
219140	7517	2534
239126	1903	10
100504019	351	0
70478	3582	302
29820	4777	37
50720	3343	1
24053	3515	0
100046950	1052	0
67355	798	0
219144	1482	3
68177	2077	37
16648	4167	545
75349	677	0
66674	1690	142
66597	1699	56
668253	1694	28
328424	1832	1
100504051	1237	19
387134	93	2
387174	84	0
100316771	119	0
239133	1332	0
67153	1457	167
239134	2717	0
545062	725	55
629059	3557	0
319433	1402	4
18130	4998	466
71000	891	0
268752	2011	259
432867	445	0
654465	359	0
654458	408	0
73670	1002	0
619548	614	0
72609	1746	0
13030	4743	11489
14137	2863	594
382913	1914	10
14463	3393	0
12143	2475	0
219148	4235	1
58865	1881	1
210376	2408	242
219149	2538	0
100124452	79	0
72400	1351	62
20680	3266	19
67750	1033	0
271209	6759	0
71037	1015	0
100504162	959	0
78176	865	2
73382	1023	1
110265	1937	245
78271	3011	0
268755	4039	0
387233	85	0
100526520	87	0
16554	5603	485
219150	2931	232
210925	2709	151
54616	5978	443
14365	12742	57
50759	1229	1
380912	4229	425
18155	2157	0
74195	3042	419
100503545	2567	4
71145	5596	68
52033	1646	361
71988	2899	107
67179	2227	675
68584	1173	0
219151	3405	0
100504279	652	0
12759	1808	17350
268756	2265	2
11495	2551	0
13850	2035	82
110902	3527	0
19229	4034	159
100043676	4552	0
69303	771	0
66854	3684	36
56471	1232	0
100504326	557	0
11549	4137	201
791407	1887	133
12934	4432	41
432870	2156	1
239157	4518	0
12177	3237	493
71978	4037	757
13592	4342	2
628416	2018	0
73977	776	0
100038671	1888	0
108912	3932	169
105440	3307	246
14714	522	2
68813	10335	362
18039	2009	0
18040	3230	2
100043072	1851	0
11500	3469	0
58860	2412	0
13522	3863	2
20855	3743	109
73554	569	0
18092	1156	0
18095	3137	0
67712	4162	256
239167	3001	0
100504477	521	0
67464	3084	515
100504489	1650	1
100862072	2421	5
100862085	633	0
100504453	4540	0
100862375	3734	0
94352	5180	9
791405	3827	0
71843	1725	130
105513	2706	378
21933	3179	86
246710	5231	66
73523	1252	0
13655	1416	51
57784	1727	206
219158	3705	640
268759	1986	2
213019	1651	30
20410	2914	228
19057	1948	186
213053	5208	9768
57746	4913	8
67065	2156	708
723838	82	0
105653	2789	3
12153	4454	117
20389	804	0
213469	3181	0
72549	1670	181
15460	5482	214
213484	3716	144
239170	4034	356
13829	4910	3
14171	1687	0
100861616	887	0
328440	997	2
65246	15118	724
13449	1717	5
73648	1357	0
14586	3462	5
100043132	677	0
74667	1548	0
675947	4074	0
319448	6136	3274
668489	1288	25
70086	1802	2
105670	3857	389
19645	4625	907
751541	89	0
67168	2468	1032
16432	1773	7458
100504566	2920	30
67381	1304	120
214254	2592	7
20916	2108	860
100503116	767	15
74425	1660	0
15558	2971	0
13885	1618	326
380916	4707	246
100038618	1669	0
100043169	1456	0
271221	2651	2
70859	2519	4
18826	4337	1681
100043176	932	1
56373	1477	0
67302	6151	358
380918	905	0
67926	1836	0
75272	869	0
338337	4222	820
67554	1706	110
100043189	1363	49
22070	894	2042
100038852	313	0
100303751	112	32
68705	1467	302
668504	1001	46
67516	3015	1
67467	5448	243
27275	3974	184
21807	5160	5034
100503222	1966	23
75789	1658	0
72661	1039	0
73272	868	0
210808	2419	168
108811	1721	63
239188	3555	22
100043755	514	1770
629678	1163	0
380920	1354	0
66148	648	438
108670	2322	62
100502638	2210	0
219170	2238	0
100316715	106	0
21943	2235	0
219181	9416	750
380921	4161	4
219189	7195	681
105590	2751	0
100861718	340	0
66214	914	60
66897	3875	167
211253	1862	36
211255	4529	92
432879	2982	8
22380	3452	293
13709	4217	730
67955	1951	292
16840	1436	1
73989	1080	0
791080	98	0
18530	4003	0
100038734	3389	0
380924	1640	51
219228	9509	1
319903	2056	0
75155	622	0
56419	3516	144
219249	6139	283
219257	5237	0
328451	3224	1061
74967	1479	0
211712	5525	1
100502750	3774	0
66732	1156	0
93688	4048	0
13134	5225	3
76789	2256	370
77744	2293	86
72662	3722	256
52023	4230	79
12224	1728	651
546623	297	0
16597	5742	17
76627	1862	0
210789	6641	2381
100502869	2500	50
66200	875	359
50933	930	215
380928	6104	73
239217	6057	470
100628599	84	0
71264	1061	0
16365	2588	3
211286	2447	267
50789	4264	684
105689	15233	1517
64929	3053	0
105439	2743	63
70898	3091	1
13618	4037	6
73877	3132	0
320671	4192	0
18996	3801	4
72486	3456	8
320249	2663	0
100502987	3691	183
74213	4105	933
76273	2432	2204
71362	1016	0
74864	602	0
380930	4956	31
24064	2087	405
621364	684	0
212085	3083	0
73631	742	0
100043809	684	0
668736	684	0
668738	684	0
668739	684	0
621487	684	0
668743	684	0
100043811	684	0
621499	684	0
100043814	684	0
668742	684	0
76965	4252	0
239250	4242	1
622052	684	0
75409	4807	4
192885	2729	0
75822	1895	0
723905	84	2
387135	96	0
723891	82	0
387139	107	0
751527	87	0
75957	2339	99
751549	80	0
103978	2885	0
75088	561	0
23888	6762	8
100503703	2730	0
13190	2263	0
76355	2265	226
58245	2877	759
223227	3798	5
668814	622	0
73306	893	0
239273	5895	2
58187	1446	97
66573	4476	16
100037258	5190	4135
66435	6514	37
50787	1784	0
75432	439	0
239283	3732	0
105559	4553	1361
100503814	770	2
76108	4174	693
100862014	669	0
70572	4595	2291
223254	4857	1137
320268	5266	171
223255	2574	809
56643	3123	0
105445	8881	417
68889	2154	445
110168	1310	1
321019	2942	0
223262	915	0
319727	2711	12
68059	3062	4408
69634	1241	181
68245	468	0
328479	2541	0
65100	2383	0
69248	1149	0
22772	2967	0
100038380	1593	0
110821	2603	880
223267	1079	345
654799	3595	17
70551	3390	366
380934	2281	0
338370	7115	10
223272	2357	13
14169	3442	6
69393	423	0
20363	2216	17423
100039139	798	11
14600	4425	1241
106052	3446	85
106064	5084	754
328489	3526	19
414066	4622	3
67041	3482	5485
100862317	649	0
239318	1896	0
12274	2841	0
223825	5232	0
109828	2709	3
239319	4531	184
67281	867	77
100302529	60	10
105787	4655	81
67515	1832	88
19219	2966	908
71432	1166	2
13132	4631	17287
12279	1767	37
23880	2677	74
78757	9314	516
18414	4835	165
16880	10333	591
268780	4778	55
14573	3509	1
545085	2151	155
665556	741	0
170762	6404	452
73692	10469	113
71175	8965	1254
20512	4206	458
223332	3961	0
68646	3732	184
27401	6197	91
320506	3046	690
100505224	608	0
105887	2250	0
223337	2196	0
75568	946	57
16197	3210	1
320277	2995	3
19116	13415	4023
268782	1825	4
78244	2053	573
67832	2654	439
19355	1500	19
100862295	541	0
75777	1931	0
75646	5009	872
100038608	3468	1
75259	4350	38
100502601	870	0
81799	2569	1
17117	2575	116
22293	2983	0
239336	4252	0
239337	6234	15
110960	2636	1059
18162	6927	12
381002	757	0
73339	840	0
20024	3321	830
22763	4596	828
100316684	83	0
100040052	321	184
268783	4518	883
66629	2608	5828
68070	13413	194
100862396	1265	0
669751	207	1
77877	5474	256
14000	4571	426
12563	2632	0
12565	2903	1
70886	2309	0
320873	3405	1
64833	1537	174
215654	5639	0
545091	1165	59
320865	2744	0
100040529	2057	0
223413	1941	0
100862086	485	0
70350	1855	196
432939	2882	0
17909	8098	1347
66270	3346	7828
52521	2803	658
211147	1547	0
448987	4616	14
622531	2490	0
100038662	1406	0
11732	3498	23
223431	1897	0
791293	3127	2
432940	1491	146
223433	3068	2
223435	11497	592
328516	3433	1
110082	15616	0
100628607	74	0
18163	5947	1
73784	804	0
223453	1481	3145
67434	8600	547
252967	910	13
223455	6236	984
69574	1041	5
12465	1769	3440
68073	1166	168
57254	1006	0
100616095	1483	1
66835	88	0
20356	10809	17
15529	3313	747
54381	2013	620
73486	731	10
75880	1006	0
239364	4009	4
67154	3680	1757
100503407	1497	4
114128	1897	56
17181	3520	15
77358	572	0
19946	629	67
239368	2376	0
15473	994	131
67724	3393	41
223473	3825	873
71637	1096	20
16539	4360	1
56274	2911	231
107587	1710	1
100126269	731	0
666173	13371	1081
100316736	88	0
100124469	78	0
12864	503	1348
626596	4008	0
78803	4035	1
17749	619	30
26942	3219	28
30945	4276	616
68839	2480	410
66696	2695	2
18458	2820	5723
22631	3926	1058
100505062	1257	0
100038735	2047	42
100862212	488	0
68036	4417	1346
100503499	1130	217
252973	4947	730
52589	4051	29
100503538	1826	0
74892	587	0
382985	4513	189
100041478	522	503
70790	9790	2295
100503601	687	0
18285	1105	0
21847	3045	1091
54375	5028	4879
69679	621	1
66335	2098	950
118452	2315	0
14368	4140	284
68588	1164	22
69906	2945	128
223499	1542	284
116838	7940	6
75766	1993	5
64705	2884	0
100503072	2594	0
239393	4064	140
105976	1868	0
328531	2053	0
432945	1459	0
22762	4974	1
170719	5074	547
100503540	2387	0
223513	1762	0
11600	4078	3593
100503767	2214	3
239405	3340	0
16341	1541	830
100038728	668	0
66736	1245	498
239408	1472	0
22045	3976	0
67429	3447	578
223527	2429	740
192190	12750	6
55960	1564	216
319613	3602	24
69659	862	2
239410	3350	0
432950	342	9
67498	4496	0
71120	855	0
74726	1298	0
75281	1185	0
239420	13022	0
83925	10204	4189
100316685	90	9
100502643	1874	2
68135	1228	1542
78581	2917	96
19357	3605	1543
239435	1348	0
239436	1906	0
100039748	726	1237
69790	871	192
14042	3464	3015
100503094	3793	1
320679	934	8
100628567	75	0
665097	1222	0
18383	2818	75
383032	405	1
239447	4587	0
105853	2775	1290
18133	2366	297
18606	3398	6
100862169	768	0
319944	5033	423
72107	1309	36
100503794	935	3
97998	3437	797
12818	6448	28
73334	817	0
68537	786	361
105837	4451	96
20649	2153	780
15117	4244	5
594843	485	0
210463	2368	0
387609	4374	154
319829	4025	1
67819	3145	340
100504341	1571	4
210544	4206	93
239463	2089	31
75758	1309	94
22770	5212	301
70472	5683	466
76773	1324	57
67731	6936	158
268807	2212	4
69787	1162	0
210998	5621	477
631797	5672	0
74868	3644	256
546638	540	3
68260	4133	33
75841	4348	275
69694	1366	132
100502741	896	1
66218	651	2368
211401	5140	3258
100416830	1098	0
20775	2748	2523
223593	4018	530
68501	3283	141
211770	4026	2766
100503021	1861	0
71088	1753	0
399603	5563	762
320469	5130	22
117586	1823	0
432956	2513	0
17869	2399	2707
19296	3074	41
67552	1911	3
432958	632	0
73994	1125	0
83492	2382	720
78462	813	0
331063	2312	30
74236	1133	0
270328	2142	28
665769	1025	0
74548	2084	38
74460	1930	0
223601	3800	391
100861767	521	0
13196	4582	301
71603	2805	0
11514	5039	1
76740	5210	735
18256	1799	0
654498	2262	0
110862	2878	0
54562	2084	0
213068	2931	50
239510	6670	1633
21819	8437	0
20491	2886	2
22402	5022	8
17988	2890	18567
100040667	3197	1
20442	5784	5255
69334	1039	0
380993	4468	133
387226	96	0
387228	82	0
13992	1894	1292
100504454	570	0
100503580	4789	0
70363	4623	4
69700	6128	1
100503602	481	0
223604	1209	0
76510	7476	594
353342	4721	64
100041120	207	416
93696	851	164
239528	8031	595
100861801	692	1
14083	4991	1395
387169	68	0
100040929	870	1440
105841	5299	626
106068	4775	179
100503661	1549	0
239530	2141	2
19245	4619	112
268816	2242	0
100041273	454	35
100503729	708	0
107831	6227	0
69439	3549	0
11838	3057	360
16469	5529	8
66769	1214	0
72373	856	0
223626	1488	17
57277	525	0
68311	492	0
69462	464	0
23936	3952	34
17068	691	3
78725	1594	0
76486	773	4
625599	895	0
15202	803	0
110115	2398	0
13072	1625	0
67038	1887	1
17069	2301	26657
57248	878	19
110454	828	1314
17067	1647	32
100041546	801	0
546643	772	0
546644	405	0
223631	1470	0
17071	877	0
100041107	495	0
105892	857	0
23934	1368	4
68453	797	35
22701	3737	9
100503873	2847	0
72665	1766	3
72960	1895	95
14787	2286	34
378435	1080	0
223642	3338	63
100861886	367	0
69146	1776	3
223645	2169	1
223646	1890	17
66656	2847	1498
105734	4801	14
66194	1353	165
22122	1312	976
78834	2486	100
69020	1816	20
223648	2414	19
332110	1930	8
105732	4628	373
432964	1123	13
105782	5547	1010
67959	1960	1405
223649	2496	973
223650	11474	53
271278	2640	0
100503893	240	4
18810	17515	889
100316774	63	0
671535	3395	356
66168	1693	1441
100038659	971	0
74281	1605	0
100526548	90	0
100503915	1823	4
75475	3970	1332
109075	1789	149
14731	2036	779
66445	1194	3331
106025	1733	439
68877	1749	272
59053	1967	219
73542	1514	0
223658	6983	1350
12181	2476	1286
20289	1136	11
15499	2018	450
13350	1755	897
170729	4010	0
666504	858	1
30840	1719	375
52710	2700	2007
268822	2035	198
94230	4516	1521
72027	2226	47
66914	885	538
72749	4207	432
54151	2425	727
16581	3143	136
100861904	462	0
14106	1208	0
73062	2623	361
76282	1750	245
69572	2169	40
79456	3922	110
223664	2277	118
378937	1904	8
223665	1821	181
223666	4587	148
71591	3514	67
223669	2755	162
66398	998	122
26961	862	9467
239546	2298	2
117171	1092	111
17189	1252	9
71939	3359	554
93686	7358	810
100042318	135	0
75761	2392	682
223672	1573	4
278679	2227	0
245282	3033	0
626615	1132	0
108956	2044	5
76409	553	2
328561	1986	52
666661	8431	3
328563	2057	4
666348	2227	19
71898	1595	10
239552	1838	8
17886	7371	3990
56551	1282	1310
239554	4891	329
55944	1910	935
100504021	4343	26
12300	2887	0
100861922	355	0
67042	1014	49
19293	904	0
17972	1454	2
12984	4619	9
12983	4765	27
100504034	407	0
73376	1241	0
22117	1096	386
246221	1522	543
72844	1574	52
71753	3192	1242
16185	2697	12
72709	2428	222
20607	3928	1
19354	3036	6
72318	2791	3
207393	4865	0
17305	1834	3
105844	4728	79
104445	2542	498
107753	592	2
106039	3034	740
100504071	605	0
100038696	1506	0
20401	1900	75
57028	2001	30
16852	800	77
97961	1993	129
110253	7736	243
100038602	712	0
654469	1377	0
14958	2293	2341
26912	2977	352
14429	1245	1
223690	1878	359
223691	1893	1742
27008	6693	794
27660	1253	4
69833	520	295
20665	2713	2312
100041655	680	68
100038573	3753	12
18693	2185	659
57274	1791	22
207495	2072	7
53357	3725	506
17133	1800	4944
223693	3455	156
100316695	73	0
27373	2760	313
100503109	3778	3
16520	2152	1
105785	1414	210
67040	7071	5714
13404	2192	0
75729	5187	6
73739	1119	83
223696	1024	654
74158	3394	692
14904	3398	555
223697	3809	1045
100504191	5404	3
54152	1476	180
504193	4873	0
73340	4949	1
494448	5449	490
100038357	2556	0
109361	3607	3
80287	2459	298
52609	2893	83
18591	2944	177
27367	1361	282
100302601	77	22
100302600	48	4
20972	4465	305
66513	2932	248
17309	4665	5
239555	5086	253
11911	1725	3398
100861991	585	0
66538	830	273
239556	9794	0
383075	2110	0
17444	2919	1
213956	2993	87
106059	4502	1
213988	17528	790
100628612	82	0
11564	2109	567
105835	2997	1326
223701	4613	236
67638	1094	0
207911	2189	3
78102	928	51
20524	1667	1546
70356	1622	1534
321003	3236	88
57755	1186	1
56438	1655	185
383080	624	104
328572	8749	884
214669	3430	193
214685	2547	10
19387	3002	1623
20286	5958	689
