EntrezID	Length	MCL1-DH_BC2CTUACXX_CAGATC_L002_R1
622699	1345	0
193286	883	1
12750	1892	2301
237759	5665	465
72947	1896	352
15384	2545	20119
52530	1004	838
66089	1946	543
212706	2572	1480
97775	3429	114
66050	795	83
77371	6798	2989
66397	1253	385
100861762	568	0
76901	6100	478
52626	1864	314
22210	2125	3827
213084	3507	77
19052	1930	6623
100526467	91	6
211472	936	1
257871	1768	14
276865	936	0
21402	1454	5364
21414	2238	1670
399633	2988	57
22333	1766	2714
213673	2467	4828
320027	3117	3
790909	1179	0
15525	4640	5781
67966	1257	145
93736	10165	11387
259301	497	2
22272	499	912
14566	1805	17
100038498	2307	0
71774	3301	92
432561	731	2
237761	3618	4
100503690	1401	0
20362	4627	731
319650	1524	0
16568	5438	634
16189	844	2
16163	1206	2
19360	5153	561
16191	1534	1
16362	3360	11788
622459	1152	9
20520	3105	671
56517	2297	166
30805	2260	43
30794	1185	2520
18452	2344	290
71056	1081	0
12981	1033	9
16187	849	0
216739	3074	0
100503752	595	0
74847	1398	0
216742	6281	2208
192786	11963	2037
72729	3138	835
432562	928	2
75530	2180	4
15254	576	1915
14778	1523	384
57783	2940	1542
11749	2661	12147
100503818	5782	12
52570	1419	11
14667	4257	859
215332	1758	0
246049	2431	3
100862205	632	2
74045	1790	0
215335	5274	344
245827	14423	2193
100862216	834	0
20692	2299	30559
11927	438	900
27041	2685	4285
100303747	124	4
14654	1407	1
216749	3276	0
14799	5978	0
67726	2611	1002
216760	4864	474
171212	4702	1097
71154	1550	0
50724	1549	386
15110	1898	0
73158	6617	2753
676527	1299	13
667947	679	18
69125	2035	356
216766	6214	713
216767	744	38
631323	2702	65
16145	2023	542
54396	3514	541
73988	1791	5
103836	1949	438
319475	3646	256
79566	3022	297
70163	1108	0
69864	925	0
624860	1356	0
403200	598	0
18329	1066	0
257932	1601	0
100502887	957	0
258879	1082	0
259148	1300	0
258495	933	0
258198	945	0
258261	1041	0
257892	1122	0
100503950	353	0
78354	881	18
258373	972	0
216781	2192	1
404346	984	0
216783	921	0
258493	921	0
258494	1026	0
257931	1128	0
258064	921	0
258531	998	0
257917	1131	0
75429	562	0
258529	1074	0
258065	927	0
258530	927	0
237769	4095	31
69944	4892	67
22698	3890	48
192194	1028	0
108660	1939	1906
78303	620	2
382522	465	0
319162	1990	93
56631	1680	26
75694	3201	15
94091	2252	379
380698	28034	21
100038596	4313	2
216792	4024	123
100862303	868	1
118454	2254	15
14923	1137	549
72203	2905	2
67212	780	123
67862	1243	423
11840	2086	6726
22416	2757	0
216795	3318	146
216797	1239	8
67826	1837	515
194952	4445	228
237775	3412	93
268417	4059	918
74476	1877	153
216799	4021	3
257962	957	0
258421	960	0
257886	1260	0
26936	8784	6705
69320	1111	11
194908	1769	3
216805	2852	950
100504104	642	10
26572	1566	1008
103850	1306	128
100504121	529	2
192191	3013	268
19416	1609	1755
18618	834	53
19377	7507	1512
100504140	1111	0
20787	4299	2659
216810	6248	1770
74665	1858	39
246782	1863	346
66771	4400	1610
13495	1713	516
17910	11769	34
268420	6025	4885
100504161	557	0
16897	4425	1172
14248	4012	2075
237781	2522	86
100628625	64	5
21975	3740	314
237782	8077	1737
20425	2065	481
637900	483	4
216820	1582	201
216821	1511	1398
24083	4159	337
24082	1267	268
26397	2166	11379
16515	2463	13
57916	750	0
216825	4442	1459
11670	1729	4
11671	3131	807
100862356	482	0
380701	2377	1
67473	2634	13
626150	414	0
22671	2967	0
76293	1513	42
23939	2936	510
73216	679	8
27078	785	190
13855	4489	829
71520	1599	24
109342	2261	16
69640	4786	4641
212627	1867	196
29869	5813	1556
56697	3848	413
432572	6676	911
100862391	681	0
11541	1844	59
69747	752	62
72795	3436	486
20185	11144	4255
327942	1657	46
73139	1034	26
100503292	999	14
22187	1165	29615
100503279	459	0
22368	2751	71
100862405	408	0
69221	461	1699
100217426	63	10
100217455	62	15
100217444	57	12
192976	1984	54
216829	1883	113
170740	5021	63
192651	3006	53
94092	3896	409
213980	3267	7
67510	1748	720
66338	723	0
71062	1739	0
18858	1801	3926
54710	6004	1652
70383	2921	273
66456	901	129
654805	3540	12
15478	3933	233
68626	2781	904
216831	4074	644
214384	5127	50
327946	3189	0
26398	3694	2002
791070	100	2
52712	2302	598
237806	13774	4
380702	7487	1
100038666	820	0
193003	3014	0
338369	1147	20
66358	1492	112
52892	4280	235
17883	5992	5
74184	2724	0
17882	6083	31
17879	6019	11
17884	6016	3
17885	6149	3
100861600	675	0
544791	5817	0
100861608	486	0
14457	7072	820
19674	1062	1
93896	4873	10
544792	1158	1
68460	1124	0
216835	4462	122
72804	4985	1
71860	2201	0
55943	4104	312
100504320	2005	0
100504352	3781	0
18208	5738	471
320207	4363	23
104709	3237	20
215723	2060	22
276920	1353	4
77579	7783	3961
83431	2378	5406
320040	2701	1
19941	543	4444
252868	1110	1
442801	4136	188
71998	1827	64
57785	794	123
237823	6369	430
100526545	105	0
68964	4167	745
20877	1957	168
71923	1802	379
66910	1265	161
100216530	137	0
22318	2164	1491
18626	4701	8339
100038433	1573	3
84653	964	4
23801	2538	146
11686	2347	0
11688	3269	57
14919	8331	14
216846	3950	363
245828	745	203
16499	2537	27
80515	1779	134
216848	6168	1571
327951	762	49
78304	518	275
67020	1585	169
216850	6654	22072
327954	13704	53
13643	3215	162
216853	1896	191
22059	1868	1809
11932	2959	366
20415	1407	0
69215	882	57
23879	2970	1809
100316749	120	0
20670	1138	5
24070	1314	398
100316840	83	0
12514	1008	158
13681	1880	5433
80886	2538	1484
100503827	954	2
619441	2235	0
69583	1679	37
21944	1694	192
20020	5799	7415
56293	1500	2
75580	7824	1192
11443	2149	327
14166	678	25
380705	1941	0
74341	2370	0
108803	1615	6
74288	1031	100
216856	5002	4292
69186	431	462
70310	3152	1431
83813	3220	1567
100503361	531	374
216858	2722	4994
216859	2482	17
70419	1674	29
216860	5203	923
56310	1220	539
276770	2017	14163
53422	1564	113
20528	2822	1117
53624	1453	222
54351	1437	1482
67181	1615	1698
56486	1122	1079
100861682	632	2
78246	2014	1971
13543	2935	683
100861689	334	0
11370	2158	2846
723896	89	11
13385	3327	791
11889	1245	5
11890	1373	0
216864	1550	6
17312	1501	9
216867	1756	197
69309	2528	135
12029	3426	207
751537	84	0
387190	94	0
104457	913	412
52898	622	685
11684	2991	134
11685	2309	105
11687	2414	17
75273	3440	789
216869	1728	201
66172	890	123
66102	2448	1608
574428	2801	184
75604	975	0
327956	672	0
216871	1203	2
19175	1036	1579
18806	3801	726
50932	4997	1989
11448	1591	0
668433	653	0
14723	2732	78
67863	1869	855
70510	1531	1343
18643	870	6728
13808	1519	268
216873	1161	573
216874	4647	832
103844	1377	32
16562	6764	4014
193043	1823	12
327957	1055	0
54189	5423	1020
100503922	2138	2
19069	2472	989
69723	1213	401
12261	1165	1704
216877	5179	1700
116891	3623	301
67139	2766	350
103712	1598	417
195046	4806	1
637515	6143	0
627984	3457	0
619299	2051	0
216881	2739	27
73816	787	0
114230	1575	4
109212	1466	56
327958	6666	265
74477	4332	444
52700	1446	1000
67279	1161	127
75304	3313	8
237831	3269	0
73366	1358	0
327959	2598	109
628100	1711	1
21689	1406	1
276829	2624	54
71522	1825	144
18432	4117	6639
216892	3241	650
77577	1819	14
100504005	518	0
67128	3837	1095
11736	8034	1520
192986	2376	38
195018	11150	1553
53313	4606	402
18436	2441	67
55984	3459	105
66874	6284	594
16407	4572	4
14841	2811	26
94045	2288	29
66048	1436	603
76281	1417	1076
83429	3010	333
74637	2781	52
193034	2520	18
246788	2440	76
11484	1534	9
380709	1274	0
258925	1062	0
258924	1210	0
258923	1248	0
258186	1281	0
259026	1080	0
259027	936	0
259024	936	0
258435	939	0
259025	939	0
193053	939	0
76390	3756	0
259011	1395	0
258344	936	0
258236	1120	0
259008	1069	0
259010	939	0
259009	933	0
259007	939	0
18321	978	0
258343	948	0
258705	945	0
259005	948	0
259006	1003	0
327963	4818	0
258701	948	0
258703	948	0
404316	942	0
258706	1092	0
258181	972	0
18359	1328	0
258702	948	0
258704	1049	0
258153	939	0
380711	6410	453
432582	4002	5
74148	5399	2657
18472	6176	5237
67493	2718	585
17428	4586	1089
97761	4760	366
104662	3385	2049
100217469	60	11
27364	3699	254
103677	5799	1594
15248	4492	169
387208	91	3
387150	66	12
246257	2642	209
116905	2103	151
237847	3308	69
68275	3106	1015
100861772	624	0
319822	3517	85
20317	1494	1004
18816	2192	15
192652	6909	248
100042498	1766	789
387141	95	0
380712	1141	95
192159	7481	6015
280408	1489	48
380713	2884	119
215113	7232	423
100628624	83	0
18738	3724	3384
19062	2641	1073
17913	5662	3543
12928	3618	5868
22627	2078	9454
13447	4245	128
380714	931	202
74230	921	16
76566	3512	4940
68299	2816	624
116972	930	93
276919	3448	1213
13168	575	7
67201	2523	1215
67390	1492	301
18230	2728	2870
56322	2813	264
109934	5801	1330
320522	1207	0
237858	3237	11
53334	4265	616
12874	9152	5695
66601	1366	26
104184	2355	991
15567	2747	15
237859	3114	324
751519	109	0
319634	4654	10
237860	9040	353
216961	1536	97
268445	3336	815
70057	1085	10
216963	3650	2001
216964	1366	178
67477	3249	17
216965	12409	3102
100861790	1378	0
68564	10399	7461
12957	683	0
360013	7304	3601
791303	2298	3
19193	1774	26
791423	3414	0
20370	4096	6
268448	4393	1299
100504178	2435	66
70451	1744	158
14252	2700	2432
387162	66	0
723870	72	0
57837	2014	159
216971	3884	305
22032	3016	1859
140859	2800	342
68385	1283	147
268449	560	5035
100529076	45	8
100216539	70	17
100529077	55	26
19376	1806	997
216974	1513	46
20926	6201	4961
20316	1268	821
72503	7443	4361
216976	1227	0
100042648	1715	0
54141	3822	385
11676	1702	357
276846	2488	571
22248	1281	429
15218	2503	0
790911	3627	0
20500	2191	9
52466	1974	170
237868	5164	45
22370	1745	85
18292	1285	0
195040	1343	131
67811	1951	854
21927	3709	1602
55978	802	674
69071	1333	247
18099	4496	281
69109	1224	97
66274	5053	15
18126	3990	12
16859	1586	2300
16706	4081	1510
790910	3347	14
78889	3358	16306
791376	728	0
18015	11847	2686
104522	1038	0
18377	2226	0
216984	3971	2
14017	2297	0
319377	2653	16
268451	3145	144
790912	2187	0
72218	357	0
387188	66	1
723853	112	10
100038730	1543	62
216987	3871	804
52615	4373	1727
54394	2354	234
237877	7272	210
68550	1287	35
216991	1597	16
71956	1959	42
59040	4356	1063
246104	3767	1155
70591	4536	194
22680	3723	2179
69077	1743	862
12569	4134	270
338367	5353	1379
103743	1393	723
75622	814	0
11418	3789	3
237880	1038	0
71388	1838	0
20296	806	1108
20306	801	297
20292	1073	484
20293	536	1
20307	511	5
20290	505	0
270893	4105	1
791422	2220	0
12467	1771	15
66983	3278	430
100503272	885	22
16882	5945	1222
67338	4242	498
19364	7062	166
78919	2081	8
217011	1767	564
217012	3552	103
76392	574	0
327978	5989	2622
237886	3856	88
276950	4011	51
668706	498	149
237887	3503	16
20556	1664	62
100504448	727	1
20555	1857	0
20558	3958	32
20557	1816	26
100043636	1408	0
237890	3704	0
613254	389	10
103729	1500	16
100302731	96	0
103737	2726	139
71770	5411	2286
276952	3481	5
237891	2610	0
66330	931	5
118453	2311	22
70439	2049	1880
629303	1875	2
20304	532	3
20308	3008	11
100504464	2221	2
20305	1436	19
20302	790	0
20303	660	6
100034251	469	0
14038	544	287
66107	438	0
217026	5673	283
21410	2741	0
78394	3166	559
217030	5130	282
100504496	3092	0
56405	1443	1336
217031	2119	396
628813	1229	0
107476	9032	1749
56321	1800	420
16869	2750	0
78365	624	0
78471	384	0
217038	2477	169
192970	1421	107
74995	755	1
217039	2950	2152
100504527	584	23
70325	2735	207
66196	3924	523
448850	983	165
12351	1300	15
237898	6924	1281
73634	975	0
66884	2407	1631
654810	640	6
53892	2894	390
192197	3656	605
100316691	60	0
71489	3138	0
100628627	87	0
78420	658	0
69909	1255	10
21385	3562	777
21387	3257	3
629393	879	0
237911	6933	132
70422	5922	649
327987	11787	8395
76892	4434	1109
72508	7889	1689
56427	2070	30
75909	2773	3896
387140	92	0
100504632	669	18990
217057	3133	209
67300	6144	10160
67487	3724	900
319269	3365	5005
77864	4902	440
66569	2484	62
74133	3221	433
270906	3827	138
66140	1349	55
723834	86	0
68729	5631	709
320472	6315	11
114714	2954	70
83560	4888	9
19842	164	1
19858	215	5
19860	215	0
19861	218	0
19859	215	0
100503535	1611	0
18952	1636	185
170749	5692	813
327992	4158	3
207742	4311	1064
68690	2705	10
20922	693	214
387160	64	0
207777	7616	807
17523	2546	13
76113	2927	50
380718	2365	159
13861	2691	0
258406	936	0
258408	936	0
258407	1084	0
68097	2819	4224
110809	5262	3907
22344	4521	3049
70393	1504	10
103841	3189	1337
64656	1302	421
74297	1219	0
76626	6819	1369
100628571	92	0
193280	1056	4
11640	3911	1585
73921	811	2
74617	2074	1566
217066	812	9
72381	377	0
100504514	1427	0
12812	2607	81
217069	5563	2308
56077	5208	271
414094	769	0
217071	581	10
18121	1922	52
214604	2665	0
382543	2238	0
18559	1971	6
67888	1764	14
67468	2661	1089
217082	5665	201
20913	6009	402
69802	2259	384
71943	2093	247
73922	649	0
73470	2270	0
72605	3336	1
217109	2613	975
103537	5231	2042
18103	823	2562
18102	1235	577
100862001	398	0
70834	7779	6292
22057	2288	6121
278507	3392	115
67684	3296	1381
71452	3763	1195
76408	5002	147
12291	8223	2504
217116	2589	6
71889	3884	221
104601	2928	150
237926	4151	147
264895	3069	236
12643	1653	10
98238	2780	4256
268465	2228	60
94064	730	194
217119	3424	302
432589	1681	0
217122	2693	0
544806	2187	0
544807	480	0
544808	1560	0
665174	489	0
432591	1357	0
100039739	1073	0
12842	4709	1323
20391	1693	30
54388	796	5
217124	4330	1958
100504649	540	5
217125	3318	546
18604	2263	337
16400	4853	11997
13393	2606	114
13394	1820	9
320453	1663	11
93670	1248	0
217127	5966	1139
215512	2317	793
110172	1169	740
20747	2882	3009
104079	2093	45
18053	3409	592
100862044	717	0
18673	1799	718
544809	2246	1
432396	537	1
320616	3188	0
268469	2667	543
237928	1910	26
66610	4075	40
14710	702	66
73906	1319	4
14422	4086	3
140486	8382	0
100526468	92	0
14607	649	0
27681	947	263
268470	3974	3682
11951	868	549
76815	1556	0
237930	3206	0
15408	1313	0
432593	1945	0
193022	617	10
387191	102	1
15417	2701	71
15416	2645	11
15415	1269	11
15414	1322	5
15413	1896	7
723893	110	0
15412	2566	63
15410	3721	431
103889	1631	138
15407	2077	2
100038600	2063	0
78473	2190	2
69884	2495	2
74479	2581	300
12412	1274	565
629750	683	185
18023	4867	6759
56358	930	443
387170	73	0
80280	1875	544
100502635	2804	15
217138	1363	13
103711	2036	334
319371	2820	31
78912	3036	440
83395	3375	63
217140	1518	140
69297	1298	3
107732	1682	400
71240	3535	146
57765	2552	69
73174	3335	306
16211	5909	5437
100502647	1392	0
19155	4143	1544
67036	2431	157
217143	9276	113
192157	7015	1684
58996	5450	2283
100141474	1425	18
56013	6965	19
69729	612	0
103551	2330	1048
246198	7271	3181
217149	742	53
22658	2836	790
26446	731	423
108083	5053	683
67480	3307	507
72215	624	19
65019	1062	4615
100302498	128	9
16796	3433	2066
68127	1189	31
72973	1681	14
72324	2905	125
217151	1563	186
12295	2455	428
19921	805	5999
217154	3049	6102
72194	8607	1326
19014	7590	1748
69131	8704	2411
100628613	57	1
18013	3137	0
19049	1666	6
69338	1389	0
59045	2083	359
21393	948	2
18948	888	0
320655	2424	128
13866	4998	729
103742	744	337
14786	2397	78
100862101	617	0
22780	4098	3
69376	1639	3
66612	2023	859
192852	902	0
450219	1477	26
76758	1666	0
57911	2726	1
100502779	1542	12
22123	2147	1934
12985	1363	2592
23989	3410	726
21833	2246	873
217166	2627	1461
74026	4340	1278
100037262	1401	15
192160	3742	1505
268480	4163	227
68524	7589	1162
23834	4701	122
19401	4131	1232
353155	837	0
21973	5217	1815
16010	2069	2636
217169	4755	2997
12775	1975	4
100862109	465	0
57376	2919	955
268481	2735	1
75706	1689	0
70810	1651	1
320864	2600	0
16675	1539	0
70843	1489	18
16661	2094	119
100504165	903	0
268482	1854	0
66809	1930	16
94179	1539	1256
237934	1449	0
406221	1320	0
66380	732	0
66708	1031	1
69473	604	0
69664	1040	0
629873	1129	0
435273	879	0
75586	759	0
100041412	663	1
100041488	396	0
71453	830	0
100502803	807	6
665891	1011	1
68673	971	0
76444	978	0
546511	528	0
100040248	1018	1
68768	918	0
100040276	1200	0
665992	630	0
665998	1058	0
670464	618	0
670472	869	0
670482	777	0
69464	819	0
670496	691	0
100502865	919	0
435285	951	0
432600	1144	0
100415785	1096	0
16705	612	0
670533	1043	0
70831	971	0
670550	921	0
432602	935	0
435286	1077	0
100504183	1891	7
77914	761	35
71888	1679	5
16671	1581	1
16672	1605	1
16660	1581	11
16670	1673	29
53617	1722	0
16673	1666	2
16663	1314	7
16665	1720	14327
16669	1375	2229
107656	2580	13
16664	1660	116746
16666	1565	2233
16667	1511	63772
68239	1547	1592
20918	1213	15162
14459	455	1
15114	3706	283
16480	5009	11985
66180	1869	766
14230	2603	1838
68106	2025	744
66720	2012	3
217194	2436	506
104112	4427	5482
74407	2818	10
12799	2678	1578
56354	2312	2648
100502925	1599	26
71966	2013	145
278304	4090	7
80861	2412	52
14534	3048	1084
75482	726	13
19345	1573	2667
380728	3784	2
15171	584	0
80860	2162	252
20851	5442	880
20850	3888	2136
20848	4487	33013
19285	3218	7985
11975	4029	647
27419	2478	241
15485	1317	9
71743	2386	267
21428	1975	297
19183	972	145
67998	3306	1087
103733	1609	456
103768	1777	50
217198	3007	399
12777	1725	12
53321	5360	128
14055	4194	858
54409	872	257
28084	1067	849
69847	4148	110
52469	718	216
68107	2228	19
56208	2031	1508
19192	2620	1791
237940	2540	332
11754	4396	2383
14377	2245	6
69684	1334	362
73635	1461	93
217201	3216	368
100862158	1321	0
19942	734	2726
70110	1360	423
26949	2732	1734
100862149	744	3
11858	684	100
12189	6648	210
17966	5133	2331
217203	2301	52
666331	472	0
66599	1098	215
19848	187	0
80981	1382	5364
217207	4319	633
18612	2336	1674
17285	2208	142
73887	1185	0
74499	2066	5
72349	4204	666
75437	698	0
13384	2848	31
52685	2732	416
50997	4087	336
19064	480	0
217212	499	7
217214	2113	19
76547	1576	115
268490	1224	503
68401	1543	723
15184	3798	2750
217216	2543	87
217217	1362	16
72053	2096	521
217218	3707	3552
21429	4806	3231
20533	4550	1
51799	3046	56
68066	1674	1433
14824	2333	3436
217219	3099	299
16399	3437	388
237943	6830	1136
100040792	677	30
57265	3628	306
77132	1334	11
268491	4573	1
52715	2307	339
11488	5102	53
14615	2906	140
75689	735	8
20624	3333	1746
73293	1800	4
66784	1563	2
14580	4072	40
70218	3337	157
23829	1246	2
69739	954	1
68087	1714	658
100862190	614	8
18107	1838	987
72469	3031	523
67131	2076	753
192231	3401	5776
71059	1951	13
57778	3873	140
69441	1214	83
328019	1112	1
53859	4173	1516
100862195	840	0
544817	5627	475
653030	2731	2
353047	5128	1195
237954	3645	0
380730	4576	0
69444	884	0
104582	1072	156
56494	3078	905
399609	3313	36
22412	4519	9
22415	3115	1
18195	3766	602
667631	721	50
11841	2659	1306
12921	2428	0
237958	2675	0
17762	5387	421
100303739	1618	1
76719	5510	1737
100862243	916	0
217232	5783	1327
17896	883	55
629959	351	34
16416	5781	887
70894	1744	0
52686	2619	662
73431	2414	97
24086	5475	1735
17534	5801	248
632687	3621	8
77097	11860	6011
13056	2474	940
11421	5102	1464
192775	2853	1
71833	5750	1389
70207	1337	35
26406	3161	1591
67803	2950	337
72149	2543	312
67163	3270	2176
72047	4012	1773
56095	2865	2633
19184	1277	1648
83796	2869	1020
75870	2985	3
100862279	314	0
14599	810	0
15985	1198	4
110880	6598	12
75573	789	3
15896	1142	190
78943	3976	1005
100216537	73	61
21763	4942	892
18613	3305	3374
380732	1320	6
50776	1577	122
13207	3520	45106
100526469	67	90
320162	2727	265
66313	5331	2431
16647	2038	745
69066	1100	10
207165	11488	4795
100503350	681	0
68979	3161	616
100503362	727	3
71795	6350	888
100503397	876	45
66997	1723	1572
442842	948	0
78455	6218	896
12299	1203	1
54377	984	11
100503414	1145	0
140723	3834	1
18750	8369	1812
100862332	337	0
11818	1186	6
76380	3753	175
100503430	3012	0
12006	4260	467
268498	1078	0
19739	8531	47
67927	454	6
100036768	2765	51
14674	6197	3291
320509	2700	0
13929	3082	374
100503496	1776	6
104681	4509	43
74008	3396	94
52639	1817	488
19084	3323	12052
208659	2541	793
69324	1470	0
73257	389	0
27404	6178	54
217258	5616	75
217262	6268	40
76184	5720	20
100862355	581	0
217265	8269	1026
26399	2064	367
16517	4014	1
16518	5448	435
629967	696	0
217294	1952	205
20682	4146	5458
100038732	870	0
71203	1940	0
72386	1848	409
319871	2446	2
69806	2742	150
20606	1158	7
16834	3029	423
28081	2615	1136
276852	2196	330
52670	1575	11
56699	3375	4448
237979	6604	1297
73536	395	0
319819	3402	1
67671	369	40
117160	3456	346
432611	2871	30
286942	3433	7
72014	2260	13
217302	1098	1
70355	4672	662
217303	4642	24
217304	2880	0
387565	690	0
217305	2440	1
140497	1139	6
629970	738	0
100043123	852	0
100043125	852	0
382551	738	0
217306	1949	2
58222	2806	7
246746	1885	0
26941	1922	1186
66176	1130	120
320534	4566	131
14813	4895	8
14149	1866	110
328035	1239	2
237987	2335	0
16470	3183	0
69602	2422	2
217310	3237	395
237988	3700	1353
68572	734	241
71679	574	646
70382	1766	239
432613	1932	0
100628623	100	0
217316	3020	0
276905	2249	138
50773	805	431
100503567	159	6
15374	1358	3199
170930	998	1127
445007	2159	927
260302	3681	427
50529	1324	659
69674	1841	327
67283	2792	148
14784	2624	1478
100503586	416	52
100043184	483	257
71947	4996	845
140721	4722	865
76265	1972	298
217325	3614	275
217328	7820	9
100861625	875	1
170472	3986	175
66528	940	1
68528	975	2
57230	2086	816
100503650	2355	3
192897	6169	4848
100038636	2078	18
14635	1506	400
100503677	1644	13
15081	1993	59
217331	3715	366
70450	3967	95
22378	1795	1127
217333	2195	665
338364	3050	15
60441	1411	537
217335	5373	1160
11430	3987	2487
69535	902	261
69681	1427	18
14027	6398	119
217337	2526	1244
14428	1940	11
53413	3344	648
15223	2578	2210
217340	4655	29
319370	1482	793
217341	2162	62
67763	1868	1743
20698	2296	18449
217342	5192	1975
11298	1455	0
217344	3934	1549
114886	2331	186
100038570	801	6
66293	1997	633
100216536	78	7
100216531	77	2
100216538	76	0
20446	2033	688
634720	1581	0
193217	3263	0
20445	2392	0
67622	1725	266
107817	1668	1873
74319	1039	98
20382	1903	11768
69900	3128	349
268510	4254	0
76972	600	87
74136	5574	2600
53860	4263	1469
78403	1344	3
217351	8726	1595
217353	3144	1411
217356	2908	114
77727	1078	0
20973	1524	714
21877	1369	229
71562	2332	64
11799	3416	119
546519	1820	0
71776	1840	67
100503754	1850	11
12702	2732	33457
100861684	757	1
74451	2298	903
69926	14889	106
791367	3181	7
100503797	2158	4
19157	3273	984
72344	5609	2290
21858	3622	8072
58251	1978	33
100861706	1278	0
19039	2168	71
76025	3025	371
56745	4519	220
100126224	1648	1
217364	3922	98
52897	4545	49
238011	1370	0
12416	3740	106
30951	1393	74
12418	5197	1630
207592	6988	747
207607	4979	32
14387	3797	2850
192170	1463	986
170720	3958	11
27029	4324	245
268512	2692	265
100316690	90	0
672511	16939	3224
338371	5277	321
18164	5284	2019
100503830	1705	0
74370	6932	855
319454	1290	1
208092	1561	101
100861714	784	0
108100	3610	5618
11302	5743	662
723844	98	0
100526518	87	0
12009	3578	258
78777	2779	121
208501	494	135
72055	5413	2535
100861721	752	5
76377	1334	0
100042332	1707	20
268515	10727	598
100503912	575	4
100503938	878	0
11465	1894	2068
66838	619	45
238021	1718	39
71885	3175	460
217365	4685	1278
208634	2064	0
18588	899	0
66431	810	16
67291	2760	872
70317	2023	151
15239	2908	1080
56282	949	395
100861766	1104	4
27376	4000	308
667716	844	2
14527	1929	3
192173	1205	561
68701	775	0
100504013	912	13
18453	2538	10662
192662	2732	4777
21681	1132	1253
66156	3495	696
208990	549	8
68671	1835	581
209011	1715	335
17134	1639	1245
100504040	1275	228
209027	2914	74
68515	2307	0
77583	2020	14
68938	1872	521
20892	636	190
217366	2464	1079
170758	1078	206
67880	918	112
12409	1021	1611
111241	1599	2918
19719	2118	886
209318	2071	1130
68730	1909	366
100861787	1002	11
14104	9938	7287
71276	3390	134
80879	2577	423
104318	3749	10581
12516	1042	9
58210	2322	343
209588	1615	268
637008	1771	45
70956	2046	0
73679	1740	1
217369	1703	0
66179	1243	178
238023	2379	171
217370	2591	542
67608	4412	523
68837	5032	1292
66840	2344	2393
217371	1865	36
238024	2028	21
63828	4358	7
108903	3912	681
319530	3243	54
210004	2851	159
210029	2468	330
74675	3238	0
674842	3069	8
74173	1073	313
19325	3513	7513
16570	6849	905
100043040	3300	43
75302	8892	808
13528	2645	958
100503871	3331	8
13435	9852	2016
100038522	1385	1
18976	1007	2
668212	6547	89
217378	4713	471
104111	4730	616
52504	4343	74
69709	4013	204
17977	7329	3020
100041995	785	0
100042014	748	15
20403	6216	1822
74855	2833	1
207921	2886	13
382562	1306	1
626534	1343	3287
66055	1116	669
14226	980	94
238037	3180	68
432628	3125	25
217379	2511	726
320817	8102	1050
208439	7048	2183
72669	1258	20
672098	820	0
73575	339	0
238055	13909	0
68832	3082	535
238057	1399	1
58240	2958	59
724112	1216	3
11852	2228	8787
328059	2445	0
80913	6686	4249
208941	2647	17
20969	3057	4688
100862277	1032	1
319503	3869	2
17775	2130	12293
17182	3014	2
74682	4392	571
75516	1000	49
69420	476	1
23967	2011	379
70881	1855	0
105014	1472	107
238074	786	658
71457	736	0
238076	3059	9
56184	567	0
73304	744	0
209334	3283	72
67241	5603	1694
26950	1936	455
74712	1935	2
209550	3175	19
628327	507	3
627110	704	181
76820	4850	973
70858	1341	5
18109	2596	157
104721	2469	1883
71169	7240	817
105005	3380	1232
791361	2842	0
73972	806	0
217410	4198	254
14245	5725	582
18217	1547	0
268527	8260	103
50496	2496	494
19878	8012	4220
217430	2305	403
73667	1798	10
382571	4789	14
71853	2125	5584
68775	1597	218
217431	2986	953
100526470	83	0
100503365	328	0
18263	2547	10141
53602	1561	371
668525	1485	97
245297	3232	59
668539	972	0
100043324	724	246
236366	2542	4
668558	2349	12
668413	581	3
546524	2616	1
544848	509	2
629055	830	1
100042706	1104	0
100042727	1824	0
668605	564	0
100861711	1290	39
668455	738	40
100503846	632	0
675713	573	3
69513	1727	4
382686	632	7
100503913	896	3
211914	5679	1185
16413	1874	296
54451	2560	644
67732	926	268
11491	4410	1160
22630	2110	4553
100043407	885	8
628850	1263	11
434693	738	496
100043416	1176	5
69732	1407	14
100862386	525	0
668662	1886	21
100861601	1245	6
66808	2268	9
668714	971	2
21340	2019	270
195733	3530	283
194655	3982	1278
12879	1838	21
20135	2180	1062
100861907	474	0
67216	2802	453
77480	7402	2313
15902	1272	2097
432641	1115	4
100502727	342	0
74930	550	0
108089	5163	319
58185	3785	37
22169	3189	61
100504347	1973	0
636791	2087	0
20666	8451	70
328069	2998	0
68511	1434	0
94041	1460	0
71693	1383	30
20115	961	1381
19819	1457	181
104923	1676	505
217449	4259	498
380752	1692	158
100504402	1291	0
17933	7523	0
328075	3057	0
69675	6614	6205
22018	3282	4
268534	2337	125
69566	1547	0
211986	2958	368
100294583	1507	16
11431	3221	75
24057	1736	135
104943	2670	414
629667	210	0
16777	5778	12835
13382	2243	1743
13487	2628	0
104836	4007	459
23985	3083	0
12033	2008	617
71916	1768	40
238123	2997	393
73010	4587	0
73389	4240	1913
19088	3358	416
100504461	1076	0
30955	6954	16
100504475	298	0
72123	4155	254
59027	4547	4383
100504486	2804	84
74076	1633	4
19027	4689	2178
68764	2953	1
320046	1551	84
380753	4278	718
100504517	1831	0
