EntrezID	Length	MCL1-LB_BC2CTUACXX_TGACCA_L001_R1
100504109	380	0
319178	469	3
319172	506	3
319150	411	3
326620	312	4
326619	312	5
360198	534	3
80838	747	4
214158	1416	3
218103	2974	0
105355	4276	0
20504	2049	0
319848	2483	0
319177	384	0
319163	390	1
214189	1412	1
68732	5158	2189
12763	9755	32
100503456	1683	0
76024	1116	1
193385	6968	55
320489	3837	0
666145	873	2
57441	977	173
79555	2551	8056
66834	686	565
56196	1977	637
210108	4977	2
73326	690	0
214579	5647	265
14756	4659	530
380836	2035	372
195208	8042	129
22360	2137	0
100503530	583	0
73576	1641	0
15192	1994	0
19109	895	0
18775	878	5
215028	774	2
215029	774	0
27372	929	0
18776	936	0
67000	1282	0
19111	868	0
13529	911	0
66392	864	0
19112	862	0
74188	892	0
67310	934	0
73244	864	0
75596	925	6
19113	959	0
19114	1277	0
18814	997	0
67505	1016	0
56635	870	0
666317	706	0
19110	852	0
28078	1045	0
100862257	354	2750
72518	2716	493
20677	2967	5501
77920	1415	2
68916	2538	420
13557	5097	833
218121	2881	3270
11607	2284	2301
66694	1313	2337
75090	1136	0
105352	2768	385
16364	4683	155
66482	4250	928
100862264	410	0
210554	1186	0
73924	841	0
15220	2807	321
71307	714	0
100503631	1525	0
14238	2366	1
17300	3990	941
218138	1510	818
100503660	2763	0
238564	5641	1
78903	2642	940
100862286	426	0
66222	1918	8
380839	1599	0
20708	1859	34
20723	3397	246
20706	1930	0
100862294	471	0
282663	1718	1
20707	1955	2
20726	2101	0
20710	1921	0
20709	1912	0
544923	8413	0
93806	1925	0
238568	1467	0
435350	1494	1
97848	1328	4
20719	1888	1304
68808	777	4
18105	4045	318
19766	4495	2474
68021	1209	501
22151	1607	10730
432745	1033	8
73710	1922	809
100862316	823	0
69666	541	253
73102	6251	1851
66895	1872	1808
108161	1315	0
19134	4466	3196
71864	2395	2
66761	1045	0
69123	1346	84
23986	1610	1936
100503727	648	3
100503742	1171	0
12593	3929	318
208366	2736	84
76487	2308	1
380840	1515	249
100042773	682	1263
69955	2126	742
68404	1596	0
74145	3927	3
17084	997	1
100042802	1500	22
68750	13633	1346
107513	9306	3303
100862351	869	0
71213	2858	82
71340	2744	853
109620	9592	5723
67797	1789	685
12161	2410	13
105245	2617	4243
17828	1769	143
66143	1039	551
108652	2214	678
218165	2816	0
791406	3005	0
21418	3268	1199
14538	7039	5163
100628630	72	0
100862098	887	29
68083	1753	1964
66154	952	1417
17152	3565	52
107889	2879	0
637277	2037	19
54326	3837	19
108934	4483	482
18003	4712	5428
621976	7170	788
328231	1730	2
109254	2566	1
100038577	1696	0
110521	8753	2906
13614	2344	2396
218194	5922	161
67046	1263	90
328232	6654	332
68346	1369	131
70078	1811	1451
56705	3064	1478
76137	4356	1477
328234	3456	0
622552	1270	0
12522	2145	11
328235	1204	0
100503592	1937	0
69491	565	1
16468	6158	1228
94245	1311	440
218203	2983	651
66355	1554	189
20238	10608	469
76000	722	56
791386	3153	0
380842	1363	0
666794	3224	65
67252	3658	7
97863	1381	492
218210	6021	5048
16553	6866	1453
105283	1428	16
105193	2294	97
22017	2715	98
218214	4281	420
110052	2602	2874
218215	4694	844
319467	2505	0
619327	3502	0
70971	2012	0
320614	3156	1
15904	1660	50
320315	667	0
67911	4187	92
442803	789	1
387247	103	4
387252	89	1
387244	94	0
218232	4311	129
12022	1361	0
18676	5260	2117
218236	4919	5892
68128	1461	262
75607	6613	1571
18081	1132	967
68480	804	486
66329	1436	4
30938	3110	111
76895	6351	1617
75678	2776	1417
66336	1054	132
407800	3596	32
66695	2354	28
27047	1751	2
18295	2540	52
70930	4242	444
105148	4396	1214
667488	1791	0
218244	3429	0
667503	3354	0
667507	3006	0
667552	3054	0
100502978	3253	0
380882	3152	0
69211	541	0
109082	1785	191
328250	2548	0
751559	109	0
100124649	109	0
380845	649	0
100503376	2471	0
667693	3109	0
71654	1185	0
667712	3558	0
77428	2990	22
20729	4479	1655
100862200	1571	0
75124	1163	11
667728	3480	967
13610	4484	36
20418	1537	0
66197	694	204
75420	2913	572
20354	4377	1167
100502610	2646	0
23882	1081	7222
74050	3272	49
68203	4348	0
100040572	733	0
20963	5272	9
105404	2308	5
11992	1345	318
18030	1992	1412
26564	3970	94
100862222	607	0
268656	2570	1225
100040421	2339	1
17702	2162	563
13488	3529	1
14057	2811	1026
15466	2793	0
12890	4928	563
73666	2326	702
100040543	499	140
319719	4793	572
97820	2674	1820
100503805	347	127
56795	1048	168
28126	1734	634
67044	613	952
74325	1576	3673
76577	4322	1431
105239	4410	2492
268663	4127	23
26913	4141	3
104069	1196	0
218268	1897	0
74257	1556	523
107448	3974	0
212032	3269	1
20184	2931	621
100504437	961	0
26919	3597	338
14186	3146	13
18193	12784	3007
19336	1865	1122
66494	1089	1920
17121	1299	78
66890	4315	4282
51791	2356	15
20505	3081	0
75477	545	0
58992	1961	0
26385	3243	1124
432763	1360	121
56320	3047	431
67399	2987	1427
27261	1546	40
72935	2205	1493
212483	4341	2509
100861617	496	0
67511	1454	2707
218271	1596	140
12328	1387	665
212880	5673	2457
78521	4652	2401
69672	1527	569
72562	546	175
76856	1352	2
18740	2448	2
26914	2053	3307
212937	3498	1
18014	1672	0
57266	1827	151
100038494	1480	0
100040926	822	0
328258	1498	182
16198	536	0
213311	1965	1
16841	877	0
21810	2678	30
17129	7175	2024
26946	3339	0
20745	6673	7
100503085	2142	72
100124491	76	0
77134	2678	7562
75731	1511	228
56085	3686	4979
100503697	474	0
56278	1518	329
75050	4462	61
70153	2822	622
100503714	347	215
15387	1978	4077
723902	108	5
74386	3877	122
114304	4565	11916
67585	1627	0
18212	9880	36
67269	4860	533
319469	3154	0
78689	2631	942
105348	3693	912
70900	3142	0
72219	4277	8
238662	4281	4
238663	3827	0
75223	1239	0
100861875	598	0
69046	1915	482
13996	3135	53
214290	5551	2700
100503743	346	0
328263	3732	0
14451	3131	146
100503759	3604	1
69635	5935	4953
218275	1348	0
70202	1332	1
214639	1373	29
13025	1147	69
116913	710	0
13024	1394	98
21984	1372	0
100861903	332	0
26898	1274	59
104002	1330	0
56835	1335	470
58518	1323	0
56094	2493	0
116911	4221	0
56092	1493	0
64139	1204	0
117066	1442	1
100861626	801	0
100503368	912	1
623505	561	7
432812	1622	1
100861954	924	1
630579	3114	88
100503600	804	0
100041979	2919	23
100041986	816	11
71508	2472	191
77117	2439	86
665503	750	122
211378	2638	41
100861712	1596	31
435366	1316	13
751548	108	0
380850	3279	14
14120	1294	1
14121	1433	8
72061	3509	248
100504114	2764	61
387217	74	1
100861722	1758	447
387221	73	1
100526474	85	1
387142	68	0
14088	4292	124
19206	4305	254
76251	6045	702
15487	1286	0
70484	2276	115
238673	3490	846
56541	2567	374
218294	5993	405
66503	1802	8
66129	972	402
13039	1971	8550
105278	1827	93
68880	1097	0
238680	4868	0
78124	3233	0
238683	3390	0
218304	1170	1
66631	3472	1677
100042311	207	6
258816	927	0
97895	3527	0
100862013	589	0
100038683	1203	0
170936	2869	196
665738	1905	0
544944	549	8
628648	549	0
628794	522	0
628746	917	421
628709	1890	0
100861707	1632	0
76803	515	0
100861733	1691	0
432768	579	755
67530	503	790
100038538	1652	17
66410	1486	483
19210	3424	1745
71226	1061	3
78251	3970	38
432769	2634	28
432770	2981	19
268670	3482	37
380855	2046	63
218311	2712	47
238690	2289	102
100038627	3164	15
431706	2117	10
218314	3909	65
629016	4641	76
408065	4079	117
72807	2033	209
328274	3331	59
238692	2742	148
408067	1671	59
238693	2359	65
170763	2710	145
212276	4971	261
100416706	4835	336
212281	5179	298
100862130	1261	12
408068	4504	124
235907	3960	187
68271	2908	7
22746	2218	30
72958	3274	17
320163	2987	3
212569	2321	18
408058	598	76
666185	2884	4
102402	1576	0
666272	1575	0
210009	3692	315
69577	2362	280
69315	1808	1
210044	4211	3
210106	3997	1316
210373	841	1
78925	2665	141
28114	4279	2959
76980	2682	3
28077	862	564
67550	2122	0
74280	1044	0
75086	505	0
73584	682	2
218333	7675	1781
271127	4974	7
77166	869	0
16371	2062	3025
100503367	732	0
328287	5099	671
16372	2463	5277
78446	585	0
50916	2601	11
407785	567	533
94066	902	0
100504662	867	0
432777	1306	0
210992	1605	535
13162	3456	2
218335	2378	2290
21752	3426	165
22598	4405	19
74338	2439	7
71390	1535	0
20499	5131	738
72293	3222	12
100862265	473	0
69716	2267	119
105246	2407	874
71164	1301	3
72948	5090	279
74470	3632	60
105243	2490	0
211446	4596	898
11624	4732	0
18570	1524	2015
66945	2859	4341
67433	8615	517
432779	2746	20
238722	1629	14
100042547	1796	45
235956	1383	51
80898	4014	1782
12380	2894	1615
18548	2516	2
751556	96	5655
192657	3652	4046
93692	1327	567
73296	4937	245
75571	1053	12
218341	2906	137
238725	2146	0
77041	3657	269
218343	5381	683
238726	1434	1
78771	4289	17
105377	3742	355
72371	5633	126
382823	991	271
68675	4070	668
75507	1395	0
73093	4100	3
13865	2432	1
320174	2305	0
105171	4089	3716
100043074	2220	7
319983	1407	2
110789	19328	9
80289	3128	1193
67486	3060	89
72852	3881	51
100502757	4628	15
12626	1013	923
100628621	59	0
17260	6565	36
100502774	419	1
320203	1368	0
723967	72	0
72677	1102	0
553095	531	0
320919	2348	5
72745	2746	469
66671	1976	258
218397	5101	2359
12867	449	48
667230	483	2
13612	5358	5
12950	5055	1
13003	14689	54
100042940	2690	1
108138	1547	224
66074	10809	780
435376	1176	0
66475	555	3780
66795	1609	161
100042959	1243	1132
320297	2807	0
66970	6656	223
373852	5617	2
74156	3049	1
69085	1532	570
76722	1486	1
19418	7235	55
17686	3945	399
13361	5290	471
218440	3940	3
73942	1383	60
218441	5451	432
79401	1602	0
218442	5319	2452
21828	3202	20
382793	6275	401
76469	11850	56
100502942	907	0
408254	2990	0
100715	1873	292
26556	5716	1264
57748	8780	1146
619883	348	68
12116	2071	0
64918	2090	0
74129	2979	0
105364	950	0
11881	3989	737
218454	4348	1063
107767	3588	1782
328309	2177	22
11774	4020	1773
21371	503	1184
18420	1182	0
218460	3063	568
218461	4931	36
100504102	1498	0
72114	1894	211
100316813	104	0
100217450	126	0
66549	3198	1441
12919	1681	0
268686	300	0
14063	2768	2777
14062	3296	323
544963	5771	2157
14064	2464	2
75209	4252	224
67463	3033	244
271144	3315	16
27015	4226	327
68018	5363	1855
15357	4430	1615
218476	5095	838
66479	1140	4
320557	4590	85
59050	2686	1072
320806	5367	414
15212	1905	886
13803	4743	236
100039691	3161	1
328314	1297	0
403201	558	0
110596	6259	367
105372	4071	822
68558	1750	196
218490	1129	5497
100504225	1542	14
15229	2461	3
70090	1186	0
68344	2252	0
380863	1155	0
218503	5119	1533
238799	5519	2826
432798	447	4689
69382	476	1
69603	718	0
238803	2758	10
68927	1675	187
218506	1848	257
320893	1721	12
17755	11852	2223
27220	874	0
78038	2124	566
544971	9921	3260
20365	589	323
20595	1404	466
17948	4823	67
17951	5293	275
17952	6705	165
17940	5361	10
100862307	951	44
23894	1707	202
18260	3192	2729
218518	3382	1913
19356	2847	449
108143	2126	1272
76041	2705	184
12572	7598	690
66128	716	130
26886	1239	194
268697	2316	152
69048	3179	1710
544973	411	367
619937	648	15
328324	2439	3
71174	1285	0
78136	405	0
18708	7380	4819
17079	2326	0
328329	10671	2908
76624	677	2
621312	932	121
432800	1455	26
218543	4063	1946
59079	6592	8601
75805	3780	962
218544	2716	108
66975	4833	722
81003	4258	209
238831	2367	382
60411	1832	86
108154	4822	0
667518	407	3754
67285	1884	376
67288	1688	138
77803	1310	0
52882	5828	5
66763	2157	0
71816	3785	9
15550	4441	0
76582	4282	660
100504500	997	11
66254	2545	133
16563	4208	747
100040322	1898	11
621156	605	210
105120	5610	1
72257	622	0
67263	5458	1690
75616	1864	715
75597	680	273
71991	2107	233
74559	5439	1042
218581	2530	44
238871	7049	498
100862401	2397	3
100124489	81	0
100316683	80	0
67295	8500	0
100504609	444	0
238875	2055	0
20620	2802	12141
73129	938	0
238880	2737	0
73274	3624	3911
100504654	415	3337
218613	5277	1477
26401	6963	1969
100504675	1799	27
77318	3577	10
16195	5452	7556
218624	3680	0
13206	2849	0
268706	8913	280
19012	1536	152
72198	3309	1583
218629	4098	596
218630	1876	42
622408	2354	0
735309	109	0
100190765	80	0
723868	91	0
100038414	2943	2
69590	1016	223
238896	1704	0
14938	878	2
14945	792	0
71690	2103	1515
408066	8162	164
70917	2567	0
100861641	604	0
170625	4447	754
56534	781	0
218639	3361	487
319803	3687	0
17993	1534	1553
14313	2337	320
75161	1412	0
17434	1889	1429
16398	4218	1074
109700	5984	58
105083	1572	145
670198	1269	5
100038421	958	0
623174	354	90
16392	2526	1
52552	3088	498
623312	1622	0
13723	2622	147
100861680	606	0
15165	7911	0
71100	922	0
59054	1590	646
75890	994	0
14165	4572	2
18115	3526	1011
218693	4709	1652
67392	2700	1144
791300	2659	140
67304	1128	5
633640	2318	379
56838	3740	29
73480	547	0
208715	3283	1492
245269	4103	32
72465	2965	2954
100040377	1236	136
380878	886	0
52673	831	0
54382	857	0
333467	925	0
673151	1658	111
100861977	1664	37
100861753	1669	112
100861986	1596	858
639910	1426	0
236546	881	0
100038937	708	0
638189	506	0
625360	1659	0
236219	878	0
100040657	657	0
100040671	2174	13
100040682	865	43
544990	957	0
320333	1413	0
73549	1702	0
100040697	780	1
100862064	742	0
100038846	993	0
666890	1990	0
100041840	1573	0
100862069	742	0
100040859	706	0
100040870	967	0
100040880	858	0
100040923	657	0
100040852	5217	0
100040897	1206	0
100041012	865	5
100041019	759	0
545007	1815	0
100041054	615	0
623078	780	0
100041076	615	0
100041119	977	0
554327	1885	3
100041139	1022	0
100041177	615	0
100169868	1376	4
100040928	732	0
666549	1239	0
100041262	780	0
665981	615	0
100041283	766	0
673676	666	0
100041317	615	0
100041306	519	0
100041336	657	0
666800	1206	0
100041374	732	0
108978	2065	1
666772	660	0
666765	615	0
666329	519	0
666750	657	0
100041678	875	35
100036571	1146	9
100036572	1465	29
666706	615	0
100041184	708	0
100041825	657	0
100036568	2738	2
100041515	780	0
622931	1294	0
100041598	615	0
100041279	618	0
100041651	765	0
622640	615	0
100042054	800	3
100041702	1146	0
100862207	759	0
100861615	2277	26
100861646	980	0
100861657	1674	0
544998	657	1
100041958	1155	2
100041964	615	0
100042024	732	5
100041664	618	0
100504200	657	0
100041151	684	6
666918	918	2
100504413	522	0
100504218	618	0
100042100	1410	1
100038847	1955	4
100042129	849	0
100042149	2139	0
626456	732	0
100042182	732	0
100042217	615	0
100042235	795	1
545013	997	0
68308	1293	0
100041874	2149	14
100042304	695	0
218695	1124	23
286940	9067	5302
13421	3702	0
66082	2018	110
67053	2467	364
218699	2840	544
68263	1485	1275
71393	1649	192
93732	2628	20
100861833	907	0
268709	3144	66
100504681	476	0
18300	1251	2
74430	2751	13
74859	1097	0
100041948	920	1676
14198	987	44
100042415	2774	87
19270	9190	2952
218734	2477	299
54713	2304	0
27062	5529	0
328354	1921	0
72003	2946	1
218739	1240	0
238939	2135	1
66231	1148	1318
246103	6853	2281
66413	1296	1497
258387	951	0
18330	954	0
16188	1394	82
218756	7389	629
674895	3348	0
218763	1662	2
71147	3752	129
59007	2901	653
21974	5633	3146
218772	2775	22
21834	6555	161
353187	4640	3012
66480	1841	13013
69721	4592	115
22194	1386	480
100861885	364	0
218793	1374	214
100039452	657	0
432825	1004	0
18074	4884	35
68045	1510	838
14702	3826	13
67509	2304	123
16529	3364	6792
74571	879	34
67725	2523	317
70601	3125	842
105428	3149	430
100504266	669	2
108671	1631	589
66242	566	482
76670	3800	12
11750	2965	2306
74843	1829	26
19056	3881	1291
75602	751	5
78787	6495	810
100504278	1046	32
59011	1294	0
68760	3922	7
218811	4515	4273
73068	3344	338
76133	1088	8
66121	595	610
268721	6073	2693
17423	3907	725
12325	3703	687
18792	2343	1044
22330	5229	8646
55946	4424	743
11534	1952	1160
54169	7337	1112
435391	1103	0
27389	1963	14
67630	6997	1434
22334	1662	2766
69156	2241	63
319486	2176	15
100861834	912	0
218820	4213	574
76633	911	64
74896	976	0
791307	2731	0
268723	2791	1
16531	7827	10
620499	714	446
71228	7853	2210
105418	1492	0
218832	4683	654
20088	875	12058
70955	986	0
75862	774	0
432830	608	2
328365	7525	6730
100526533	85	0
77592	3858	5
105675	1549	707
68173	1777	163
74272	868	1
71918	4375	611
11744	2395	1444
211623	451	25
66039	2355	741
105594	1653	0
278672	2010	21
100039484	870	0
100039175	1547	1
100039192	1732	58
100039213	1660	0
100039227	2334	0
100039503	870	0
100039246	1122	0
100039257	1732	0
100039280	1714	0
100039293	2334	1
71106	3387	103
83997	4501	5804
100039353	357	0
211922	5432	987
11843	2042	10367
211948	3529	989
110083	10638	3
142687	2101	7
72993	6961	1296
15209	1138	1
171463	8220	65
665333	853	136
71704	3585	2621
218850	7577	1040
320234	2951	252
238988	6083	6
100502956	629	0
100504469	1855	0
22418	4373	1324
12294	3695	14
319476	7318	6
80795	1018	946
56249	2121	389
50905	2061	67
218865	5891	1135
12289	9252	56
75901	5616	1163
21881	3207	8714
100526475	60	0
18753	2775	3008
328370	2372	371
54650	8122	721
69179	3738	595
66175	1179	66
16427	3145	29
16426	2819	2
16424	3077	0
23955	2714	325
69019	1006	1663
76485	2521	466
30877	1884	2905
100217431	59	51
100217423	54	23
66923	8117	3169
66487	403	97
70021	1410	236
192187	7995	148
100861939	591	0
64652	5586	7198
21924	703	41
218877	3686	130
71838	1984	110
104416	3406	2390
110084	12872	33
12339	3562	1485
24056	2482	1417
67011	1905	563
74427	4238	2825
382864	2835	0
56794	2618	178
26363	1942	492
105522	5229	1885
320621	3897	0
78754	2341	489
105638	3016	788
218885	2062	688
17695	522	0
27057	3577	355
53600	1162	1022
26430	4391	904
239017	3449	8
67085	398	0
12647	2810	0
20508	2414	0
319955	8422	1191
320321	2780	0
107751	1550	0
100504518	5547	0
69069	1473	0
105511	1694	2
320736	2743	11
545030	9681	2
67580	2717	6
622657	237	45
239027	2598	4
100862308	2257	0
26419	5756	1168
268729	4113	1
19256	3090	0
14560	2512	11
12165	2988	0
19661	5276	0
382867	4301	3
432838	1903	0
105518	1338	56
239029	2126	16
11752	1871	1138
19065	1903	0
432839	1601	10
319508	4184	83
75698	3454	99
14661	3158	3096
100041231	632	231
69134	367	534
20618	732	145
105450	3935	228
12166	5332	2999
78243	778	0
24131	6016	227
30044	2869	0
218914	4585	3231
14803	3428	2
723847	98	0
239036	1162	0
218921	839	0
72972	7540	1455
57811	1659	22
239037	4317	2
239038	2781	0
170677	4304	677
70045	756	127
66092	3081	5580
18183	4036	0
75170	927	0
100503038	2706	0
73591	396	0
328381	1296	40
52588	2476	2445
100503457	841	2
70564	1537	572
71200	592	2
69496	995	0
11720	3208	21
20387	2775	0
17194	923	0
20390	1326	117
666186	504	0
100041722	613	0
100042114	654	0
666376	504	0
666207	504	0
666214	613	0
100503856	844	1
73553	912	0
666233	606	0
100040771	759	0
666253	873	0
666298	636	0
100504358	672	0
100042055	847	0
100504444	504	0
100042130	555	0
666420	672	0
100041106	1566	626
666485	504	0
71826	883	0
666502	549	0
100861719	549	0
100042342	836	0
666561	672	0
13586	713	0
53877	462	0
93725	471	0
503844	708	410
630952	444	9
13587	716	0
74954	1289	0
666647	621	2
666660	792	0
666675	792	0
666678	672	0
385138	899	0
666723	792	0
666744	1240	0
19214	3187	0
100124437	69	0
73895	2282	34
19217	3768	55
70561	4028	2073
70713	2444	70
50527	4418	1400
100503256	404	0
67089	1564	2081
100504523	569	3
56291	4258	687
54342	2536	452
218952	3243	3643
67651	735	1
114874	5198	649
100628600	93	0
320367	2557	0
666834	504	14
218963	703	8411
100041724	676	1
12159	1994	28
100502795	693	0
72391	773	53
12793	1484	818
63985	4171	1859
328388	2919	3
68755	1202	337
74480	7422	86
14528	2764	1740
218973	4174	382
67296	2154	669
218975	4493	3613
16854	1406	11154
218977	4642	165
78938	3634	951
100504663	3451	483
16709	4485	5785
73961	825	0
93834	5849	296
624367	1599	1
218989	5218	431
18424	1737	0
606497	743	0
100041864	684	5741
66770	1629	0
218993	1115	0
105504	4659	2632
74385	3165	526
70646	4597	1034
67082	1167	0
75288	1881	0
67419	2748	5
258487	1582	0
259147	1006	0
258485	1006	0
100041975	219	2
258314	1110	0
258313	966	0
258316	1035	0
258039	936	0
258275	972	0
258486	957	0
258360	981	0
258659	1044	0
258657	994	0
258658	942	0
257909	1065	0
239081	3162	0
258660	939	0
258662	936	0
258663	930	0
258661	936	0
258233	1144	0
73889	600	0
258422	1120	0
219019	936	0
257884	972	0
258296	1175	0
258295	945	0
258264	955	0
258113	924	0
56858	1021	0
219022	3653	522
239083	1508	16
85029	325	10
11546	1788	699
21745	8163	672
546611	1602	4
328399	2046	17
66246	1608	320
11792	1307	316
219024	2753	642
18950	2941	1515
667034	1223	57
75019	1665	0
328401	1187	0
497113	579	0
497106	438	0
404319	1132	0
11727	1275	3
58809	1996	100
219026	1257	0
78416	1072	0
19752	970	89
54159	759	0
11731	438	1
503847	462	0
93726	691	0
75377	1140	0
638695	1157	0
669149	2574	0
22301	2942	4
434459	1581	0
545047	851	0
219033	695	115
278676	1461	66
93719	713	0
52535	1623	472
214922	2334	40
29811	2157	279
219038	628	0
497071	614	2
268739	5643	1679
100502764	713	64
69890	3317	1148
619301	1227	16
258420	936	0
15381	2844	7263
77945	5213	29
114741	4491	1737
67772	8190	2132
100217445	99	0
100861840	254	33
76338	2756	425
268741	4458	2071
56335	2021	438
50524	5336	84
258008	942	0
258424	942	0
258268	957	0
258423	1039	0
627171	332	0
57271	1010	0
57270	1868	0
57269	1679	0
100042372	330	0
667441	417	0
633740	343	0
667449	338	0
671652	337	0
436539	341	0
100042410	337	0
627394	338	0
100042419	335	0
277146	340	0
382180	341	0
667476	337	0
671927	336	0
667481	338	0
100101486	332	0
100042444	348	0
640196	343	0
627273	329	0
100043177	341	0
640931	323	0
630415	364	0
436468	349	0
100042470	338	0
328482	340	0
100042479	328	0
100043197	338	0
100038850	338	0
667542	342	0
667547	331	0
100043214	364	0
100101491	342	0
100043202	343	0
667574	220	0
195296	329	0
667583	346	0
385047	335	0
320734	334	0
667596	337	0
667604	337	0
547329	326	0
639655	338	0
634322	361	0
636127	340	0
279872	339	0
100126451	336	0
667626	333	0
620297	341	0
100042560	343	0
667635	329	0
100043218	341	0
100042568	331	0
100043204	364	0
100126452	352	0
100042574	334	0
667660	330	0
100042579	331	0
100126454	277	0
100043270	344	0
100043274	340	0
667681	347	0
100042593	331	0
193574	364	0
547424	352	0
100043282	343	0
279882	340	0
100042607	331	0
100042614	347	0
100126456	368	0
100126457	341	0
547328	337	0
100126458	337	0
100126459	350	0
100126460	331	0
100043308	361	0
634132	332	0
100126462	334	0
328483	338	0
547420	337	0
100126463	339	0
386450	341	0
674098	307	0
627324	337	0
100126464	338	0
667765	333	0
100126465	344	0
100126466	343	0
630061	329	0
630086	341	0
100126469	331	0
436467	364	0
386446	352	0
436479	330	0
100126471	328	0
100043322	344	0
654836	347	0
638566	331	0
667567	451	0
436545	349	0
320898	343	0
630461	338	1
100113414	331	0
21507	347	0
100113413	368	0
213480	341	0
432910	336	0
193587	337	0
195297	350	0
100113412	331	0
547330	361	0
211027	343	0
219060	328	0
627777	341	0
547427	328	0
547428	341	0
100101940	332	0
627813	337	0
100101942	348	0
320913	348	0
100114901	345	48
100114902	9	0
100114904	16	5
100115376	51	2
100118398	59	0
100123473	1105	64
626545	349	1
100124293	62	0
100124294	63	0
100124295	63	0
100124296	63	0
100124335	66	0
100124336	66	0
100124338	63	0
100124339	59	0
100124340	61	0
100124341	55	0
100124342	61	0
100124343	60	0
100124344	61	0
100124345	57	0
100124346	64	0
100124347	55	0
100124348	61	0
100124349	63	0
100124351	62	0
100124352	60	0
100124354	65	0
100124355	58	0
100124356	57	0
100124357	66	1
100124358	57	0
100124359	59	0
100124360	60	0
100124361	65	0
100124362	59	0
100124363	60	0
100124364	57	0
100124365	56	0
100124366	60	0
100124367	60	0
100124368	57	0
100124369	58	0
100124370	61	0
100124371	66	0
100124372	63	0
100124387	61	0
100124388	60	0
100124390	57	0
100124391	59	0
100124392	59	0
100124393	58	0
100124396	59	0
100124397	62	0
654839	62	0
100124398	63	0
100124399	66	0
654838	66	0
100101484	927	8
13135	3735	2204
105501	2749	2619
18348	1030	2
69089	2534	1525
20540	2506	354
68836	412	1242
17387	2597	3959
65107	3013	3230
140743	1887	481
27374	2641	1119
219072	1587	296
16475	3503	259
74359	2585	66
19173	871	736
751525	109	0
73902	4247	3
239096	2728	305
56215	4967	4714
75913	1461	118
58248	1889	490
110794	1238	1
50934	4034	79
239099	5827	95
105651	1852	24
12050	3461	1326
54196	1793	4576
59049	2294	992
13644	3571	953
140806	1064	2
67272	890	0
17888	6079	4
387204	83	0
791403	828	0
140781	6054	7
100124433	77	0
68966	1201	978
239102	8725	460
432855	2487	0
105663	2839	254
11766	2673	820
319984	4489	0
71412	1273	2
667952	531	1857
28200	1658	534
268747	4598	9
12891	2289	0
18185	2468	0
100038376	4874	3
74551	3400	1706
28199	2703	1722
68680	912	2
19186	977	2076
85308	805	66
19188	977	219
268749	3381	867
16391	2688	1513
56739	2055	7
75751	3611	2456
74140	2516	2256
100861981	382	0
71099	1420	6
67881	1802	443
18002	602	735
105446	1544	650
28113	1739	727
21816	3006	2653
56187	2547	1036
52585	1471	508
67842	3828	528
12684	1176	1
57260	1439	1
16995	1392	5
104110	3395	116
56532	1965	118
73181	4019	69
277154	7413	106
56410	4723	11
219094	3876	1494
654795	1227	832
17228	1076	0
17223	793	0
545055	947	0
545056	1189	502
17224	1028	0
17232	2000	0
17225	971	0
17227	990	0
17231	839	0
13035	1002	0
14942	923	0
14941	937	0
14944	910	0
245839	954	1
14943	909	0
14940	934	0
14939	1418	1
192113	3951	40
100038506	2719	1
30054	5148	3
219103	4363	202
328417	6391	1143
75339	2939	561
100503823	2171	174
66645	2375	1143
219105	5541	1917
100503842	1225	32
76007	6876	2182
432860	2385	0
14611	1411	1
14619	2404	893
14623	2476	22
68631	1410	522
668090	392	73
21821	3079	512
239114	1222	36
68043	836	184
67518	532	0
57258	3456	388
100862055	503	0
50523	5554	414
20220	3458	1105
100526476	64	0
219114	2260	99
67840	2321	369
75965	5173	1812
68514	2310	842
14180	4139	6
67932	1067	0
380907	626	0
71330	3903	391
628693	898	6
219131	1354	20
236451	1163	18
219132	2686	259
628705	1590	67
239122	3034	292
69008	3037	2153
71891	4128	602
219134	3146	820
50769	3685	22
71844	2394	1236
751526	110	0
219135	3837	1500
72125	2718	20
100862065	1269	6
219140	7517	1575
239126	1903	65
100504019	351	0
70478	3582	509
29820	4777	95
50720	3343	4
24053	3515	0
100046950	1052	0
67355	798	0
219144	1482	0
68177	2077	201
16648	4167	1625
75349	677	0
66674	1690	392
66597	1699	204
668253	1694	45
328424	1832	5
100504051	1237	6
387134	93	0
387174	84	0
100316771	119	0
239133	1332	1
67153	1457	412
239134	2717	0
545062	725	36
629059	3557	9
319433	1402	17
18130	4998	1667
71000	891	0
268752	2011	702
432867	445	0
654465	359	0
654458	408	0
73670	1002	0
619548	614	0
72609	1746	0
13030	4743	15814
14137	2863	866
382913	1914	63
14463	3393	0
12143	2475	1
219148	4235	343
58865	1881	1
210376	2408	458
219149	2538	3
100124452	79	0
72400	1351	159
20680	3266	111
67750	1033	0
271209	6759	0
71037	1015	0
100504162	959	0
78176	865	0
73382	1023	0
110265	1937	238
78271	3011	0
268755	4039	0
387233	85	0
100526520	87	0
16554	5603	1077
219150	2931	521
210925	2709	511
54616	5978	1217
14365	12742	317
50759	1229	10
380912	4229	1202
18155	2157	0
74195	3042	925
100503545	2567	6
71145	5596	2506
52033	1646	442
71988	2899	122
67179	2227	709
68584	1173	1
219151	3405	70
100504279	652	0
12759	1808	25601
