EntrezID	Length	MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1
93670	1248	0
217127	5966	1044
215512	2317	374
110172	1169	879
20747	2882	3166
104079	2093	41
18053	3409	220
100862044	717	0
18673	1799	849
544809	2246	5
432396	537	2
320616	3188	0
268469	2667	673
237928	1910	42
66610	4075	35
14710	702	24
73906	1319	14
14422	4086	11
140486	8382	1
100526468	92	0
14607	649	0
27681	947	251
268470	3974	2986
11951	868	723
76815	1556	0
237930	3206	2
15408	1313	0
432593	1945	0
193022	617	3
387191	102	0
15417	2701	8
15416	2645	2
15415	1269	0
15414	1322	0
15413	1896	1
723893	110	1
15412	2566	73
15410	3721	854
103889	1631	310
15407	2077	0
100038600	2063	0
78473	2190	1
69884	2495	0
74479	2581	282
12412	1274	440
629750	683	99
18023	4867	5636
56358	930	444
387170	73	0
80280	1875	553
100502635	2804	18
217138	1363	2
103711	2036	380
319371	2820	70
78912	3036	410
83395	3375	38
217140	1518	174
69297	1298	0
107732	1682	454
71240	3535	128
57765	2552	63
73174	3335	377
16211	5909	4878
100502647	1392	0
19155	4143	1370
67036	2431	120
217143	9276	283
192157	7015	1786
58996	5450	2641
100141474	1425	5
56013	6965	28
69729	612	0
103551	2330	537
246198	7271	2339
217149	742	53
22658	2836	651
26446	731	589
108083	5053	428
67480	3307	254
72215	624	19
65019	1062	3438
100302498	128	17
16796	3433	1219
68127	1189	58
72973	1681	5
72324	2905	135
217151	1563	220
12295	2455	489
19921	805	5029
217154	3049	11937
72194	8607	1022
19014	7590	1415
69131	8704	2215
100628613	57	0
18013	3137	0
19049	1666	5
69338	1389	0
59045	2083	247
21393	948	1
18948	888	0
320655	2424	137
13866	4998	350
103742	744	286
14786	2397	27
100862101	617	1
22780	4098	2
69376	1639	3
66612	2023	843
192852	902	1
450219	1477	2
76758	1666	0
57911	2726	0
100502779	1542	9
22123	2147	2187
12985	1363	3881
23989	3410	595
21833	2246	867
217166	2627	3511
74026	4340	1428
100037262	1401	22
192160	3742	1505
268480	4163	142
68524	7589	891
23834	4701	25
19401	4131	1421
353155	837	2
21973	5217	1370
16010	2069	4544
217169	4755	5915
12775	1975	12
100862109	465	0
57376	2919	698
268481	2735	4
75706	1689	0
70810	1651	0
320864	2600	0
16675	1539	1
70843	1489	19
16661	2094	123
100504165	903	0
268482	1854	2
66809	1930	34
94179	1539	2178
237934	1449	0
406221	1320	1
66380	732	0
66708	1031	0
69473	604	0
69664	1040	0
629873	1129	0
435273	879	0
75586	759	0
100041412	663	1
100041488	396	0
71453	830	0
100502803	807	0
665891	1011	0
68673	971	0
76444	978	0
546511	528	0
100040248	1018	0
68768	918	0
100040276	1200	0
665992	630	1
665998	1058	0
670464	618	0
670472	869	0
670482	777	0
69464	819	0
670496	691	0
100502865	919	0
435285	951	0
432600	1144	0
100415785	1096	0
16705	612	0
670533	1043	0
70831	971	0
670550	921	0
432602	935	0
435286	1077	0
100504183	1891	27
77914	761	84
71888	1679	3
16671	1581	0
16672	1605	1
16660	1581	15
16670	1673	85
53617	1722	2
16673	1666	3
16663	1314	2
16665	1720	11269
16669	1375	2507
107656	2580	27
16664	1660	132259
16666	1565	2820
16667	1511	35698
68239	1547	306
20918	1213	11595
14459	455	0
15114	3706	127
16480	5009	12676
66180	1869	972
14230	2603	2433
68106	2025	963
66720	2012	11
217194	2436	301
104112	4427	3646
74407	2818	25
12799	2678	3721
56354	2312	1946
100502925	1599	27
71966	2013	259
278304	4090	6
80861	2412	37
14534	3048	797
75482	726	22
19345	1573	2793
380728	3784	0
15171	584	0
80860	2162	175
20851	5442	358
20850	3888	1064
20848	4487	26040
19285	3218	10691
11975	4029	762
27419	2478	195
15485	1317	8
71743	2386	196
21428	1975	254
19183	972	164
67998	3306	974
103733	1609	470
103768	1777	55
217198	3007	334
12777	1725	5
53321	5360	96
14055	4194	918
54409	872	84
28084	1067	1184
69847	4148	149
52469	718	279
68107	2228	23
56208	2031	1501
19192	2620	1723
237940	2540	255
11754	4396	5787
14377	2245	6
69684	1334	391
73635	1461	107
217201	3216	189
100862158	1321	0
19942	734	2474
70110	1360	704
26949	2732	1355
100862149	744	4
11858	684	72
12189	6648	67
17966	5133	2004
217203	2301	93
666331	472	0
66599	1098	234
19848	187	0
80981	1382	15328
217207	4319	470
18612	2336	211
17285	2208	48
73887	1185	0
74499	2066	0
72349	4204	757
75437	698	0
13384	2848	14
52685	2732	248
50997	4087	182
19064	480	0
217212	499	0
217214	2113	12
76547	1576	143
268490	1224	381
68401	1543	859
15184	3798	3958
217216	2543	29
217217	1362	22
72053	2096	456
217218	3707	2101
21429	4806	2662
20533	4550	1
51799	3046	59
68066	1674	1395
14824	2333	6890
217219	3099	104
16399	3437	311
237943	6830	971
100040792	677	176
57265	3628	303
77132	1334	25
268491	4573	7
52715	2307	315
11488	5102	43
14615	2906	106
75689	735	23
20624	3333	1504
73293	1800	2
66784	1563	0
14580	4072	53
70218	3337	66
23829	1246	7
69739	954	2
68087	1714	574
100862190	614	14
18107	1838	1110
72469	3031	410
67131	2076	1152
192231	3401	2430
71059	1951	11
57778	3873	48
69441	1214	97
328019	1112	1
53859	4173	814
100862195	840	0
544817	5627	361
653030	2731	4
353047	5128	631
237954	3645	0
380730	4576	0
69444	884	1
104582	1072	121
56494	3078	677
399609	3313	24
22412	4519	3
22415	3115	1
18195	3766	640
667631	721	76
11841	2659	2484
12921	2428	1
237958	2675	0
17762	5387	652
100303739	1618	2
76719	5510	1549
100862243	916	0
217232	5783	1281
17896	883	79
629959	351	26
16416	5781	1219
70894	1744	17
52686	2619	432
73431	2414	113
24086	5475	1822
17534	5801	80
632687	3621	6
77097	11860	1161
13056	2474	573
11421	5102	347
192775	2853	0
71833	5750	1071
70207	1337	70
26406	3161	1393
67803	2950	367
72149	2543	286
67163	3270	2581
72047	4012	1357
56095	2865	1914
19184	1277	1824
83796	2869	749
75870	2985	1
100862279	314	0
14599	810	0
15985	1198	1
110880	6598	13
75573	789	1
15896	1142	71
78943	3976	873
100216537	73	52
21763	4942	713
18613	3305	806
380732	1320	4
50776	1577	85
13207	3520	41518
100526469	67	104
320162	2727	181
66313	5331	2344
16647	2038	505
69066	1100	19
207165	11488	4088
100503350	681	0
68979	3161	474
100503362	727	3
71795	6350	991
100503397	876	30
66997	1723	1385
442842	948	0
78455	6218	622
12299	1203	6
54377	984	2
100503414	1145	0
140723	3834	9
18750	8369	1242
100862332	337	0
11818	1186	1
76380	3753	133
100503430	3012	0
12006	4260	117
268498	1078	0
19739	8531	76
67927	454	3
100036768	2765	50
14674	6197	3431
320509	2700	0
13929	3082	408
100503496	1776	6
104681	4509	24
74008	3396	80
52639	1817	410
19084	3323	10672
208659	2541	257
69324	1470	5
73257	389	0
27404	6178	15
217258	5616	80
217262	6268	34
76184	5720	32
100862355	581	0
217265	8269	1386
26399	2064	490
16517	4014	3
16518	5448	541
629967	696	0
217294	1952	605
20682	4146	6415
100038732	870	0
71203	1940	0
72386	1848	326
319871	2446	3
69806	2742	168
20606	1158	5
16834	3029	450
28081	2615	1204
276852	2196	251
52670	1575	31
56699	3375	4524
237979	6604	1676
73536	395	0
319819	3402	0
67671	369	43
117160	3456	94
432611	2871	18
286942	3433	1
72014	2260	2
217302	1098	0
70355	4672	620
217303	4642	13
217304	2880	0
387565	690	0
217305	2440	0
140497	1139	2
629970	738	0
100043123	852	0
100043125	852	0
382551	738	0
217306	1949	0
58222	2806	6
246746	1885	2
26941	1922	687
66176	1130	117
320534	4566	121
14813	4895	5
14149	1866	69
328035	1239	4
237987	2335	0
16470	3183	0
69602	2422	7
217310	3237	156
237988	3700	854
68572	734	273
71679	574	818
70382	1766	143
432613	1932	3
100628623	100	0
217316	3020	0
276905	2249	81
50773	805	570
100503567	159	3
15374	1358	1587
170930	998	985
445007	2159	769
260302	3681	274
50529	1324	516
69674	1841	431
67283	2792	102
14784	2624	2036
100503586	416	71
100043184	483	205
71947	4996	1371
140721	4722	1454
76265	1972	432
217325	3614	354
217328	7820	73
100861625	875	11
170472	3986	181
66528	940	1
68528	975	1
57230	2086	548
100503650	2355	7
192897	6169	1640
100038636	2078	19
14635	1506	699
100503677	1644	15
15081	1993	53
217331	3715	209
70450	3967	68
22378	1795	1277
217333	2195	681
338364	3050	37
60441	1411	384
217335	5373	698
11430	3987	1465
69535	902	285
69681	1427	11
14027	6398	51
217337	2526	1066
14428	1940	15
53413	3344	787
15223	2578	415
217340	4655	16
319370	1482	545
217341	2162	49
67763	1868	1583
20698	2296	19667
217342	5192	1374
11298	1455	0
217344	3934	785
114886	2331	315
100038570	801	10
66293	1997	655
100216536	78	7
100216531	77	7
100216538	76	0
20446	2033	253
634720	1581	0
193217	3263	0
20445	2392	0
67622	1725	125
107817	1668	1610
74319	1039	78
20382	1903	7669
69900	3128	366
268510	4254	0
76972	600	119
74136	5574	1966
53860	4263	2552
78403	1344	2
217351	8726	1104
217353	3144	1139
217356	2908	136
77727	1078	1
20973	1524	644
21877	1369	134
71562	2332	76
11799	3416	81
546519	1820	0
71776	1840	56
100503754	1850	9
12702	2732	36746
100861684	757	0
74451	2298	877
69926	14889	90
791367	3181	12
100503797	2158	0
19157	3273	714
72344	5609	1413
21858	3622	10727
58251	1978	51
100861706	1278	0
19039	2168	121
76025	3025	465
56745	4519	265
100126224	1648	0
217364	3922	65
52897	4545	132
238011	1370	0
12416	3740	31
30951	1393	45
12418	5197	1054
207592	6988	789
207607	4979	30
14387	3797	2498
192170	1463	833
170720	3958	29
27029	4324	268
268512	2692	147
100316690	90	0
672511	16939	2271
338371	5277	352
18164	5284	2532
100503830	1705	5
74370	6932	1009
319454	1290	2
208092	1561	159
100861714	784	0
108100	3610	3740
11302	5743	555
723844	98	0
100526518	87	0
12009	3578	264
78777	2779	110
208501	494	124
72055	5413	2016
100861721	752	6
76377	1334	0
100042332	1707	22
268515	10727	332
100503912	575	3
100503938	878	4
11465	1894	2598
66838	619	49
238021	1718	37
71885	3175	356
217365	4685	1351
208634	2064	0
18588	899	0
66431	810	32
67291	2760	585
70317	2023	125
15239	2908	910
56282	949	323
100861766	1104	13
27376	4000	238
667716	844	0
14527	1929	2
192173	1205	649
68701	775	0
100504013	912	5
18453	2538	6543
192662	2732	3877
21681	1132	654
66156	3495	913
208990	549	7
68671	1835	400
209011	1715	214
17134	1639	1310
100504040	1275	157
209027	2914	80
68515	2307	0
77583	2020	2
68938	1872	482
20892	636	223
217366	2464	950
170758	1078	263
67880	918	155
12409	1021	5110
111241	1599	1807
19719	2118	901
209318	2071	1179
68730	1909	327
100861787	1002	10
14104	9938	5536
71276	3390	70
80879	2577	136
104318	3749	7445
12516	1042	5
58210	2322	181
209588	1615	131
637008	1771	30
70956	2046	0
73679	1740	0
217369	1703	1
66179	1243	127
238023	2379	137
217370	2591	313
67608	4412	231
68837	5032	1195
66840	2344	2091
217371	1865	73
238024	2028	19
63828	4358	8
108903	3912	589
319530	3243	65
210004	2851	133
210029	2468	385
74675	3238	0
674842	3069	2
74173	1073	224
19325	3513	7136
16570	6849	582
100043040	3300	31
75302	8892	553
13528	2645	939
100503871	3331	10
13435	9852	2103
100038522	1385	0
18976	1007	4
668212	6547	43
217378	4713	513
104111	4730	525
52504	4343	60
69709	4013	309
17977	7329	3276
100041995	785	3
100042014	748	10
20403	6216	1610
74855	2833	5
207921	2886	29
382562	1306	1
626534	1343	3208
66055	1116	705
14226	980	64
238037	3180	87
432628	3125	28
217379	2511	878
320817	8102	730
208439	7048	2220
72669	1258	52
672098	820	0
73575	339	0
238055	13909	0
68832	3082	691
238057	1399	6
58240	2958	93
724112	1216	1
11852	2228	6674
328059	2445	0
80913	6686	4470
208941	2647	2
20969	3057	1564
100862277	1032	1
319503	3869	0
17775	2130	16794
17182	3014	0
74682	4392	459
75516	1000	94
69420	476	0
23967	2011	481
70881	1855	1
105014	1472	132
238074	786	777
71457	736	0
238076	3059	10
56184	567	0
73304	744	0
209334	3283	59
67241	5603	1482
26950	1936	503
74712	1935	0
209550	3175	12
628327	507	5
627110	704	74
76820	4850	2210
70858	1341	4
18109	2596	72
104721	2469	1808
71169	7240	1063
105005	3380	984
791361	2842	0
73972	806	0
217410	4198	129
14245	5725	494
18217	1547	0
268527	8260	6
50496	2496	536
19878	8012	5824
217430	2305	316
73667	1798	7
382571	4789	23
71853	2125	3507
68775	1597	272
217431	2986	742
100526470	83	0
100503365	328	0
18263	2547	6889
53602	1561	215
668525	1485	59
245297	3232	41
668539	972	0
100043324	724	214
236366	2542	0
668558	2349	4
668413	581	3
546524	2616	1
544848	509	1
629055	830	0
100042706	1104	1
100042727	1824	0
668605	564	0
100861711	1290	28
668455	738	32
100503846	632	0
675713	573	0
69513	1727	2
382686	632	6
100503913	896	1
211914	5679	675
16413	1874	449
54451	2560	658
67732	926	245
11491	4410	1073
22630	2110	4389
100043407	885	14
628850	1263	7
434693	738	397
100043416	1176	4
69732	1407	13
100862386	525	0
668662	1886	15
100861601	1245	7
66808	2268	4
668714	971	3
21340	2019	262
195733	3530	135
194655	3982	1617
12879	1838	24
20135	2180	965
100861907	474	0
67216	2802	673
77480	7402	4122
15902	1272	2556
432641	1115	39
100502727	342	0
74930	550	0
108089	5163	394
58185	3785	43
22169	3189	39
100504347	1973	0
636791	2087	0
20666	8451	74
328069	2998	0
68511	1434	0
94041	1460	0
71693	1383	6
20115	961	1020
19819	1457	152
104923	1676	676
217449	4259	643
380752	1692	176
100504402	1291	0
17933	7523	0
328075	3057	0
69675	6614	9320
22018	3282	10
268534	2337	167
69566	1547	0
211986	2958	588
100294583	1507	4
11431	3221	91
24057	1736	145
104943	2670	235
629667	210	0
16777	5778	14050
13382	2243	1783
13487	2628	0
104836	4007	296
23985	3083	0
12033	2008	739
71916	1768	44
238123	2997	490
73010	4587	0
73389	4240	1842
19088	3358	442
100504461	1076	0
30955	6954	7
100504475	298	3
72123	4155	138
59027	4547	3834
100504486	2804	74
74076	1633	17
19027	4689	3717
68764	2953	6
320046	1551	153
380753	4278	950
100504517	1831	1
75040	675	0
28071	2324	444
114712	886	0
22160	1630	56
100861990	2847	1
79221	4428	5
75456	1676	0
217463	6226	941
100169866	1859	5
751520	87	0
11622	5494	1667
71581	1058	3
403205	819	5
23795	760	0
66109	1923	89
100862018	317	0
432649	1451	149
66912	1871	2523
217473	2446	427
71156	1323	0
66042	1751	1679
75847	2690	207
100628578	74	0
17286	2348	24
319660	2155	61
217480	5544	21
73867	919	0
14009	4223	249
11861	3807	629
20259	2999	45
380755	1213	8
15982	1816	24121
100316693	100	27
629820	401	2
246196	2454	217
238130	8072	296
93757	1177	69
16981	3185	58
27362	1865	2999
100039062	3025	196
67452	4406	1437
319504	7581	791
217517	4325	320
664883	7000	7
217536	1728	220
15228	3985	0
67293	854	0
620583	2931	0
69054	708	0
18760	3778	590
217558	6726	155
76983	2091	473
12810	2683	4
94186	4164	3245
11782	1113	572
207304	8988	4784
544864	3627	63
320487	7761	958
328092	2564	95
14762	1388	0
76826	1193	71
11855	5197	5063
73278	304	0
238161	10263	75
27386	5879	375
67335	282	0
112407	2676	2455
665239	591	0
100038648	3622	0
104725	1363	912
100316682	80	0
66266	1043	274
72183	1879	1076
12632	2940	3216
217578	6179	4077
72658	1187	84
665137	778	106
24067	4264	2662
73385	3863	486
100039815	912	104
665155	3286	95
100101807	3863	69
100039830	912	14
100101806	2516	337
100503822	1075	103
59032	2395	190
66132	3117	157
26443	997	1830
18035	1579	9782
79459	1575	345
56856	3102	1
56784	7904	2051
52592	2566	589
100503961	1221	0
217588	1509	125
621837	231	842
104798	2288	0
21869	2865	0
97836	617	0
18094	1260	0
18511	2574	1
217593	2766	61
328099	4006	762
73490	1454	117
100504018	1480	1
100040044	1040	2
15375	3188	18
70846	1475	0
100504027	1426	0
100503562	3217	1
20605	3869	15
66864	4539	25
100504043	3093	3
20334	4108	1504
66603	1106	133
78232	1255	509
18949	3469	1622
338320	1628	11
217615	3082	906
70611	3446	1159
100504078	1246	0
100504101	1089	0
238205	3726	35
73309	521	0
623046	3566	0
217648	1463	77
66689	2854	82
328108	6434	647
328110	4068	864
30795	945	171
104806	7775	317
217653	4017	56
70948	2228	18
238217	1023	0
320772	9834	0
100316870	12530	2
20090	390	478
69706	1501	12
66483	517	825
217664	2616	2113
109065	2639	135
414085	2546	67
18974	1695	197
271005	1949	86
69554	1946	1669
66244	3722	909
11845	3731	8926
76062	1037	10
207965	1027	232
20663	5612	1422
217666	3338	280
68055	1485	122
71091	1689	26
751538	110	0
74724	1421	2
399510	4454	2192
70934	1852	8
73991	2818	291
100040999	628	6
64010	2524	1926
18080	10344	847
791312	2278	4
100504285	1080	0
110095	2821	36
414124	1296	0
94090	7430	4
72736	2320	768
100861697	1220	8
319710	4662	6491
56444	4022	1149
19167	1434	332
73204	1589	93
238247	5780	859
75266	596	0
30056	1117	311
76967	5763	289
59036	3761	363
67348	637	0
73815	767	0
208846	6004	2453
238252	1374	44
67217	1705	489
104771	1976	360
73936	2630	7
104001	3710	2813
78257	5247	18
67708	4420	231
66375	1304	524
19042	2789	1463
100861726	1074	1
75801	1910	0
20476	3956	0
20471	2849	1
20474	5572	46
17420	2505	383
76357	1669	60
625098	2959	137
380765	689	0
238257	3282	85
73644	1039	0
18755	3301	199
666385	682	1
15251	4761	9751
100504452	3947	7
277089	675	4
75627	2125	197
238266	2705	1
100504476	1161	0
74284	1046	1
386753	2995	1
238271	4061	0
80837	2358	2455
217674	1614	2
26932	4810	2328
72338	2981	12
665931	832	0
81535	3324	1459
319565	21718	2771
100628610	83	0
13983	3362	7
80384	2246	0
108156	3324	1370
238276	6685	25
109929	1777	111
268564	3987	1374
100504512	984	6
15512	2683	2256
210762	1453	11
100041694	893	0
100628604	79	1
263406	4955	887
100504549	540	1
20741	10394	109
211151	641	367
14776	1067	6
104886	3126	2341
110606	2560	457
17187	2005	1323
53618	3982	623
626215	531	0
268566	3402	1028
70897	1778	6
56217	5515	3844
73834	1410	756
13665	3152	1588
27260	1551	502
268567	3961	1675
211945	6439	269
110417	2353	173
11847	1417	91
53612	1281	521
17252	1574	1262
77974	1674	62
211978	9368	262
19363	2837	53
12192	2984	47680
69548	4845	210
109711	3739	22958
320808	5707	944
100217447	124	0
97827	3323	368
69522	508	1
108760	3920	227
13877	812	772
328133	5230	801
68354	941	0
217682	3527	5
380768	4399	0
217684	5065	4758
67340	377	0
100504661	1142	3
20384	1653	6641
20493	2102	4
64075	3496	27
100526532	84	0
110893	5068	1
100042143	2865	0
214321	2496	4
11498	2330	15
66272	1997	308
100504690	622	0
24071	10398	1033
56622	2911	0
69792	1004	189
100504704	757	0
69480	2042	16
338372	11896	120
54604	12139	2187
217692	7701	596
50779	2626	5
791340	968	0
74283	1082	0
70127	1298	7
73828	2182	339
217695	3869	659
67039	4244	2826
19164	3023	1372
170721	4375	1389
18222	1962	709
71952	2346	457
171210	2200	551
26897	1559	953
171282	2325	27
171281	2594	4
217698	1518	21
217700	1822	72
105000	5765	489
70481	2359	38
238317	7373	3572
100502697	3342	7
77219	3290	844
52708	5236	540
217705	3357	67
217707	1602	328
12499	4990	388
72873	2190	10
66381	1379	161
104776	3346	742
100861863	582	0
217708	2144	102
12677	3180	1
19300	2527	228
432677	3608	0
627191	2499	0
67963	3262	1370
74316	868	290
16997	6603	5106
100303738	3954	42
68497	5434	694
73736	716	185
56531	7034	1568
100502763	1133	7
73422	2682	6
78920	2767	3349
238323	2534	14
18654	1569	1890
217715	1573	342
217716	5428	223
66204	648	214
72350	4482	22
217718	5386	2364
100502783	668	0
68581	3526	1236
14281	2093	57270
81703	1881	1814
53314	904	44
217721	3435	82
58520	1185	286
320244	4841	353
21809	3385	4421
100861892	920	7
76411	809	866
328136	3160	0
70373	3919	639
26380	4621	3
238328	6189	739
68737	3850	111
627607	1949	0
238330	4112	5867
217732	4409	838
238331	792	0
217733	3335	2
64242	1616	6
217734	5059	386
14874	2108	600
382620	7179	908
238333	2066	7
71275	1412	14
104799	2701	341
217737	1320	2495
217738	1425	106
20773	3754	2512
211064	1949	517
100526546	79	1
654309	1170	15
380773	419	262
66354	2257	1142
666806	1872	0
193322	1812	1
100042776	998	24
100042786	689	30
100862206	930	17
100861908	435	0
100861898	530	0
544881	1851	0
100038992	222	24
100038982	4341	14
100039042	1766	0
100039052	1822	0
100039076	798	2
100039087	1899	0
100039100	435	1
100039162	435	0
100039129	435	0
667350	930	38
546543	222	0
100039315	1893	2
666862	435	0
435337	1842	0
633093	4204	3
266459	1641	0
100503047	438	0
72113	2287	312
71818	2283	3
18191	9782	0
13371	5815	84
75216	4807	174
71349	1023	0
22095	4874	1
83602	5806	241
108800	9896	4407
666955	2624	53
20338	6300	1119
399558	7099	10
100862089	695	0
69423	613	0
14420	3704	252
14744	2035	5
72258	2533	0
104871	2025	74
24000	5738	1015
75553	4184	1557
319670	10136	129
76260	2308	439
67639	1176	1
71375	2611	910
100503855	3630	0
100503812	646	0
73457	645	0
78767	2069	12
104884	2058	255
217826	3112	0
19179	1502	1078
217827	3708	102
100038378	1982	4
12313	4001	7198
100861669	753	0
100038713	4791	5
104718	3442	1686
73086	4406	316
100040123	408	2779
217830	3229	19
667148	701	451
238377	3505	5
68339	6292	61
100038467	3405	1
100316805	121	0
68734	4594	1942
319760	3100	34
74947	3665	0
271036	3716	0
74413	2584	22
23876	5829	597
109181	6448	1237
100504056	2370	29
110616	5404	524
100040297	1174	925
51786	5315	724
238384	2092	13
217835	4007	283
19141	1874	473
27277	2902	820
12652	1882	0
217837	2856	757
100504113	601	0
100316812	93	0
100859931	3835	0
64113	3728	42
320351	1205	810
100233175	1162	224
66622	3247	487
238386	4306	1885
75483	476	0
217843	8870	239
170952	905	10
100504156	1406	6
65256	2690	1378
68149	3715	97
27225	3157	1845
52668	1053	2669
76933	463	17
217845	1093	5
74521	3683	45
217847	1570	0
12401	1462	0
194604	1346	0
68348	3158	0
20701	1425	21
20703	1442	2
20700	1939	4
20702	1424	0
20704	1374	0
380780	1489	0
71907	1694	0
68054	3690	0
321018	1353	0
268591	2162	0
74069	1864	0
271047	2070	0
16625	1690	4
238393	2290	1195
20715	1949	897
546546	2051	9722
628900	2193	2507
238395	1999	8
20714	1652	7
100504264	762	0
20717	1659	1347
20716	2085	29001
14836	1174	1
791311	3002	0
192119	9851	1280
100504301	717	16
94040	11962	1823
212073	5532	91
69434	529	8
100306943	275	0
100526471	65	0
73046	930	4
100504315	801	0
27381	1009	0
27379	1026	0
27382	1041	0
27378	830	0
27380	1031	0
21432	1395	0
69952	3282	0
100040339	1575	0
268595	5786	2
12062	1680	46
12061	1338	2
76559	10173	1045
66787	2787	327
78801	3093	20
18789	4509	4104
100503099	2076	0
22367	3796	321
76639	1028	0
71033	1353	0
73160	999	0
74968	1443	0
58208	7923	113
100503150	980	0
52690	2725	1011
12454	2632	746
668158	1547	92
100861813	1116	0
214305	2605	5
13116	2118	218
68519	4201	1406
100504467	1549	8
14026	2698	986
723909	99	0
70059	3574	105
22632	2324	2279
214663	1964	51
100503195	604	9
723946	96	0
104910	1580	54
22375	2883	955
212198	2657	87
380785	2712	725
13386	4811	108
17263	12906	317
100316809	80	0
791079	94	0
751547	91	0
100124466	83	0
723843	97	0
723880	67	0
751555	94	0
100526472	89	0
100526519	89	0
353326	5235	3
723866	91	0
76880	1317	0
723937	124	0
387146	70	0
723867	94	0
100316735	75	0
100526473	80	0
387154	62	0
75745	3584	138
100316669	120	0
723854	79	0
449562	69	0
449561	67	0
100861570	71	0
100303647	30	3
100861571	72	0
100303646	71	0
100861572	71	2
100124461	77	0
723858	66	0
723936	82	0
723927	63	0
723859	61	0
100316751	120	0
723839	86	0
791071	81	0
723842	97	0
723878	85	0
751539	74	0
100316673	121	0
751521	99	0
723881	76	0
751522	63	0
751552	92	0
723856	86	0
100124453	84	0
723934	82	0
723855	68	0
723833	79	0
723935	75	0
723940	82	0
723917	74	0
100124450	78	0
723912	76	0
387152	71	0
751523	66	0
723875	73	0
100040724	1300	7
100124484	82	0
387172	66	0
751524	79	0
723857	68	0
723941	90	0
723862	79	0
723913	80	0
723933	79	0
723863	81	0
100499517	83	0
67280	1621	0
353504	1280	0
100526515	82	0
107585	1868	2
629595	385	1305
26931	5591	2230
100503237	2404	8
319786	1306	9
13424	14398	8968
66323	954	30
100861856	712	1
15519	2850	13094
69641	2427	258
26448	1693	12
66709	1653	2
72805	3725	133
100041649	398	329
67236	2179	373
104859	7830	289
74251	2558	376
77878	1093	2
217864	2725	1585
22031	6975	1035
93835	1685	20
100503323	1310	3
217866	6718	3040
380787	657	115
74190	2923	308
21928	3570	296
212539	1215	5
217869	3966	15309
100316932	122	102
100504687	1954	48
17169	3388	2523
12709	1478	10303
328162	2433	397
70369	2138	890
68020	1242	814
16593	3067	1344
74335	2422	81
68520	1310	173
21981	4333	898
77675	1729	0
70257	365	1015
74691	4809	1
217874	761	0
104816	2732	5
100526547	85	0
387199	76	0
668303	6918	43
100504733	1752	0
100126692	3223	0
319942	2636	4
104885	2373	0
70435	4601	1624
11565	1791	200
30954	782	368
11651	2690	5124
382639	3478	198
217882	6640	5648
104759	1978	9
100041194	3572	25
100047183	10677	56
217887	1915	542
71963	2420	1151
56696	2439	10
16450	4054	5956
66174	793	454
72308	2755	983
399566	2098	147
217893	5480	447
75671	1267	0
116870	2775	1246
100861919	848	0
68337	1439	2775
12925	447	321
104732	3355	74
69195	1601	9
238447	1225	0
380792	1480	0
404711	1007	0
16016	1222	0
16017	1478	0
380795	1201	0
380797	1008	0
16019	1491	6
777656	54	0
777655	48	0
777654	48	0
777648	53	0
777661	11	0
777662	16	0
777664	17	0
777667	17	0
777672	17	0
777675	17	0
777677	17	0
777679	17	0
777657	23	0
238405	2271	0
777681	17	0
238406	2507	0
777685	353	0
777686	350	0
777688	294	0
238412	293	0
777780	294	0
668389	293	0
544896	351	0
638605	293	0
668395	294	0
630486	291	0
641178	294	0
628098	294	0
791089	286	0
791090	293	0
629785	203	0
780793	350	0
780792	294	0
633568	294	0
780794	294	0
640046	292	0
780800	357	0
780801	294	0
780802	294	0
780803	294	0
780804	296	0
668421	340	0
780818	353	0
238418	351	0
629812	299	0
195180	294	0
629818	351	0
780825	351	0
629826	351	0
668438	350	0
632654	363	0
629833	299	0
633457	299	0
780828	300	0
780829	296	0
636260	294	0
780831	291	0
629842	300	0
435321	294	0
629845	299	0
628398	300	0
639510	300	0
238427	300	0
432701	300	0
629849	300	0
380808	357	0
432702	294	0
668469	294	0
380809	359	0
668474	294	0
780864	297	0
668478	294	0
629859	293	0
629860	294	0
629863	294	0
629865	294	0
629866	294	0
629871	294	0
668493	294	0
382692	294	0
668497	294	0
780883	294	0
780884	294	0
780885	294	0
629884	294	0
629893	294	0
628614	294	0
629897	294	0
668517	294	0
780891	294	0
629906	310	0
629908	294	0
629915	294	0
629919	293	0
629925	294	0
640506	301	0
780929	294	0
382696	294	0
780931	309	0
629930	301	0
211331	294	0
780932	309	0
382695	294	0
780938	297	0
780939	349	0
432708	457	0
674018	294	0
668544	282	0
100502704	1206	0
238448	294	0
668549	351	0
432709	302	0
780956	351	0
380823	309	0
636462	301	0
380824	294	0
435328	294	0
619833	309	0
780960	301	0
638634	294	0
619886	302	0
619916	294	0
100775172	301	0
668577	295	0
100775173	309	0
668582	301	0
622728	294	0
100775174	294	0
619994	294	0
213570	294	0
435331	294	0
668589	294	0
668591	294	0
100775175	294	0
620140	293	0
434609	351	0
668597	294	0
668599	296	0
56220	2068	157
22355	3385	4
217935	3725	406
52635	5541	5525
100502747	4161	0
319545	2892	208
76044	6604	473
19276	4688	2
627375	273	72
100038689	842	0
432713	449	0
387171	69	0
217944	3987	169
217946	2611	614
13411	14072	13
20688	5770	866
100384890	884	1
320145	4480	0
77706	3876	0
320910	3096	412
